description,subcategory
PROFILE NAME CORRECT     It is stated on Mr Vieselmeyers profile that the skywards name differs from the booking name   Mr Vieselmeyer claims that the booking was made on the same name   Mr Vieselmeyers contact: bvieselmeyer@gmailcom,Transactions
customer boarded and was escorted to Seat by purser  He was settled in by crew ensuring He had All He needed prior to take off  after take off He did not have dinner and was observed to sleep most part of the flight after A short visit to the lounge,IO customers
Can you please update contact and address details for Mr Phillips as below; Unit 2116 Charles St Charlestown 2290 nsw Australia Email: keywestatlantic@hotmailcom  Customer wants to receive his gold membership card,Transactions
"Mr: Raoult was escorted to the AC by Emirates ground staff and boarded from L1 door ( ground services brought him to L1 door )  Customer was travelling with his wife and daughter  Customer and his family was escorted to his seat by the purser  Customer stated that he tried to book the premium cabin , but the load was full already  Mr: Raoult has a pleasant approach to the crew  During the flight, Mr: Raoult requested for a glass of champagne for him and his wife Two glasses of champagne were offered as a superior customer service to an IO  Other champagne request were gently declined and customer showed understanding",IO customers
Mr Alkamali boarded aircraft from UL1   I personally waited for him at the door and escorted him to his Seat   All his preferred requests had been ready in his suite   prior to closing door He realised that He forgot his jacket together with his colleagues jacket at the gate   He was informed what time is if tar and food was served to him   He asked for Laban from the if tar boxes but This was not available on board   disembarked first from ML1 door,IO customers
"Customer stated that when he tried to book JC, it was reported that cabin is overbooked However, he noticed that there are empty JC seats, and he tried to upgrade himself on board, using his miles He had 45305 miles, while upgrade was to be charged 61250 I explained the situation, and politely declined the upgrade, offering other means of payment, which was refused On the second sector as he spent time on ground talking to his friends in JC, he asked me again if he can get an upgrade for this sector I initially explained that it applies on whole trip, but when I checked the system, KIS was showing the information, that on this sector upgrade costs 8750 miles, and it was showing that customer is eligible for the upgrade",Transactions
CUSTOMER HAS NOT RECIEVED NEW SKYWARDS MEMBERSHIP CARD   customer requesting for new skywards card to be sent to her as she has not yet received Please ensure customer receives updated card Thanks,Transactions
Mr Jamili's membership does not reflect in the system    Customer claims to be a Gold member (he showed me on his telephone) however in our system he does not show even as a skywards member Customer said that this has been happening for a few months now and that his membership goes on and off depending on which flight he's on He was unable to connect to the WiFi using his skywards membership number and password   Mr Jamili is extremely upset and tired of explaining this situation to the cabin crew flight after flight and no one being able to resolve this issue Follow up is critical,Product Feedback
Profile Update   FPML   Please add Fruit Platter Meal to customer's profile He said he had never been able to order a FPML on his flights,Transactions
"ONBOARD WIFI     Dr Balash claims that he is a Skywards member as well as being a Qantas frequent flyer  DR Balash claims that he should get free wi fi for this, and declined to use the complimentary 20mb wifi available and thereafter purchase Wi Fi using his credit card  Dr Balash asked for a promo code to access Wi Fi",Product Feedback
MR CHADA CLAIMED TO BE A GOLD SKYWARD MEMBERS BUT HIS SECRETARY FORGOT TO ADD HIS SKYWARD NUMBER DURING BOARDING Mr Chad personal contact: michaelchahda@gmailcom Skyward number: 21488085,Product Feedback
Mr Corson seemed not happy About the Delay on ground in Dubai Due to technical problem,IO customers
Customer along with 6 members of his family boarded and disembarked from the aircraft escorted by the ground staff   As per the observation on previous flights noticed that his three kids were sitting in YC cabin   Customer mentioned that he was trave,IO customers
miles EXPIRING  customer informed About his miles expiry,Product Feedback
Customer slept throughout the flight Customer stated that his flight was great,IO customers
Customer wanted extra fast track card for his wife and was unhappy when I informed him that its not possible  Customer returned the fast track card,Product Feedback
"UNACCOMPANIED MINOR                                One UN ACCOMPANIED MNOR was brought by emirates staff ( 46 A ) ALL ASSSTANCE PROVIDED AND HE WAS VERY HAPPY THAT THE CREW TOOK CARE OF HIM continental BREAKFAST SOON AFTER Take off, and LUNCH PROR TO arrival in CMN DEDICATED CREW : CSV Mr Inigo Belostas Duly handed over to Station staff in CMN ( DOCUMENT COPY ATTACHED )",Product Feedback
Customer upgraded from Economy to Business class cabin by using miles  Total price 39000 miles,Transactions
Customer upgraded from Economy to Business class cabin by using miles  Total price 39000 miles,Transactions
"Customer upgraded herself from YC to JC using skywards miles   Customer had 115,977 miles   94,000 miles were deducted for the upgrade according to KIS",Transactions
Customer complained as she was unable to make upgrade online     Mrs Cora shared an offer was sent to her informing there was a promotional upgrade online   Customer shared she never was able to make the upgrade as the system went down   Mrs Cora was very upset when she boarded the aircraft and showed a mail of apology from Emirates informing her the system went down    Customer also claimed that on ground at checking and boarding they were not able to make the upgrade for her   Customer did not have enough miles for upgrades   Mrs Cora shared she would never fly Emirates again because of that lauracora61@gmailcom,Transactions
Customer had a lovely flight,IO customers
"IO happy customer                                                    Mr\ Mann was welcomed, addressed by name and escorted to his seat   Well looked after, throughout the FLT   Preferred drinks and meal offered   Well rested and enjoyed the FLT   Commended team for the excellent care and service deliveredreceived",IO customers
"Mr Dababneh claimed that that CSV didn't welcome him back  He was upset as he wasn't upgraded to JC customers, as the flight in YC was overbooked, he stated that he has the priority over the other customer to be upgraded  He also stated that Emirates u",Transactions
SPML INCORRECT   MR GARRICK during the meal service notified that VGML was wrongly updated on his profile   He mentioned that he prefers normal meal choice,Transactions
Mr Faraj did an on board upgrade using his skywards miles from YC cabin to JC cabin,Product Feedback
Customer was happy with the service MrSyed stated that he was happy with service and the crew,IO customers
Mr Rely upgraded to JC cabin from YC cabin using his skywards miles,Product Feedback
RE  Expired miles informed,Product Feedback
RE  Expired miles informed,Product Feedback
the IFE system was not working properly    the IFE touch screen was not working and the control panel was popinng up all the time,IO customers
"when I spoke to the customer at the end of the flight, customer had a question regarding chauffer drive from LAX airport to his hotel and back   according to the customer, the driver issued him a bill of 60 USD on the way to the hotel and a bill of 30 U",Product Feedback
"During boarding passenger spoke to the crew and claimed that on his previous flight He flew FC, had A shower and foot massage afterwards and that He would like to have the same on todays flight   crew informed the customer that He is traveling in JC today and we cannot offer him A visit to the shower spa",Product Feedback
Flight satisfaction       Mr Alkamali was escorted to the UL1 door by ground staff,IO customers
"Skywards miles being expired        Mr Naseem had 9625 Skywards miles being expired until June 30, 2018 and was informed about it",Product Feedback
Mr holds Rwanda Diplomatic passport and a British passport  In some airport to expedite the fastrack process he will like to use his diplomatic passport   Kindly informed ground staff that he always travels with both passports and it will make airport formalities easier if he is escorted to the Diplomat lane as for example in ARN airport,IO customers
Mr holds Rwanda Diplomatic passport and a British passport  In some airport to expedite the fastrack process he will like to use his diplomatic passport   Kindly informed ground staff that he always travels with both passports and it will make airport formalities easier if he is escorted to the Diplomat lane as for example in ARN airport,IO customers
Mr Thakkar was escorted to the ac I welcome him back and thank him for his ongoing bossiness with emirates  Before he boarded I had Y class digestive biscuits ready for him and he enjoy it on the outbound sector  Mr Thakkar appreciate this gesture  Mr Thakkar had a comfortable flight as per his feedback  Once landed in DXB there was ground staff waiting for Mr Thakkar,IO customers
Mr Thakkar likes the Y class dry stores container digestive biscuits  I will suggest you to have some ready for him since he likes hot beverages with biscuits regularly on his flights,IO customers
Updated Email address : info@silver metalae,Transactions
Mr Kyriakidis asked crew to call me to update him the departure time at 14:50 on ground The departure time is 14:55  Mr Kyriakidis complained the children in 6D&G were too noisy that he wants to sleep during boarding  I offered him vacant seats howeve,IO customers
"Customer feedback   While buying duty free articles on board, customer was surprised that skywards miles could not be earned on board purchases   Customer informed me that with our competitors: Etihad, KLM and BA this is standard practice Email: Sbsimans@gmaicom",Product Feedback
"Customer feedback   While buying duty free articles on board, customer was surprised that skywards miles could not be earned on board purchases   Customer informed me that with our competitors: Etihad, KLM and BA this is standard practice Email: Sbsimans@gmaicom",Product Feedback
"Customer claiming that he had 40000 miles      During boarding Mr Alammar informed me that he would like to upgrade himself with his miles   Upon being informed that he does not have enough miles on his Skywards account, he claimed that he had 40000 miles on his account",Product Feedback
"IO Customer seat mechanically inoperative   Ground engineers called to attend to the seat yet motor is totally jammed Seat can't be moved manually either due to total jam Apologized to IO customer who understood the circumstance PUR, Adrian & the crew in JC offered additional pillows to compensate for the inconvenience KIS VR noted to IO team for follow up and awareness",IO customers
"Upgrade request   During boarding, passenger asked to upgrade him and his wife seated at 9K with Skyward Miles, however, only he had enough Miles to do so",Transactions
Miles expiring:  Miss Charbel will use miles to upgrade on her flight next week,Product Feedback
"Customer complaint of promo   As Mr Dockal boarded with his companion, they both stated they had received a promotion upgrade email from Skywards with a certain fare however could not get further information at different touch points at the airport to use it   Mr Dockal stated they had been referred to the cabin crew by several ground personnel with unclear information",Product Feedback
"Mr & Mrs Dunoma asked for upgrade to FC by using their miles After the upgrade was performed on the KIS and their seats were moved to 1E&F, the KIS was synchronised again but the couple showed back in JC When their profile is open, the upgrade and miles charged can still be seen but in their JC original seats The infant stayed in JC with the sister",Transactions
"HVC Mr Ibrahim Albashat skywards  EK  238143706 travelling with his wife was promised and assured by EKASS for upgrade from YC to FC due to no seats available in JC   EKASS brought forward their request to Purser   Based on miles required for upgrade in PIL upgraded HVC and his wife   No connection received at this station for KIS   Due to restrictions for double upgrade and no KIS connection, upgrade processed manually   HVC and his wife fasting",Product Feedback
"HVC Mr Aqeel Ahmed Abelaziz AlZarooni was promised and assured by EKASS for upgrade from YC to FC due to no seats available in JC   EKASS brought forward their request to Purser   Based on miles required for upgrade in PIL upgraded HVC   No connection received at this station for KIS   Due to restrictions for double upgrade and no KIS connection, upgrade processed manually   HVC was fasting",Product Feedback
Customer skywards number was wrong on the boarding pass and he did not appear silver skywards on our system We came to know about it when customer started live chat with skywards team Customer asked how come if his skywards number was wrong system did not recognise this mistake Also as he was flying all the way to London Gatwick he can't avail free internet because of this mistake Customer was taking to vaishalli from skywards team and she informed customer that to update his detailers it will take 48hrs Customer knew that his travel agent made this mistake however he was surprised that how emirates system could not figure out this mistake He said emirates should recognise it quickly as wrong name should appear with wrong skyward number,Transactions
"customer would like to enquire About her skywards miles (Mrs Ruffles)   Mrs Ruffles claims she is A skywards member, however her miles are showing on her daughters account (Miss Hollieyasmin Dawson)   Mrs Ruffles would like for someone to Contact her in",Product Feedback
"Mr Karoui was welcomed and escorted by the CSV, Tarsila since he boarded from L2 I introduced myself as soon as possible, and offered any assistance He was fasting and preferred to sleep throughout",IO customers
Mr Christian was so happy with our wine selection he had red wine château cheval blanc 2004 with his lunch and said that it is great wine one bottle of it is 300euro he also had port wine with dessert and he loved it,Product Feedback
Mr Rohit Walia was iO on This trip   Mr Walia was very well looked after on This flight   Mr Walia enjoyed his time in the lounge During the service   He enjoyed drinking CHAMPAGNE and fruits While working on his laptop in the lounge   He appreciated for the excellent service and thanked us before disembarkation,IO customers
CUSTOMER UPGRADED BY PAYING HIS CREDIT CARD   Customer Mr Tonckens upgraded himself by paying his credit card   He upgraded from Y J class   Total upgrade fare charged : USD 1800 AED 6600   Mr Tonckens original seat was 56G and he choose to seat 17J after upgrade   Mr Tonckens was well looked after by me and my team,Transactions
"customer name is MsMaricel Alvarez, Domasig is her middle name",Transactions
Sky wards Miles Expiring:  Customer was informed of his Expiring Skywards Miles,Product Feedback
Upgrade   No Catering   During boarding Mrs Ellman informed me she wanted to upgrade herself and her friend using miles  I explained we did not have catering available and may have to offer her JC meals,Transactions
Upgrade   No Catering   During boarding Mr Ellman informed me he wanted to upgrade using miles  I explained we did not have catering available and may have to offer him JC meals,Transactions
Sky wards Miles Expiring:  Customer was informed of his Expiring Skywards Miles  Note Actioned,Product Feedback
"Customer using a CPAP machine ( positive airway pressure)   During the flight Mr Nadarajah was seen using a CPAP machine,   He was already sleeping   When he woke up I asked him if he had an approval from the company   He said it was just a device helping him to sleep without snoring   I explained him the regulations and procedures regarding the use of CPAP machine on board   He said he did not know, he said he flies with Qatar but it is not a problem there   Customer is flying to DME in five days",Product Feedback
CUSTOMER UPGRADED  Customer upgraded from Economy to Business with miles  Upgrade amount 11700 miles  Ticket number 1765131142875 Skywards number EK242823501,Transactions
CUSTOMER UPGRADED  Customer upgraded from Economy to Business with miles  Upgrade amount 11700 miles  Ticket number 1765131142889 Skywards number EK242823501,Transactions
"Invalid contacts  Please be informed that I received an invalid contact alert in the KIS tablet for passenger, but when I approached him to verify contact details with him, he said that he had wrote his contact address several times through the online profile, but it was never accepted  Passenger also did not want to provide phone number and second or third address, therefore it was not filled out",Transactions
MILES EXPIRY  I informed customer MrBrian Fakudze about his 29002 skywards miles expiring on 30 June 2018 and advised him on how he can redeem the miles,Transactions
INTRO: by CSV at UL1 and FG1 Hyun escorted him to the door  Purser met: same time He reached the suite INTRO completed  meal satisfaction: ordered from the menu,IO customers
Customer was upset because he cannot purchase duty free onboard or at the airport using miles      While checking the miles expiring I observed Mr Khader had enough miles to upgrade to first class and miles expiring at the end of the month;   Crew informed Mr Khader that he can upgrade however Mr Khader stated he wants to purchase duty free onboard with the miles;   Crew informed Mr Khader that he can only purchase online;   Mr Khader requsted to speak with the CSV;,Product Feedback
"Redemption of Miles  Customer Ms Ahmed informed me that whenever she is flying out from LHE station, she asks to get an upgrade by redeeming her miles but inevitably the flight is usually overbooked and she never gets to enjoy the sector  She had wanted to redeem her miles on this flight but since the flight load was full, once again; she could not redeem her miles for the JC upgrade",Product Feedback
customer boarded normally from jeddah,IO customers
"Mr Amer would like to keep his SFML in his profile, but he does not eat Salmon For todays flight he received salmon as starter and main course as well He asked me to mention not to provide Salmon for future flights",IO customers
Customer requested for an upgrade of his friend in 10k to FC using his miles  Customer was informed of the miles to be charged according to the KISS figures and he agreed to the upgrade,Product Feedback
Skyward miles    Ms Finnie claimed that her skywards miles were not counted nor added to her account on her flight from SYDCHC EK412 Date  02062018 SectorSYDCHC Flight number EK412,Transactions
"CUSTOMER UPSET ABOUT DOWNGRADED SKYWARDS TIER STATUS                                                                               Customer boarded the aircraft and stated he was upset On enquiring further he stated he wasnt happy about losing his platinum status He stated he has been with EK for more than 10 YEARS, and in the last year due to a change in his work station to CGK he hasn't travelled much He stated this year he has a lot of travel planned with EK and had contacted skywards to allow him to retain his PLATINUM status as he had been loyal to EK for so many years  He stated he received emails from skywards stating this would not be possible, and he was frustrated the department wasnt considerate",Product Feedback
"Passenger who volunteered to swap seats with his wife from business class 4A to economy 14C claimed that crew member Vivien was rude during the service  As we were not provided menus or iftar stickers on this flight, it was a challenge to identify fasti",Product Feedback
Skywards Feedback     Mr Yumatov informed crew that his skywards miles were not reflecting on his profile  Customer also stated that his four children were also not under his profile as he had wanted a family profile,Product Feedback
Customer's experience     During boarding customer was escorted to AC by ground staff   Customer appeared to be in good mood and was willing to socialize He was surprised with the attention and care he was given He informed me that it was his flight,IO customers
update of SPML ''   Please update mrsLeurs SPML to AVML,Transactions
customer state that He already received email About his miles expiry,Product Feedback
"Customer need to be change from WCHR to WCHS   customer is unavailable to climb stairs   As high lifter was not booked it advanced, it took long to come to aircraft (30 min after landing)   customers were worried about their connecting flight to CMB, that they would not make it",Transactions
Mr Winspear requested to be contacted regarding his skywards account phone number is 00447837353864 no email available,Transactions
Please update customers email address for her to receive updates from skywards  email add: maggieneil@hotmailcom,Product Feedback
customer is not happy that He was not able to use the lounge in BHX  claimed that He upgraded and Paid using his miles online the day before  He wanted to be contacted About This,Product Feedback
FEEDBACK ON SPECIAL MEAL: EK SKYWARDS PROFILE Customer requested to remove Special Meal HNML from his Emirates Skywards profile As he claimed that he has been receiving HNML on all his flight as he is unable to remove from his profile,Product Feedback
"Customer wished to buy miles to use for an upgrade for his mother    The system does not reflect on my KIS that he has the correct amount of miles, therefore no upgrade was possible",Transactions
"Mr Aslan did not eat During the flight He only had A drink and nuts  He requested to have chocolates and chips from first class, but He was informed that they were the same as business class and was offered some",IO customers
Atif was enrolled by his mother for the Skysurfer programme but it does not show on the system that he is in the programme  Please follow up with his mother on email address ashma15@livecom   His skysurfers number is Ek 00577644712,Product Feedback
Please change MrMohammed 's skyward tier to the Adults skyward programme   His Skysurfers number is Ek 577095724  It must have been have applied as skysurfers by mistake  His email address is masi702011@hotmailcom  For the follow up please email hi,Product Feedback
"Feedback for IFE to connect with EK membership   Mrs MacLean suggested that the IFE should be somehow connected to her IFE membership  She said that on every flight she has to create her favourite playlist  Instead, she would prefer if it is possible to have the IFE connected to her skywards membership so once checked in she can have it available automatically or at least to be able to log in the IFE system with her membership",Product Feedback
Customer explained to me that he was not happy that his wife is not getting the gold sky wards card,Product Feedback
Customer was escorted to the aircraft by ground staff,IO customers
There was a notification informing customer's email address is incorrect   When asked the customer he asked me to ask his wife because they share the same email address    Mrs Miotti said it is correct and I submitted few minutes later she mentioned,Product Feedback
"Mr Thakkar was escorted to the ac  I introduced myself to him and took him to his seat  J class CSV brief the crew about Mr Thakkar preferences  Once landed in ARN, there was an escort ready for Mr Thakkar  Mr Thakkar had a comfortable flight as per his feedback",IO customers
CUSTOMER WOULD LIKE TO ADD VEGETARIAN MEAL TO HIS PROFILE,Product Feedback
"CUSTOMER UPGRADE WAS INFORMED THERE MIGHT NOT BE ENOUGH CATERING  Customer upgraded himself from 37K to 6K using his Skywards Miles  Customer was informed that there might not be enough catering for him, due to being catered the exact amount",Product Feedback
Mrs Dhooghe used her miles to upgrade Ms Sonja Janssens,Product Feedback
"Email address update   Although an alert comes up on the Kis application that the email address is invalid, Mrs Shah has confirmed that the email address provided is correct",Transactions
"CUSTOMER COMPLAIN:   Customer complained to crew member Bianca Pelser 425884 where she had enrolled prior this flight for skywards membership (577 734 275) however was not able to input skywards number into her booking   She appeared to be anxious when she could not connect to onboard wifi, claimed that she needed hotel address urgently or she will be denied entry into BKK   Connection was lost partly due to region aircraft flew over which has no coverage, and customer was encourage to use the 20MB free when network is available or using airport wifi   Customer was not satisfied and claimed she enrolled for skywards and booked for JC for unlimited wifi however now she could not use it",Transactions
The KIS profile was not showing Mr Hernández was a Platinum member and his miles  Detailers retrieved from the PIL where it was showing that he has 367407 miles,Transactions
Obtained information from KIS about Mrs Floyd 10500 skywards miles will expired on 30 Jun 2018,Product Feedback
Observed Preference   Customer would like to change his preferred drinks from Pineapple Juice to Carrot Juice (unable to update Preference from tablet),Product Feedback
Observed Preference   Customer would like to change his preferred drinks from Pineapple Juice to Carrot Juice (unable to update Preference from tablet),Product Feedback
Customer claimed he could not use his skywards account to log onto the WiFi   When customer tried to log onto the WiFi he gets a message showing skywards not registered  customer checked his skywards app and states he has miles  He asked for a code for the WiFi  Skywards number : EK249038635,Product Feedback
Miles expiring     Customer informed about miles expiring at the end of June 2018,Product Feedback
Miles expiring      Customer was informed about miles expiring at the end of June 2018,Product Feedback
"Kis Upgrade Failure due to Error   Mr Earl travels from ABJ to DXB via ACC   The purser who operated ABJ ACC claimed that UG was not done from the Kis due to wrong price (6,500 for ABJ DXB)   Attempted UG from my Kis but a message with an error popped up   Skywards miles balance : 158,288   Miles charged for JF : 46,800   Remaining miles communicated to him : 111,488",Transactions
Customer wants the miles to this sector to be added to his miles account He said it was not reflecting on his boarding ass as it normally does and therefore thinks that his miles for this sector may nit be updated,Transactions
"customer requested to be upgraded using his miles from JC to FC, the required miles were communicated to customer and He was fine   Upgrade was done through KiS before take off   after take off the Upgrade was not reflecting on the KiS  customers info, customer was still showing to be seated in JC   Upgrade was redone again and This time, it reflected in the KiS tablet   During the flight, it was noticed that the previous Upgrade was showing as miles were detucted and the new One as well and miles were deducted twice",Transactions
"Skywards Miles on Wrong Account   When customer booked her ticket, the agent accidentally entered her brothers details in the Skywards section",Product Feedback
"as per customer note, Mr Hammond did not want to be disturbed During the flight  During boarding When trying to introduce myself customer had A dismissive reaction and waved me away with his hand indicating He cleared did not want to converse",IO customers
Customer informed me during boarding that he would like to upgrade any elderly customer from Y class to J class using his miles  An elderly female customer seated in 45C was upgraded,Product Feedback
customer came to the AC by himself   I escorted him to his suite and welcomed him back   He did not want to eat or drink anything for the flight as He was fasting   informed the team About the same and made sure He had A pleasant flight   I handed him over to the ground staff   He thanked us before leaving the AC,IO customers
Miles Expiring  Mr Hanif seated at 49H was informed of his miles expiring end of the month,Product Feedback
Please forward it to the concern department       As soon as the ac touchdown passenger stood up and was making his way to the first class cabin to disembark  There were multiple Purser notes regarding his inappropriate behaviour of disembarking before first and business class customers and been rude towards the crew,Product Feedback
Mr Rostam claimed that He does not like aircraft food and consumed only the salad and the started which was salmon  customer wanted to consume it after every One is served and as the last person,IO customers
Mr Alansari was traveling with family and they boarded aircraft before JC customers   Mr Alansari and his family were escorted by ground staff   Mr Alansari was not happy that special meal CHML for his children is not cancelled and said that he request,IO customers
"Platinum Member   After take off, Mrs Tumati informed crew that she could not log onto on air WiFi using her skywards password and she is a platinum member",Transactions
"Mr KHOURI ( 03 A )                        Duly received through EK staff in Dubai, Escorted to the suite and assisted by self and the purser operating as a FG 1 His preference of NEWS PAPER Financial times was made available , provided by the station just a glass of Dom Perignon and a bowl of nuts after take off and the man meal was consumed prior to arrival which was a double portion of Caviar and a bowl of nuts Upon did embarking the AC commented about the great presentation of the Salad and the Caviar Thanked all the First Class crew",IO customers
"INTRO: by Purser at door, escorted to Seat  Purser met: immediately  meal satisfaction: checked for breakfast and lunch, but were positive",IO customers
Please note that the customer was not happy that we do not offer kit bags on this flight He claimed that when he travel in FC he always receive a kit bag even on day flight The customer informed me that ' Emirates is cutting costs' and he is not happy,Product Feedback
"BOARDING PASS NAME NOT MATCHING THE NAME ON THE KIS\PIL   Customer seated on 23A was Mr Ryan Taylor, however the name showing ôn the KIS is Mrs Pigeon   Mr Ryan stated",Product Feedback
CUSTOMER UPGRADE MILES NOT REFLECTED   Customer requested to be upgraded   KIS displayed that she had 21066 miles and 19500 miles were required to upgrade,Transactions
No Incidents      Customer disembarked first and handed over to groundstaff,IO customers
WiFi was not available with his skywards membership The customer showed me his Gold tire membership on his Emirates application on his phone However he was not able to enjoy the free unlimited WiFi with his details Please follow up and update his profile accordingly,Product Feedback
Customer boarded the aircraft and was escorted to his seat by CSV Rui An   Customer didn't eat much during the flight   He was busy doing his work   Customer twice went to the business class lounge to have a drink,IO customers
Onboard Upgrades  Customer requested for an onboard upgrade when he arrived at the aircraft Customer said he forgot to quote his skywards membership number when he checked in,Transactions
