description,subcategory
Many customers were complaining About the flow of the service   they claimed that the meal tray was delivered to them quickly but by the time the selection of Indian bread was offered from the bread basket they had finished eating This was especially,JC Prod / Service
"Customers Feedback Regarding the Service Change   Several complaints were received from JC customers They stated that the delivery of meal trays take so much time as well as the bread basket   Despite the crew's effort to deliver the service quickly, customers felt that they were waiting for a long time   When bread basket was done, customers in the first half of the cabin already finished their meal",JC Prod / Service
Service and crew complement on cat 1 flight in YC YC cabin: 304 Service: Cat 1 Crew complements : 7 GR2  CSV YC On TOD Purser had to come to YC to assist in clearing of the cabin in order to pass the checks at 10000 feet for landing,YC Prod / Service
Service and crew complement on cat 1 flight in YC YC cabin: 304 Service: Cat 1 Crew complements : 7 GR2  CSV YC On TOD Purser had to come to YC to assist in clearing of the cabin in order to pass the checks at 10000 feet for landing,YC Prod / Service
"NEWSPAPERS WERE OFFERED BUT WERE DECLINED   As an observation, even if the newspapers were offered to the customers, they usually decline and say that they already got from the lounge   At the end of the flight, the newspapers were mostly unused and would become waste",JC Prod / Service
"No pre departure service   Due to aggressive inadmissible passenger with group security escort, the boarding in main deck delayed for 20 minutes",YC Prod / Service
"I want to express my opinion on the new service We need an extra crew member in order for the service to flow as it should do The purser is unable to assist the crew as much as is really needed and dealing with many seat reset, WI FI connection issues, If the cockpit need to leave the flight deck and a crew member is needed in the cockpit then even more so is this evident The wine basket can not be done on both sides by one crew member When the galley operator assists in the cabin with the linen or the wine basket, the galley is left unassisted which is a safety issue The customers can notice the struggle faced by loosing a crew member and it does not show the professional image that emirates wants to maintain",JC Prod / Service
Teacoffee cancelled due to turbulence    Tea coffee cancelled due to turbulence   Communicated with flight deck who informed us that further turbulence was expected   Customers were getting agitated with trays in front of them,YC Prod / Service
"new service does not work effectively in JC   When galley operator and Purser lay Linen, time slowed down as have to wait for soup delivery  bread gets cold sitting out with All trays set up  not enough space to set up All trays   if half trays prepared, second half pax wait too long for their trays   wine delivery by galley operator   galley operator not in galley to prepare soup or meals and galley frequently unoccupied   safety Issue   When flight deck needs replacing One side is put on hold  economy crew member short of One crew for their main service",JC Prod / Service
Purser was not able to help JC for wine basket for dinner service after take off due to heavy load in FC   FC was full with 8 lax and all having dinner after take off   YC CSV came to help as soon as YC dinner service completed when JC were doing,JC Prod / Service
Lite Bites Before Landing   All J class customers declined to have the Lite Bites service when offered  Customers preferred to maximize their rest   Customers asked for drinks and hot beverages before landing   GR1 Andesiwe s who does this trip often have,JC Prod / Service
"Hot Towels     Unable to do hot towelsbefore landing due to time constraints  Service was busy, took long and was finished just in time to prepare for landing",YC Prod / Service
Customer Feedback  Miss Campos suggested and recommended that we should serve at least one variety of Wine from Argentina on this sector,YC Prod / Service
The 2 services are too much on this sector   We had roughly 30 minutes between the 2 services   No we care was completed in the result of the insufficient time,YC Prod / Service
The 2 services are too much on this sector   We had roughly 30 minutes between the 2 services   No we care was completed in the result of the insufficient time,YC Prod / Service
Savoury biscuits not found           we had to do bars with biscuits before meal carts however biscuits not found in any barrack or cabin storage,YC Prod / Service
customer queried delivery of wine   customer specifically asked why the majority of wine delivery was performed by One person (myself)   flight Load high with All customers awake for lunch service   note: Due to removal of CSV as per current standard,JC Prod / Service
customer queried delivery of wine   customer specifically asked why the majority of wine delivery was performed by One person (myself)   flight Load high with All customers awake for lunch service   note: Due to removal of CSV as per current standard,JC Prod / Service
"Unable to connect the tablet to the MOD , however net gear was on , F&B app kept turning off on the MODs, MOD was freezing and wont take order",JC Prod / Service
"Unable to connect the tablet to the MOD , however net gear was on , F&B app kept turning off on the MODs, MOD was freezing and wont take order",JC Prod / Service
Due to turbulence service of tea coffee temporarily suspended,YC Prod / Service
Due to turbulence the service had to be paused twice,YC Prod / Service
Mr Kashyap claimed that he was not informed that he needed to preorder the VGML when booking the ticket Customer suggested to have VGML on all flights as regular option,YC Prod / Service
No enough magazines in JC,JC Prod / Service
Printer was not able to print special meal stickers and list with Asian vegetarian meal orders,YC Prod / Service
"Challenges without the CSV position   Load 28 customers   Did not have time to say hi to customers during boarding   After take off I spent 20 minutes saying hi to customer, which was interrupted by a call from the flight deck for lavatory break   After resuming my duties, I had to assist the galley operator in washing up some equipment as there was not enough champagne flutes   Galley operator was reorganising the galley as everything was loaded from Dubai and most of the equipment was dirtyused by previous sector   I was not able to assist with the preparation of the drink orders taken by the crew   During linen lay out, wine was spilled on the seat(around 5 minutes were spent cleaning the seat and assisting the customer)   Encountered twice turbulence which delayed the service   Wine basket was interrupted by a flight deck call   During wine delivery I had 12 different drinks to prepare, including cocktails ie mojitos, etc   Wines were not promptly delivered to the customers",JC Prod / Service
"Challenges without the CSV position   Load 28 customers   Did not have time to say hi to customers during boarding   After take off I spent 20 minutes saying hi to customer, which was interrupted by a call from the flight deck for lavatory break   After resuming my duties, I had to assist the galley operator in washing up some equipment as there was not enough champagne flutes   Galley operator was reorganising the galley as everything was loaded from Dubai and most of the equipment was dirtyused by previous sector   I was not able to assist with the preparation of the drink orders taken by the crew   During linen lay out, wine was spilled on the seat(around 5 minutes were spent cleaning the seat and assisting the customer)   Encountered twice turbulence which delayed the service   Wine basket was interrupted by a flight deck call   During wine delivery I had 12 different drinks to prepare, including cocktails ie mojitos, etc   Wines were not promptly delivered to the customers",JC Prod / Service
"Everything was loaded from DXB   In our flight we did not have full equipment available, we had to wash up martini glasses, champagne flutes, etc   Water was not available, magazines, linen, crisps, etc",JC Prod / Service
"Everything was loaded from DXB   In our flight we did not have full equipment available, we had to wash up martini glasses, champagne flutes, etc   Water was not available, magazines, linen, crisps, etc",JC Prod / Service
During the flight we encountered twice moderate turbulence,JC Prod / Service
Linen lay out feedback,JC Prod / Service
Linen lay out feedback,JC Prod / Service
"Subject  Main Course delivery delayed to due to 2 ovens did not the heat the Meals thoroughly in time  Operational checks were conducted before take off all, ovens were operational  After 32 minutes of the heating the Meals were still partially heated  Meals were heated additionally for 15 minutes  Customers in the aft cabin were affected with delayed Main Course delivery  No complaints made",YC Prod / Service
"Due to short Flying time (01:43) and 67 SPML meals in economy , were not able to offer TeaCoffee service in economy Class along with the Service However it was done on request after Tray collections",YC Prod / Service
"Linen lay up     I found it very difficult to lay up the 'A' and 'K' seats and was afraid to fall over the customers seated at the isle seats   After the lay up of linen, my waist coat was white and full of lint on the left front side   I recommend to fold the linen wrong side out and advise the crew to place the linen by opening it up like a book This requires less balancing",JC Prod / Service
PCR637 completed thru Eforms,YC Prod / Service
The service in FC cabin is very detailed and having a crew short (by removing ML2A) delays every step resulting in making the customers wait   Escorting all FC customers to the seat was not possible as at one point all 3 crew were in the cabin and fe,FC Prod / Service
The service in FC cabin is very detailed and having a crew short (by removing ML2A) delays every step resulting in making the customers wait   Escorting all FC customers to the seat was not possible as at one point all 3 crew were in the cabin and fe,FC Prod / Service
"FEEDBACK ON NEW SERVICE   Just to share that after doing for the first time the new service, would like to share the feedback from me and the crew, that it saves more time in delivering, as there is no need to always reach for the drawers to get a wine bottle from the bar   Also clearance time is significantly faster as no bottles taking space on the trays   Also easier to keep track of wine consumption by customers",YC Prod / Service
"FEEDBACK ON NEW SERVICE   Just to share that after doing for the first time the new service, would like to share the feedback from me and the crew, that it saves more time in delivering, as there is no need to always reach for the drawers to get a wine bottle from the bar   Also clearance time is significantly faster as no bottles taking space on the trays   Also easier to keep track of wine consumption by customers",YC Prod / Service
Customer giving product feedback     Customer have asked about the reason why kit bags not available in this sector  Customer asked about the reason why there was no New Zealand wine choice as the flight was taking off from there instead we had Australian choice  Customer is a publisher for Corporate Travelled magazine and travel with us to write experience reports on products served on EK flights,FC Prod / Service
MODS COULDNT BE CONNECTED TO ROUTER  Mods and router reset  No wi fi connection made with both  Kish tablet was connected and gather flight information properly,JC Prod / Service
MODS COULDNT BE CONNECTED TO ROUTER  Mods and router reset  No wi fi connection made with both  Kish tablet was connected and gather flight information properly,JC Prod / Service
"Service Sequence    The service sequence is bar and biscuits with lunch and express breakfast before landing  Few Customers were really hungry and wanted to eat straight away, however we had to finish the bar service before offering the lunch which took some time  The flight time is also six hours and 20 minutes This is a challenge to do three services within such a short period of time  The time constraints makes the express breakfast service very challenging and does not allow for relaxed service flow Crew need to try and finish and do towels before landing",YC Prod / Service
"Service Sequence    The service sequence is bar and biscuits with lunch and express breakfast before landing  Few Customers were really hungry and wanted to eat straight away, however we had to finish the bar service before offering the lunch which took some time  The flight time is also six hours and 20 minutes This is a challenge to do three services within such a short period of time  The time constraints makes the express breakfast service very challenging and does not allow for relaxed service flow Crew need to try and finish and do towels before landing",YC Prod / Service
there are 2 menu options available for economy class however menus are not apart of pre departure duties   during the service only one option was demanded by customers D,YC Prod / Service
"SERVICE COMMENCEMENT DELAYED DUE TO BAD WEATHER           Due to rough air encountered (On n Off), commence mint of service in YC started 55 minutes after take off",YC Prod / Service
"service sequence for This sector was showing lunch as first service and light bites before landing  Once we saw the menus on board it was showing the other way around , and the catering loaded the light bites in the oven as first service as well  no co",JC SSQ Errors
Hot Towels   Hot towels were not done on ground due to short taxi,JC Prod / Service
Hot Towels   Hot towels were not done on ground due to short taxi,JC Prod / Service
Breakfast service was started 2 hrs before top of decent as customers were waking up and getting wanted breakfast,JC Prod / Service
LIGHT BITES SERVICE CANCELLED DUE TO MODERATE TURBULENCE   Due to moderate severe turbulent weather after 1030GMT until into top of descent we could not walk in the cabin   It was deemed too unsafe to walk or work in the galley   1 half cart fell over although it was parked with the brakes but crew did not have time to stow away as priority was to sit and secure   Few loose items in the lounge fell on the floor,JC Prod / Service
The procedure for the AVMLs is when they are above 40 we have to print the special meal report and if it is less than 40 to serve it with the special meals   I had 33 AVMLs and I was trying to find a way to print the AVMLs with my other special meal st,YC Prod / Service
MOD status  there were two services in J class  the second service options were not displayed on the Mod during the second service  the meal choices were not showing on the kis tablet or Mod  the manually entered options on the kis would not sync and display on the Moods  customer requests were promptly delivered to avoid any delays,JC Prod / Service
MOD status  there were two services in J class  the second service options were not displayed on the Mod during the second service  the meal choices were not showing on the kis tablet or Mod  the manually entered options on the kis would not sync and display on the Moods  customer requests were promptly delivered to avoid any delays,JC Prod / Service
During the service an all call was made  As I was in the cabin delivering trays to customers I was unable to receive the call Crew member Marta Ticli (442974) informed me the purser stated it was 20minutes to top of descent and not the serve tea or cof,YC Prod / Service
No pre departures could be completed on ground due to a very short taxi time and push back directly after customers boarded,YC Prod / Service
No pre departures could be completed on ground due to a very short taxi time and push back directly after customers boarded,YC Prod / Service
The chicken roll on the menu from light bites is in fact beef,YC Prod / Service
"Two services    Actual flight time today was 4 hours and 50 minutes   Only 30 minutes in between services   Most of customers opted to have either continental or express breakfast   A few did not have anything   Later for lunch, around 30 starters and 30 main courses were delivered   That means that not everyone dined all the options",JC Prod / Service
"during pre departure service, one champagne glass was served   While taking orders no alcohol was requested by customers    customers were all muslims , some coming back from Umrah and some were religious ( wears Hijab )",FC Prod / Service
"Express Breakfast service suggestion  I suggest to revise the clearance for express breakfast, in my opinion and other colleagues opinion doing clearance with cabin tidy bags and small silver tray would be more efficient than the actual clearance (setti",YC Prod / Service
"CUSTOMER PRAISED AIRLIN AS 'BEST AIRLINE IN THE WORLD' After first crew break had started, customer came to the aft galley and immediately said' you guys are literally the best airline in the world!' He said the food was the best he had ever had on any airline Mr Connelly also said he loved that Emirates serves so much 'free good food', such as the ones from Social Area and also seat comfort was 'amazing'",YC Prod / Service
JC Lounge Over Door shelf not used One of the over door shelf (RHS) was chipped and had a yellow defect sticker on it,JC Prod / Service
Kit bags and menus were delivered to customers after take off due to the short taxi,JC Prod / Service
Kit bags and menus were delivered to customers after take off due to the short taxi,JC Prod / Service
"During the continental breakfast service flight deck informed us that we might be passing through the area of moderate turbulence and advised no hot beverages to be served   at This point we finished delivering the meal trays, and first round of juiceshot beverages was served along with the trays",YC Prod / Service
"After take off , the first service was continental breakfast   Due to turbulence no hot drinks was offered as per captain advise",YC Prod / Service
MENU NOT CORRECT   The menu option was pan fried cod but the actual meal was salmon,JC Prod / Service
"CUSTOMER ASKED WHY WE GIVE KIT BAGS IN ECONOMY AND NOT IN BUSINESS     Ms D'Souza wanted a kit bag, but was informed we were not catered any for JC   She complained that in Economy they got them, but not in Business class   Service Sequence does not mention kit bags for Business class, but does it for Economy",JC Prod / Service
Breakfast Service Before Landing was Affected Due to Continuous Moderate Clear Air Turbulence Which Lasted An Entire Hour Before Landing   The last hour of the flight it was either difficult or impossible to walk or stand in the cabin   There was a delay in delivering trays to the last 7 rows as Cabin crew had to be seated down several times due to the turbulence   Juice and Champagne basket could be offered only until row 20 on both sides   Hot beverage service could not be conducted at all as Cabin crew were unable to walk or stand steady in the cabin   Bread Basket was not offered as there was no time available and priority was given to clearing all trays service items from the cabin for landing   Calls bells and adhoc requests could not be completed at this time,JC Prod / Service
tea and coffee service suspended Due to the heavy turbulence,YC Prod / Service
TOWELS NOT DONE BEFORE LANDING    Towels before landing was not done as crew had to complete bar paper work and secure cabin on time for landing  Breakfast Service was suspended for a few minutes due to turbulence,YC Prod / Service
Service feedback     Mrs Muncaster complained about the service in J\C She questioned why we were serving only light bites when it should be a full meal just like on any other long flights   She was also upset that aircraft was parked in a remote stand,JC Prod / Service
"snack service      As the snack service was the first service, the small sandwich was neither convenient for most customers nor fulfilling them   Therefore, so many customers requested for instant noodles after the service",YC Prod / Service
A bon voyage cake was loaded for Mrs Sairashahzad Quark (6B) requested by Nasir,JC Prod / Service
"Service disruption due to turbulence      Breakfast service before landing was twice stopped due to moderate turbulence   Captain instructed crew to take their seats for their own safety   On first occasion, crew were released after 25 min, on the second occasion after 10 min",YC Prod / Service
"Service disruption due to turbulence      Lunch service was twice stopped due to moderate turbulence   Captain instructed crew to take their seats for own safety   On first occasion, crew were released after 25 min, on the second occasion after 10 min",JC Prod / Service
"Service slightly altered to as flight operated with crew shortage  As the flight was operated with one Gr2 crew member less, there were only 3 total crew members (including purser) to serve the Yclass upper deck cabin  As there were only about 62 customers in the upper deck the Breakfast service was done in the following manner: Step1: Distributed SPML trays Step2: One Meal cart on each side to distribute the trays Step3: Then the same crew members were asked to do the 1 BarBev cart on each side to serve drinks Step4: TeaCoffee by hand on both sides Then tray clearance & Final clearance  Express Snack Service was done with One Large cart in a Horse shoe manner",YC Prod / Service
"Due to customers demand to perform fasting inflight before landing, few customers (25% of customers load) requested to be served after take off   Imsak time was 1:20 after take off, around 3:13 DXB time",JC Prod / Service
We run out of thin tissue paper in the toilets in J class,JC Prod / Service
"Kindly bring back the CSV on a two class configuration Aircraft  Due to the fact of one less senior in J class , I couldn't spend as much time as I wanted with all the customers who complained about the extended delay  Its very challenging to ensure that the service flow doesn't slow down , and at the same time taking care of 3 flight deck crew who at times need to use the WC and one crew needs to stop his cabin service duties when our presence is requested in the flight deck  We really need that CSV in J class plus my assistance in order to have a better managed cabin and all customers can have the time to speak to the Purser when needed  This feedback comes from my experience and from my observation , Its challenging to managed a 5 stars service with the absence of the J class senior  Customers also noticed the lack of a specific senior in J class",JC Prod / Service
"Kindly bring back the CSV on a two class configuration Aircraft  Due to the fact of one less senior in J class , I couldn't spend as much time as I wanted with all the customers who complained about the extended delay  Its very challenging to ensure that the service flow doesn't slow down , and at the same time taking care of 3 flight deck crew who at times need to use the WC and one crew needs to stop his cabin service duties when our presence is requested in the flight deck  We really need that CSV in J class plus my assistance in order to have a better managed cabin and all customers can have the time to speak to the Purser when needed  This feedback comes from my experience and from my observation , Its challenging to managed a 5 stars service with the absence of the J class senior  Customers also noticed the lack of a specific senior in J class",JC Prod / Service
Tea & coffee      The tea and coffee service after the lunch service was suspended due to server turbulence   Captain PA was made for cabin crew to take their seats   When captain released us for service again I called him and checked if possible to serve any hot beverage and he advised me to cancel this service as we're still going through some bad weather and that he will let me know when I can serve any hot liquid,YC Prod / Service
All services in all cabins after take off had to stoppedstartedstopped started due to turbulence Apology PA's made accordingly,YC Prod / Service
", TEA COFFEE SERVICE WAS SUSPENDED DUE TO TURBULENCE The turbulence was very moderate to severe while the service was being conducted in J as well as Y class The crew members found it very difficult to do the service specially the GR2s",YC Prod / Service
Feedback for the product   Mr Fanjul was traveling with his two grand daughters aged 8 and 9  They requested fir child pyjamas and amenities kits b  This was the first time they were traveling with EK,FC Prod / Service
Tea coffee were not completed   Due to time constraints approximately 50% of customers were served tea and coffee,YC Prod / Service
Due to turbulence hot beverage service was suspended during Light Bites,YC Prod / Service
"SERVICE FEEDBACK ON EXPRESS BREAKFAST    Express breakfast commenced one hour prior to descent  A total of 15 customers took foodbeverages (8LHS7RHS) this being due to customers sleeping  Crew stated that some customers were woken by the trolleys entering the cabin due to limbs blocking the aisles, however these customers went back to sleep after moving and did not take Express Breakfast  Crew completed service in approximately 20 25 minutes  Pastries and teacoffee remained available for customers until descent  Crew partially completed one more We Care cycle after service and before descent",YC Prod / Service
"MEAL OPTIONS LOADED IN UNAPPROPRIATE PERCENTAGE     Meal was loaded with 60 percent of beef meal option and 40 percent for the chicken option, however on these sector we had majority of customers from Indian origin who did not eat beef",YC Prod / Service
"Deviation for express breakfast svc      All customers were asleep;  To avoid excess wastage, only one set of tea and coffee was loaded on every cart, crew were instructed not to open juices from both sides unless needed;  As mentioned in SSQ feedback VR, less than 5 percent of cakes and drinks was given out;  From crew information, even the customers that were woken up (ie to move their knees or feet from the aisle to pass with the cart) refused to have cake or drinks;  To not disturb customers further, clearance was conducted with tidy bags;",YC Prod / Service
"Express breakfast svc feedback      Three carts loaded for the service, everyone with 4 drawers with cakes;  At the end of the service, every cart gave out about 10 cakes, 23 cups of coffee, and few cups of juices and water;  From customers feed back, their light sleep that they were trying to have was disturbed by crew with carts in the cabin;",YC Prod / Service
"Express breakfast svc feedback      Three carts loaded for the service, everyone with 4 drawers with cakes;  At the end of the service, every cart gave out about 10 cakes, 23 cups of coffee, and few cups of juices and water;  From customers feed back, their light sleep that they were trying to have was disturbed by crew with carts in the cabin;",YC Prod / Service
All JC MOD did not connected to net gear device,JC Prod / Service
All JC MOD did not connected to net gear device,JC Prod / Service
Mr Hajjar asked for a kit bag He stated that there was no need to send a new aircraft and not offer the full premium service Also that he was surprised that it was a night flight and there was no kit bags offered Mr Hajjar was Quite upset,JC Prod / Service
"Most of the customers wanted drinks that were not on the carts (whiskey, bourbon, vodka, all flavours of juice   Many were unhappy they had to wait for these drinks",YC Prod / Service
Cancellation of hot beverages for the dinner service   Finish giving out the meal trays in economy class less than 15 minutes to top of decent   There was no time to offer tea and coffee to the customers,YC Prod / Service
"Dear team, Just wanted to pass some feedback regarding catering and the loading of bulk linens and napkins in STN As you know the aircraft is the new B777 300 The crew will really struggle for space on a full customer load for all the items catering are loading If possible could you please send out some communication as to where you would like the bulk linens to be loaded for professional service standard the space under the CMT is far to small and the volume of items is to great for the aircraft space in first class regards Claire 380582",FC Prod / Service
"Dear team, Just wanted to pass some feedback regarding catering and the loading of bulk linens and napkins in STN As you know the aircraft is the new B777 300 The crew will really struggle for space on a full customer load for all the items catering are loading If possible could you please send out some communication as to where you would like the bulk linens to be loaded for professional service standard the space under the CMT is far to small and the volume of items is to great for the aircraft space in first class regards Claire 380582",FC Prod / Service
Hot beverages were not served due to time restraint   We received the 20 to top call when crew were still delivering trays in the cabin,YC Prod / Service
"Customer is the manager of the New Zealand Rowing team, around 70 members traveling with us  We made a welcome Pa",Ground to Pur Msgs
"Customer is the manager of the New Zealand Rowing team, around 70 members traveling with us  We made a welcome Pa",Ground to Pur Msgs
After take off all MOD's were unable to sync to the system  In order not to delay the dinner service as customers were hungry manual orders were taken,JC Prod / Service
After take off all MOD's were unable to sync to the system  In order not to delay the dinner service as customers were hungry manual orders were taken,JC Prod / Service
No Tea coffee due time restraining   more then 70 SPML   full flight,YC Prod / Service
"F&B inventory not updated and MODs not connected    The synchronisation was successful and received the flight final in IST   The inventory could not be updated and exceptional handling,did not work as, only the special meal options were available and published   Repeated resets were done ,nil fix   To avoid further delay in meal order taking advised crew to carry out the manual option",JC Prod / Service
"F&B inventory not updated and MODs not connected    The synchronisation was successful and received the flight final in IST   The inventory could not be updated and exceptional handling,did not work as, only the special meal options were available and published   Repeated resets were done ,nil fix   To avoid further delay in meal order taking advised crew to carry out the manual option",JC Prod / Service
"SHOWER SPA A   NOT DRAINING:   After take off, one customer requested to have a shower before going to sleep (Mr Ayare  2A)   When the customer had used the shower, the CSA went to tidy up after him and noticed that the water was not draining in the shower spa   There were only 4 shower requests (when orders were taken after take off)   The water in the shower spa did not go down at all during the flight and spilled out onto the floor during the decent into Dubai   Customers were still able to use the lavatory inside Shower Spa A",FC Prod / Service
"Customer was very disappointed to wait for a glass of red wine during the first round of wines at dinner He requested red wine, however whites wines offered first on left side then right side, followed by red wines (left then right) Customer had finished his appetiser when the first round of wine reached him He was surprised that only 1 crew member (Purser) offers the wine now and not two as seen on previous flights",JC Prod / Service
Hot beverage service not delivered   A full flight with 52 SPML   A lot of customers waited for iftar time   Clearance started 10 minutes to TOD to allow the customers to enjoy the meals,YC Prod / Service
"STD for this flight 1800   90% passengers fasting   Iftar in air as per the location was exactly 35 min to TOD   Passengers had to rush with their meals, service shortfall ( no hot beverages in YC )",JC Prod / Service
Unable to give hot towels on ground Unable to give hot towels after take off,JC Prod / Service
"on the above mentioned flight we had to change one of the ac wheels on ground captain informed me that it will take around 40min so we agreed to start boarding on the last 20 min from the start of the process customers boarded but ground engineer stated that he wants extra 15min, and we ended up waiting for an hour and fifty minutes",FC Prod / Service
"Service on ground     After boarding, captain was expecting about 20 minutes delay due to technical issue  Iftar time was immediately after boarding was complete, and was announced",YC Prod / Service
"Hot Towels  Due to time constraint on this full flight, hot towels prior to landing was not done",JC Prod / Service
"Hot Towels  Due to time constraint on this full flight, hot towels prior to landing was not done",JC Prod / Service
"Service timings with 3GR1sPUR complement       Please find below the service timings 00:00 Drinks order and delivery 00:35 Table lay up with linen and starters delivery 01:05 Main courses delivery 01:35 Trays clearance and CDFHBL offering 02:00 Clearance 02:30 Final clearance and Hot Towels   Service was smooth as not many calls from YC for seat resets were received, nor flight deck needed to leave the cockpit or asked for any meal No medical case occurred during the service so without disruption it took around 2hrs30mins Some customers shared that the service took a long time though   In my team I had a CSV and FG1 which was a great advantage The customer profile was not demanding in terms of drinkscocktails requests, which usually slow down the service",JC Prod / Service
"Service timings with 3GR1sPUR complement       Please find below the service timings 00:00 Drinks order and delivery 00:35 Table lay up with linen and starters delivery 01:05 Main courses delivery 01:35 Trays clearance and CDFHBL offering 02:00 Clearance 02:30 Final clearance and Hot Towels   Service was smooth as not many calls from YC for seat resets were received, nor flight deck needed to leave the cockpit or asked for any meal No medical case occurred during the service so without disruption it took around 2hrs30mins Some customers shared that the service took a long time though   In my team I had a CSV and FG1 which was a great advantage The customer profile was not demanding in terms of drinkscocktails requests, which usually slow down the service",JC Prod / Service
"Feedback on new wine bottles     Towards the end of the flight, Mr Martin informed crew Kornelia that he dislikes the new big wine bottles and the way the wine is served   Customer informed Kornelia that the new wine bottles look, quote, 'cheap' and that he preferred to be served the small individual wine bottle",YC Prod / Service
"Service deviation     During menu distribution, Crew found that majority of customers were fasting  Full load in Economy class  Ifter time was estimated around 1h30m after take off  With all these facts, Dinner service was delayed for 20min, and drinks and meals were distributed to all the customers including fasting customers, in order for everyone to be able to break their fast on time at Ifter without any delay",YC Prod / Service
"FLEXI dining trial       on the way back, crew informed the customers About the FLEXI dining however it was observed that All of the customers requested to have A dinner straight away and there were lite bites through out the flight and we served break",JC Prod / Service
MOD did not SYNC,JC Prod / Service
MOD did not SYNC,JC Prod / Service
"We were about to submit PCR 630 through e form, but that PCR was not listed",YC Prod / Service
This kis report to suggest using interactive air show to inform customers about Iftar time during Ramadan since it shows prayer times including Magrube prayer which is Iftar time That interactive air show when it is available can be very helpful to both crew and customers,YC Prod / Service
"No linen  During the lunch service, customer declined the linen in order to set up his tray table  He requested the crew to just place his dessert order on the side table along with the cutleries",YC Prod / Service
