description,subcategory
"Customer was upset when he boarded the Aircraft as he said that he has paid for the seats with extra leg room for himself and his wife   Customer showed me the email he got with the seats 24A, 24B booked and he said that when he came to check in the counter staff gave him different seats   Ground staff was asked if she had any information about the issue, she asked and came back asked the customer if he had made any changes to his reservation as he was offloaded by Emirates staff in Dubai , customer claimed that he didn't do any changes and that the confirmation email that he has is from today morning", Outstation
UM Feedback   Both children ate the main meal, Outstation
WCHS instead of WCHR  The customer claimed when the CSV approached her before landing that she cannot ascenddescend steps as the aircraft was parked at a remote stand after landing into DXB  The customer said if there will be steps she will have to stay on board the aircraft  The customer used the high lifter to descend the aircraft  Please change the customer profile to WCHS, Dubai
"BLACK BAG    Crew member Harzall Kakei 441768 found a black cabin and back bag , Botswana Oil brand  It was left over in overhead locker 75 ABC", Dubai
"Suggestion    Majority customers doesn't speak English or speak a little, so boarding by the zones doesn't work well  Customers after they board the plane they start looking for the zone Instead of seat numbers  Boarding with numbers would make a huge difference in speed and efficiency of boarding", Outstation
"The delay of disembarkation at C27 stand   Due to aircraft power failure and incorrect positioning of stairs to aircraft, the disembarkation process delayed for 14 minutes   A few customers in first class expressed their concern", Dubai
Ums taken care of by Anuzin rosic staff 443677  They had Pepsi seven up and mango juice  All the Um declined to have dinner  They had their own snacks  They had express breakfast, Outstation
A pair of spectacles was found at 21G on the seat by cabin crew Xiao Fan 447840   The lost and Found form number is (255328)   The lost and Found sellable bag was not available, Outstation
Pair of Eyeglasses Found in 5E Seat   A pair of eyeglasses in its case was found in the seat of 5E, Dubai
"During security search, a child winter jacket, tan in colour was found in suite 2A", Outstation
Found items by crew during search  crew member 447190 found a mobile (Motorola  white colour with a charger ) in Hatrack 21D  cabin supervisor yc conducted hot principle and item deemed safe   items brought to L1 door, Dubai
Um out of Dubai  crew advised about um in briefing and cabin supervisor 379005 took responsibility for looking after him  docs handed over to me by ground staff 444406 with um  seated next to Female customer 38 b  Mrs unnisa  in flight Had chicken biryani with juice, Dubai
"Travelling as UM  She the sandwich, water and kit kat", Outstation
"Information about the UM on this flight:  Staff handing over UM to cabin crew: Phinmiha, staff number 0678  Crew accepting UM and checking documents: Roxanne Budhai, staff number 270314  Crew allocated to take care of UM: Irene Swai, s382968  UM did not want to have his CHML and did not want any drinks either He had his own large bottle of water  Two seats next to the UM were vacant  Name of staff UM was handed over to in DXB: Chandenee, s452903  Staff assisting the UM in DXB, were informed that the UM did not have anything to eat on board  Staff stated that they would get the UM a meal voucher so that he can eat something at the airport", Outstation
Passport found at 21G, Dubai
customer information were not given until she was About to board and An on board wheelchair was requested although she was marked as WCHR on my KiS  ground staff said that its her sixth time flying with Emirates and she has All the relevant paperwork checked  they were asked to confirm with customer that she is able to sit upright for take off and landing before boarding  ground staff carried the customer to her Seat although the on board wheelchair was available they also confirmed that for disembarkation she will use the on board wheelchair  after landing the crew were not able to assist the customer to sit on the on board wheelchair Due to her physical disability, Outstation
"IPHONE FOUND N GROUND IN DXB Afetr disembarkation crew Kateryna, staff 455839 found an Iphone in the hatrack above seats 17D Lost and Found form 265186", Dubai
"During boarding, customer boarded the aircraft at the last minute   there was no information on the KiS tablet regarding customer using on board wheelchair   ground staff informed us customer has All her document and she came at the last minute   Gro", Outstation
On top of decent customer complained that while she was brushing her hair in front of her seat one earring felt and she can't find it, Outstation
Mrs Oliver informed me during boarding that the ground staff are very rude at Entebbe airport  Customer claimed that she was having a meal at the airport 1 hour 20 mins before the flight when one of the staff came to her and started pushing her and her, Outstation
Mr Nishad lost his telephone at the Terminal 3 security screening area Contact details ranjeet463@gmailcom Mob 0582225262, Dubai
"Customer was every unhappy with the check   in staff in Hong Kong  She claimed she had extra luggage and was willing to pay but the check   in staff said I don't care, go and sort your luggage This was before the customer could explain to the staff that she was going to pay for all her excess baggage", Outstation
"Musyoka did not eat or drink, he slept throughout the flight", Outstation
The IBDN message has been received that one (1) of two (2) Mstr Jia's bags was delayed;, Dubai
MS SACHOT was travelling as a YP  She was brought to AC by CDG ground handling MS KHADIDJA 323210  She was taken care on board by crew MS SONIA  444529  She had chicken for Lunch and a cheese sandwich for the second service she was handed over to DXB ground staff LOVENA 428459, Outstation
"UM passenger on our BCN DXB sector BCN ground staff accompanying UM to the aircraft: Lissette Gutierrez Ortiz (Staff 370312) DXB EK ground staff accompanying UM out the aircraft: Kyna (Staff 446894) Miss Garcia Moya was seated next to a lady I personally checked on her several times during the flight, ensuring the customer was comfortable, was served her meals and soft drinks as per standards She had the Chicken choice for dinner and pineapple juice", Outstation
FLIGHT DELAYED BY 50 MINUTES DUE TO BAGGAGE OFFLOADING PROCESS EK ground staff at BCN informed me that there was an issue with baggage offloading There had been a mistake when offloading a wrong luggage and left inside the cargo a baggage that needed to be offloaded instead The process took 50 minutes after our STD All duties by Cabin Crew were completed as per standards and timely All customers were on board 10 minutes before STD, Outstation
WHITE SINGLET TOP FOUND   White ladies singlet with scalloped edges found in a Dubai Duty Free bag, Outstation
"UM INFORMATION   Aaryan was brought to the aircraft by ground staff Dulanga, sn: 444166 where I signed for his documents and took him to his seat   There was no one sitting next to him throughout the flight   He drank 2 glasses of apple juice and the chocolate milk from the child meal tray   He ate the child meal main course and the dessert and the mutton curry only of the Gosht Shahi Korma from the passenger menu   He was met at the aircraft by ground staff Poonam, sn: 1114937 upon arrival into Delhi", Dubai
Aircraft was parked in remote stand C25 upon arrival   ML1 door was used to disembark FC and JC customers from the UD and all other YC customers were redirected to ML2 and ML5 for disembarkation (as per remote stand disembarking procedure)   YC cust, Dubai
"After lunch service the customer stated that she left her sunglasses in the toilet, but when she returned there, they were missing   Contact details: 00971505072549; suziemaatouk@gmailcom   Item description: Black Dior Sunglasses", Outstation
Subject  UM Report  Mstr Ilias was received at the door by PUR Paul 035313  CSV Miles 384022 escorted child to his seat made him comfortable  No passengers were seated in the next 2 seats  Child refused the GFML ordered for him and chose to eat the snack that was brought with him  Child was handover with his documents to ground staff in HAM, Dubai
D&G sunglasses found at 23K, Outstation
"Boarding   At 13:50 local time during pre flight safety and security searches, dispatcher approached me and asked me if I was good for auto boarding, at this time there were 10min left before auto boarding commence and crew had started their check 5min before   I informed the dispatcher that we should be ok for auto boarding but must double check with me before giving boarding clearance   Pre flight security searches were unable to be completed on time due to JC galley operator being unable to check 2 meal carts that were stuck   Dispatcher decided to start boarding before checking with me if it was OK to start with boarding   All customer were left on the bridge and soon, started to complain about the heat   Customer were on the bridges for approximately 15min", Dubai
"During the post landing security checks, a Dubai Duty Free Bag was found into hatrack 39G  The Duty Free Bag contained two packs of beauty facial creams, serums and eye contour cream from L'Oreal", Outstation
Passenger was escorted to the aircraft by ground staff Binsy 442467   He was looked after by cabin crew Lilian 413866   Had fish coke cola and water   He was escorted out of the aircraft by ground staff Eva Lobe 288781, Dubai
Bag delayed notification appeared in the main system informing that one of the two bags and belonging to Mrs Sengupta woud have been delivered with EK 0043 arriving in FRA at 08:38 on the 160618, Outstation
"A beige scarf was found by crew in stowage above seat 23G, during safety and security search", Dubai
Handed over to us from YYZ by staff member Nainu 54617649 Handed him over in DXB to staff Antonique 428894, Dubai
"PASSENGER OFFLOADED HIMSELF THEN RE ACCEPTED       During boarding, Mr Silva informed the cabin crew he had forgotten his Lenovo laptop at the Security Checkpoint   Since the item could not be locatedretrieved, customer decided to offload himself, as he needed it to work on in LIS", Dubai
UM flight experience Mr Philip was welcomed to the aircraft by our purser jihad and was escorted to his seat by our crew member Elina Zholudyva 442133 who was assigned to look after him through out the flight, Outstation
Mr De Pooter had Paid for CBBG  He boarded the aircraft and had put the cabin handluggage trolley on the Seat next to him  crew clarified During boarding as no such information was found on the KiS tabetPIL, Dubai
Customer receipt email  Customer informed crew during boarding that although she had payed for her overweight luggage at the airport they had not e mailed them back to send her receipt, Outstation
UM flight experience Miss Layla was welcomed to the aircraft by our purser jihad and was escorted to his seat by our crew member Elina Zholudyva 442133 who was assigned to look after him through out the flight, Outstation
After boarding Mr Sandha complained for not being able to get a wheelchair for him and his wife in BHX airport Mr Sanha and his wife cannot walk long distance and need a wheelchair, Outstation
"Lost and found item     An iPhone 8 was found at the seat pocket at 36D by the cleaners  The paperwork number 262508 was completed  The item was placed into the security bag no, LF443574  Item handed over to ground staff at IST", Outstation
UM HANDLING   Customer was handed over by ground staff 437275 Ex DXB   Crew member allocated for customer well being was Nina Pajevic   454109  Consumed main course Chicken and Orange Juice, Dubai
"UNACCOMPANIED MINOR FOLLOW UP  Mr David's was brought in by ground staff Reyna Aneva staff number 46188  Customer was looked after by Laura Young staff number 453543  Customer did not eat lunch, he had the Chicken Cajun sandwich for the sandwich service", Dubai
CUSTMER LOST HER GOLD ACCESORIES    Myself and the crew were checking by removing the seat and checking around the area    one item was found and the other which has a heart shape is still missing    nothing was found during security search for inbound sector, Outstation
Silber Apple Ipad found in seat 11K, Dubai
Locker Stowage Waybill:  NA to this drop down category:  The Locker Stowage Waybill Item was delivered as per standard at destination  Serial : 62654  Items: (Documentation), Outstation
UNACCOMPANIED MINOR:  UM Related documents were handed over to Purser  Ground Staff name: Ehsan  Senior (CSV) Name: Melover 395351  Crew Name: Felicia 455440  Customer seated next to female  Food & Drinks consumed: Vegetarian Meals Mango Juice  Handed over on arrival destination: Virginia 441682, Outstation
Flight delay STD: 12h05 ATD: 13h08 63 mins delay due to the late inbound arrival of the aircraft, Outstation
2 UM on this flight, Dubai
BAGPACK LEFT BEHIND   Crew Christian  434888 found a bagpack at 17AFter all customers disembarked, Dubai
"He was escorted on aircraft by 820194 Abbels   He was sitting next to another UM   His meals are lunch: chicken with mango juice, light bites: pizza with tea, and breakfast: scrambled eggs with orange juice", Outstation
she was listed as WCHS on KiS but she was WCHC   crew only found out that she was WCHC who travelled alone after she boarded aircraft, Outstation
"Many customers were very upset when disembarking due to our delay   In JFK we were early ready to depart, but did not do so for whatever reason   Then landing into DXB with a slight delay, customers were concerned about their connecting flights   In DXB our stand was not available so we had to wait for roughly another 10 minutes to give our customers the chance to disembark and run for their various connecting flights, which they probably did not make due to our delays in JFK and at DXB gate   Also premium cabin customers had to disembark through main deck which delayed once again our customers in economy class", Dubai
"He was escorted on aircraft by 3446 Jean R   He was sitting between 2 UMs   His meals are lunch: chicken with mango juice, light bites: pizza with coke, and breakfast: frittata with orange juice", Outstation
"He was escorted on aircraft by 3446 Jean R   He was sitting next to another UM (his brother)   His meals are lunch: chicken with mango juice, light bites: pizza with coke, and breakfast: scrambled eggs with mango juice", Outstation
CUSTOMER WAS DOWNGRADED BUT WAS HOLDING A JC BOARDING PASS   During boarding customer presented her JC boarding card at the door which showed she was sitting in JC cabin  According to the PIL customer was not indicated as a JC customer and was neither reflecting on the YC PIL since she wasn't listed there  On enquiring from her what her original seat was she only presented her JC boarding pass which indicated she was meant to be sitting on seat 8J  Since door was opened we enquired from the ground staff by checking what her original seat was as per her passport details and they informed us she was downgraded to YC since she her two children were traveling in YC alone  Customer was insisting on remaining in her seat in JC however we instructed her to go to YC since she was allocated a seat next to her 2 young children who were seating alone, Dubai
Customer claims to have left Airpod Case and Black Nokia Mobile Phone in the JC Lounge   customer informed purser upon boarding the aircraft in the remote terminal, Outstation
"Customer was escorted on board by agent 804552, Pamela  He was taken to his seat and briefed  He was observed eating his lunch and snacksdrinks in between  Customer was handed over to agent 433983,Alina", Outstation
He was accompanied by crew member Anna to his seat  He didn't eat any aircraft food during the flight  He ate his own food during the flight  Mrs May Chuah was seated next to him  He watched IFE whole flight, Dubai
"Cabin Cleanliness   While conducting security checks, cabin supervisor Lixia Yi claimed that most of the seat pockets were not cleared properly", Outstation
Flight Delay STD: 10:15 ATD: 10:38 23 minutes delay out of DAC due to late arrival of AC from DXB, Outstation
Two UM at 29A and 29C  Ground staff escorted two UM during boarding There were no customers sitting next to them They had lunch on board, Outstation
UM HANDLING  Master Milo was boarded by ground staff  was escorted to the seat 38A by the Purser  KIS tablet does not indicate the entire seat map due to a synchronising error, Outstation
Flight delay: Flight was delayed for 5 minutes due to late arrival of AC, Outstation
"After boarding the AC to depart to DXB ,cleaner supervisor did hand me a BOSE headset found on seat 18 F", Outstation
"Lost and Found Items   YJ items left behind by customers and found by crew during post landing search were handed over to DEL ground staff 01 blue child backpack was found in 8 FG hatrack Items found inside the bag were perfume bottle (2), polaroid c", Outstation
I would like to commend the ground staff in KWI for the way they managed to assign customer's seats on this flight  Most of our customers were large families with several children yet the ground staff managed to sit almost all of them together which made, Outstation
During boarding customer stated he forgot his scuba diving fins at JC lounge area   Fins were in long black bag with C2 written on it   Left beside front desk in front of C20 gate JC lounge entrance   Dispatcher Dominic informed me that the fins were not found, Dubai
"FC Cleaning was not up to standard     The FC team, Kamolika Rajat Ghosh, s391249 and Khushboo Sharma, s396269, informed me that the cleaning in FC cabin and the galley was not up to standard   The galley top was not cleaned; the suites still had rubbish from the inbound sector, the seats were not prepared properly, eg seat belts not crossed etc", Outstation
Boarding complain   Customer was complaining about boarding   He said only one person was present there and it was chaotic and unorganized, Dubai
"Item Found     During security search, a grey scarf was found inside the hat rack above 48GF", Outstation
UM YP   Handed by ground staff May Anne 444406   seated at 38A was moved to 49K to have a free seat beside him   For breakfast he had cheese Omellette and tea   For lunch he had Chicken curry and Orange juice drink   For snacks he ate pizza and tea for his drink, Outstation
"IBDN MESSAGE INFLIGHT  There was Inflight delay baggage message for 9 customers  Few customers were unhappy as they stated that they were early to the airport to drop the bags  Few customers asked for compensation for basic stuff for one day, as their personal items were in the bags, they were referred to ground staff on arrival", Dubai
"Pax Bag left behind at the business class lounge       Pax left her small trolley bag Beiagh colour at the sleeping area at JC lounge DXB airport  contents cigarette packs , medical documents   pax is travelling to sisili Pax contact details aliceanne", Dubai
"IBDN message received that 01 o2 bags was missing for Miss Sivestri, World tracer  DPSEK139612   Upon advising Miss Silvestri and handing he the IBDN form, she was very angry and started shouting at me, stating that it was unacceptable and she does n", Outstation
"BABY STROLLER   Customer boarded from ML2 station She was insisting with crew member Maria (crew who was doing the boarding at the time  staff 441611) to bring the stroller on board   She was told by Maria, that she couldn't bring her stroller on board Customer stated crying and couldn't understand why it wasn't allowed to bring the stroller on board   Customer was told by me that the stroller had already a baggage tag number and that we would contact the SFO station to have her stroller ready at the door, because she is travelling alone with her child, (there was no space at all to store the stroller on board)   Customer complied with the request", Dubai
IBDN message received 01 of 01 missing bags World tracer  DPSEK13960   Mr Chaudhri was very understanding and he advised me that he was expecting it as he had a very short connection, Outstation
Customer was traveling with family of 6 6 baggage was delayed Message was sent to the CMT, Outstation
Delayed Baggage Massage received during flight regarding customers bag not beig loaded on the same flight and would arrive on the flight EK093 DXB BLQ on 16th june 2018 Customer informed that he does not have the final destination address as it was a remote place where customer was travelling further to, Dubai
Ex LHE flight was delayed twenty minutes due to late inbound of ac, Outstation
"1Miss Altehow was escorted to the AC by DXB Airport Special Services staff member 2I personally welcomed the customer on board, introduced myself as the flight purser and offered my full support and assistance aswhen required 3The customer was escorted to her respective seat by a premium cabin crew member 4The JC premium cabin crew members looked after the customer throughout the flight 5The customer enjoyed omelette for her breakfast and then later on light bites and lunch 6She was very happy with her on board experience", Dubai
"DELAYED BAGGAGE   During the flight, we received a notification that One of Mr Gala's bag was delayed", Dubai
"Customer was expected to disembark with assistance mentally disturbed according to ground staff info     Before disembarking, ground staff approached me claiming that Mr Frogley would need assistance for disembarking   Customer disembarked on his own, while disembarking first class customers   No information regarding assistance for disembarking was found under his profile", Outstation
A duty free bag had a pack of cigarettes and a wrapped gift box was left in hat rack 42 ABC, Outstation
UM was brought by Sartta 445086  UM had his CHML and apple juice with few glasses of water  A lady was seating next to him  He was handed over to Americo 32785 in CDG, Dubai
Flight delay STD: O8h15 ATD: 08h40 25 mis delay due to PAX offload by ground staff ATA to stand in Dubai: 09h22 new ATD: 10h00 38 mind delay due to return to stand and offload of unruly passenger, Dubai
Please note that the customer lost his mobile in his seat during the flight We were not able to locate it until landing, Dubai
"Flight delay  STD: 08h15 Flight was delayed by 25 mins due to PAX offload by ground staff, and 38 mins due to return to stand and offload unruly PAX", Dubai
UM UM was accompanied to the aircraft by ground staff Sarita 425086 Um was received by crew member Sonia 437842, Dubai
Poor service delivered by ground services staffs in WAW for our group of 5 WCHCWCHR travelling with us (including Mr Ma) They were travelling to attend the Paralympic international dance competition On arrival they disembarked last with our assistance At the door ground staff asked us to make them wait as they were confused if they should bring their own wheel chairs from the cargo to the door In the mean time I was informed that they were getting the wheel chairs bringing it to the door After about 15 minutes I was informed that they unloaded the wrong container and the passengers wheel chairs had already reached the baggage hall It took 10 more minutes to get 5 airport wheel chairs to assist the customers 4 ground staffs allocated to assist 5 disabled customers Not really effective and looked unprofessional, Outstation
"after boarding was completed and the door still open, customer mentioned that his daughter left her trolley bag in A lounge close to the boarding gate   During This time there was A EKAS staff member on board, checking for another customer   I brought This to the attention of the EKAS staff member, however He mentioned to customer that it was to late as we were About to close doors, which was the case   the flight was however delayed at the gate with the door close   the item is A : Black trolley bag, containing fruits (mangos) and PILLOWS", Dubai
Darius was escorted to his Seat by One of our crew member and Seat features were introduced, Dubai
Please note that no In flight Delayed Baggage notification message was received on KIS nor ACAS message   Ground staff in GRU stated that they have received 12 In flight Delayed Baggage notification, Outstation
"After take off customer stated that she experienced poor customer service at the check in counter in HKG   She stated that she had to pay for her overweight baggage, however she claimed that money was not issue but rather staff being racist , since th", Outstation
Power bank         A black samsung power bank was found at seat 46E by the cleaners, Outstation
UM Experience   Mathew was looked after during the flight   He had continental breakfast and watched IFE afterwards   Had dinner and drinks, Dubai
customer stated they have Paid for their seats but were Assigned separate Seat from the husband, Dubai
IBDN   Delayed baggage form issued to customer   1 of 4 bags delayed   World Tracer reference: MADEK18492, Dubai
IBDN   Delayed baggage form issued to customer   1 of 1 bags delayed   World Tracer reference: MADEK18493, Dubai
"CUSTOMER WAS UPSET ABOUT HAND CARRY LUGGAGE ISSUE AND NO CONSISTENCY FROM OTHER STATION    Customer boarded very upset She mentioned it was not professional how the ground staff was dealing with the customers during boarding from Dubai   She mentioned that airport staff were rude on how they speak to the customers regarding the hand carry   She mentioned that it too much on how much they are being charged for excess hand carry weight   She mentioned that she came from a connecting flight and there was no issue regarding the hand carry weight and now from Dubai Airport they are being strict with the hand carry   She mentioned that there was no consistency regarding this issue And that should the company would like to strictly implement hand carry limit, it should be done on all stations, so that people on connecting flight will not be hassled", Dubai
Paid for seat but wants to be sat closer to his wife who was assigned a seat at row 52, Dubai
"DETAILS OF HIS TRIP     He had continental breakfast plus two cans of coke   For the Lunch service, he had the spare CHML and bitter lemon   Crew members Julie (444888) and Ana (417692) stated that Romal stood up just as we had taken off from the ground and Ana noticed after release for service that he had not put on the seatbelt at all   As we were preparing for the Lunch service Romal approached the aft galley and asked crew member Yasmine (446741) as he was standing next to the ML4 that if he wants to open it, he will just lift the handle up   At the time, we were also preparing the bar cart and Romal tried to hold the whiskey as if asking if he can have it", Dubai
After landing cabin crew Andreea (S449681) found a grey IPad with a white cover  Seat  55C  Item handed over to ground staff Taric S597070 in CMN along with required documents, Outstation
"PAX Left Behind     This is to advise that Ground Dispatcher at PEK advised me, Captain that all PAX on board and asked to close doors   Permission obtained from CAPT and all doors closed   GHA knocked on ML1 door to reopen and permission was granted from CAPT Only to see that there was one more PAX still to board", Outstation
Received by myself from staff 72381  White kindle with black case, Dubai
CUSTOMER USED 11700 OF HIS EMIRATES SKYWARDS TO UPGRADE FROM YCLASS TO JCLASS, Outstation
SEAT BECAME VACANT AFTER ORIGINAL CUSTOMER GOT OFFLOADED, Outstation
Wheel chair status request change   Requires on board wheel chair; please change status   Able to walk with assistance, Outstation
I Phone X found in seat pocket 41D by crew on ground, Outstation
"MISSING TABLET    During boarding, Mr Balondi stated he left his small, blue LENOVO tablet in the charging station in Terminal 3 CONTACT DETAILS: Mobile: 267 76212958 Email: Wablondi@gmailcom", Dubai
INAD   02 INAD customers in YC 32D and 34G   INADs was escorted by ground staff Arlene (386415) with their documents (passport) placed on a brown envelope   Both customers was looked after all throughout the flight   Upon arrival in LOS INAD customers was handed over to ground staff Adesola (556824) with their documents and passport was checked by ground staff, Dubai
"Item Found After Disembarkation   Handed over to Ground Staff       A crew member, Yousra sn 435714, found a pearl necklace on seat 9A after all customers have disembarked   There was only lost & found paperwork but without the seal bag", Outstation
Delayed baggage notification received:  World Tracer number PEKEK11270  Number of bags delayed 01  Bag arriving on : EK30822:08150618, Dubai
Delayed baggage notification:  World tracer number :PEKEK11271  Number of bags: 01  Bags on flight EK30822:08150618, Dubai
several customers in both YC and JC cabin commented on boarding that they were not happy that the aircraft was parked at remote stand and that they had to travel by bus from the terminal, Dubai
UM boarded the flight escorted by the ground staff Harleen 14427   UM was seated next to a female passenger 19B miss Jimenezsomosa   Crew member Alejandro 453966 took care of the UM   Upon arrival into DXB UM left the aircraft escorted by the ground, Dubai
"Mr And Mrs Glossop were upgraded from Sydney to BKK, however their boarding passes were showing business class all the way to DXB  Ground staff in BKK tried to explain the mistake to the customers, and asked them to return to economy, however customers refused to move as they said that the mistake is ours not theirs", Outstation
"Handed over UM: Joyce 439778 accepted UM in YYZ: Murtaza 575504 Ali ate all 3 meals lunch, lite bites and breakfast Crew member assigned to Ali: 453766 Kay Chin", Dubai
Ex Dubai flight was delayed thirty five minutes due to cargo loading and ATC, Dubai
re   One Delayed Message Received   Customer not upset at all Actually quite impressed with the delayed baggage service, Dubai
YP handed over to pur by DXB ground staff, Outstation
UM handed over to pure by DXB ground staff, Outstation
UM handed over to pur by DXB ground staff, Outstation
UM Joseph was looked after the entire trip  crew Rebecca was Assigned to check on them throughout the flight, Dubai
UM Doudou was looked after the entire trip  crew member Rebecca was Assigned to them throughout, Dubai
