description,subcategory
Subject  Mr Almahri took off with no seat belt around his infant  Customer was advised 3 times by CCM Tanita 450129 to have the infant secured with a seat belt  Infant was crying and moving throwing away the seat belt which made it difficult for the father to secure him  Mr Almahri later decided that he was not going to use the seat belt and advised was ready to sign anywhere that it was his responsibility  Customer as well refused CSV Miles 384022 another seat with a IFE screen in front to distract the child as an option,Passenger Behaviour
"Advised ex WAW we had an INAD on board Information not on KIS Captain and crew informed DXB parking gate changed to remote stand, C37 Requested Captain to call ground to remind them of INAD He did so once in the air and once again on ground Opened L2 and advised ground staff we had an INAD Was informed someone would come for him When all other pax on busses and departed no one had come for INAD Dispatcher came on and signed for him and his passportpaperwork INAD followed dispatcher down steps Crew disembarked No immediate transport for INAD Ground agents radioed around and found a bus to take INAD to next flight CrewFlight Deck waited for transport to come for INAD even though off the aircraft Observed INAD being escorted onto a separate bus with dispatcher and documents",Communication
"DELAYING OF ALCOHOL   On this sector passenger consumed four Heinekens within the first 15 hours of the flight   Passenger exhibited signs including blood shot eyes, slurred speech, inability to focus and his breath smelled strongly of alcohol   Decision was made to delay the service of alcohol",Crew Procedures
large IPad at exit Seat   Mr King claimed He never heard that He has to store IPad for take off and landing if Seat is next to emergency exit,Passenger Behaviour
"Customer had been unsatisfied with her seat allocation, insisting to swap into an emergency exit row   Customer's age, physical condition and medical pre condition (she claimed she had a spine surgery and could not seat properly at any other seats) did",Passenger Behaviour
Mounira had just checked her Duty free seals against the numbers written on the paper  During taxing Purser was informed that the Duty free carts had not been checked and the seals were still on,Crew Procedures
bassinet was not given to Mrs Azamiidrissi her infant  infant was observed to walk and sit upright without upport  Within the weight limits but not the heights limits,Passenger Behaviour
Emergency lights test button R5 rushed by mistake from customer    Inflight;   GMT 1626;   All emergency lights came on   Customer was leaning his hand on the switch panel R5,Crew Procedures
Customer was traveling with an infant and had the baby sleeping on the floor  Customer was asked several times by crew to remove the baby  Customer pretended that she didn't understand  Later during the flight crew found customer herself sleeping next,Passenger Behaviour
Smoke detector activated by aerosol spray     Smoke detector was activated in LAV N at R4 station accidentally by cabin crew was using aerosol spray to clean the toilet,Smoke Detectors
Moderate turbulence with no aircraft damage   BC Lounge wine bottles fell   01 cart in Business class fell   15 UD YC customers suffered motion sickness and vomiting   25 MD YC customers suffered motion sickness and vomiting   06 YC seats soiled   03 YC MD lavatories sink blocked from vomit   Many passengers insisted on going to the lavatories even when the seat belt sign was on and crew have told them to be seated,Weather
"On ground in CMB,my cabin supervisor Shabir Shabdeen (L5) and cabin crew Rebecca Corbett (R5),did arm their doors AT PA would all ground staff please leave the AC (I was notified about this fact during flight by the capt)",Crew Procedures
During cabin preparation for take off the passenger was asked to stow her hand bag in the hatrack  the passenger Refused to stow her handbag  cabin crew member requested the passenger again to stow her hand bag and When the passenger Refused to comply with her instructions the cabin crew member asked me to assist,Passenger Behaviour
the customer had to be advised few times to fasten his Seat belt and to wear or secure his shoes   been reminded few times About the safety procedures,Passenger Behaviour
"Hatrack Opened during take off              During take off the hartrack that is directly above Mr Francis opened up during take off and a small Duty Free bag fell on him  Mr Francis stated that there is not pain or injury and that he was not needing any medical assistance  During landing, we slammed on the run way and a guitar fell but from another hatrack that was close by his seat and also hit him in result  Mr Francis stated that he was ok and he does not need any medical assistance or ice",Technical
"Reopening Of ML1 Door   Few minutes after closing ML1 door, I was told by the Cabin Supervisor (Mr Helder Oliveira s392065ML1) in charge in the FWD cabin of economy that they could not close the hat rack above 50G  Unfortunately the customer seated on 50G rearrange his medium size trolley bag inside the hat rack (loaded the bag on it's side standing position) and try to close the hat rack  Given that the edge of the bag is blocking the inner ceiling of the hat rack, we could not close the hat rack properly nor open it to reposition the bag inside",Ground Operations
customer was caught smoking in the toilet  after Cautioned and explained its forbidden customer apologized and stated He will not do it again  it was highlighted to customer that He had tried to Smoke on previous sector,Smoking 
Mr Belhadj requested to put his language at the crew compartment 1MC101 by the crew jumps seat (MC1)   Customer claimed he ''travels every week and always puts his language there ''   Request was declined,Crew Procedures
"Security search Due to 1 VCM on the flight, Elaine was given MR5 position to conduct the security search and to secure the area, however was operating as MR4A in JC",Crew Procedures
customer was observed sitting on the floor with her baby During cruise,Passenger Behaviour
customer came with her child to the aft stair of YC and has her son keeps running up and down the aft stairs During cruise,Passenger Behaviour
customer stood up right before take off roll started  He insisted He wanted to vomit and tried to enter the lavatory at L3,Passenger Behaviour
"Pleases note that upon exiting from the flight deck and closed the flight deck door, I have tripped down the 4 steps in front of the flight deck door   Due to this the Flight crew meal tray fell on the floor in front of the forward stairs   After the",Crew Procedures
Champagne ordered when the seat belt signs on for landing  Customer ordered a glass of champagne while the crew were securing the cabin for landing  Customer replied that he understood and was ok with not being served the champagne,Crew Procedures
"Alkhouli family placed their sleeping baby on the floor  They stated that bassinet was not provided for them  When I asked how heavy the baby is, they said 12kg  Bassinet was denied, and extra pillows were given to customers  To keep consistency, ple",Passenger Behaviour
Duvet Got Stuck under 1F   During security search R1 FG1 crew found that one roll of duvet got stuck under the suite   The suite seat movement was normal,Technical
"Passenger behaviour   non compliance   On approach passengers   3 children stood up in isle, mid cabin around row 33   CSV Vaiva could see this on jump seat",Passenger Behaviour
Non compliance   refusal to turn off and stow mobile phone   Ignored female cabin crew   Passenger in 24C spoke with him very firmly In Arabic   ignored   Had two phones,Passenger Behaviour
MR ALSHANQITI AND WIFE  CHILD SEATBELT NOT USED ON DEDICATED SEAT     please be advised that during cabin secure for take off and landing both parents refused to have their child seated in his dedicated seat and attempted to avoid use of extension seat belt when provided with one after claiming their son would cry and scream if they forced him,Passenger Behaviour
MRS ALHASAN'S INFANT WAS LAYING ON THE FLOOR MANY TIMES DURING THE FLIGHT,Passenger Behaviour
Seatbelts   During moderate turbulence Mr Busam refused to fasten the seatbelt   Mr Busam ignored crew instruction and went to the lounge   In the lounge Mr Busam ignored crew instruction and was standing and eating sandwiches   Mr Busam understood and spoke English,Passenger Behaviour
"securing cabin   During cabin secure before landing Mr Busam 4 times refused to put seat to the up right position and keep ignoring crew instructions   Seatbelt sign was illuminated   All attendant call form captain about shortcut and crew must pass checks soon as possible   Mr Busam was reprinting we still have 30 min to land and was ignoring crew instructions, and was trying to sleep   Crew collected mattress for landing, Mr Busam wasn't happy about that   Contact details: on file as customer is gold skywards member",Passenger Behaviour
Passenger was using in Lav E an electronic cigarette with vapours and set off the smoke detector,Smoking 
"Smoking  Lavatory:   15 minutes before top of descent, crew member Lorena went to check the toilet as per the safety standards and smelled the cigarette smoke inside the toilet",Smoking 
"Customer refusing to put her child on her seat for take off:   While securing the cabin, I politely asked Mrs Antonyxavier to put back her daughter on her allocated seat (38E),because the infant seatbelt cannot be used in this case as it is designated for babies up to 2 years;   I also explained to Mrs Antonyxavier that it is not safe for her to hold the daughter in her arms for take off and landing due to child's age and weight, and it is necessary for Miss Antonyxavier to use her own seatbelt;   Mrs Antony declined and said that she will hold her daughter as Miss Antonyxavier keeps crying",Passenger Behaviour
"Suspect of smoking      During cruise, there was a customer informed crew member that she suspected Mr Kodat was smoking in the lavatory   The customer stated that she entered the lavatory right after Mr Kodat came out, and she found a cigarette butt in the toilet bowl and a strong smell of the smoke",Smoking 
"Uncertified comfort device   During boarding crew noticed that Mrs Srouji child has Uncertified comfort device ( inflatable pillow under the legs)   Mrs Serouji claimed that she knows it is aloud and she wants to keep it   After crew explained the procedure, device was deflated and not used",Passenger Behaviour
"Customer didn't want to secure the baby for landing   During securing the cabin for landing, Miss Frazier had the car seat next to her but on 46J, inhibits her to evacuate in an emergency situation   It was asked to customer to swap seat but she didn't want and put the baby that was on her lap back to the car seat   She was asked to removed the baby and use a extension seat belt but she refused   Eventually purser went to talk with her and she put the car seat to 46K for landing",Passenger Behaviour
"While securing the cabin Miss Eirini refused to secure her hand bag neither under the seat in front nor the hatrack     When cabin crew Ariana informed me the passenger traveling on a subload ticket refuses to comply to the instructions and was rude to her I also reinforced the procedure, reminding the passenger of the safety aspect  Miss Eirini stated Since when is this procedure in place, I've been fly for 4 years?,  Why I can't secure my bag on the seat next to me? And Why other passengers can do it and I can't?",Passenger Behaviour
customer Smoked in the toilet of R4,Smoking
Use of CPAP  Passenger was seen using a CPAP machine while sleeping by G1 Emiliana 435939  No advance information received neither in KIS or PIL  Passenger stated he was not aware of the requirements mentioned on the ACI 14  Passenger stated the requirements made no sense as these machines are only given by doctors to people who requires them and they can not be bought without medical prescription anywhere,Crew Procedures
"Elderly customer by emergency exit:   During boarding, crew reported that an old customer was seated by R3 door   When asked to move, customer was unhappy and said that he paid for that seat",Passenger Behaviour
"Usage of Fly tot inflation device ( Non approved device by GCAA)   Ms Trulejova was observed using fly tot inflatable cushion in front of her son's seat at 74A   CSV Samir387515 went to tell her that it was not approved by Emirates and Aviation authority in the gulf region   She refuse to dismantle it stating she has been using it for two years with Emirates and never once told by anyone   She claimed that she called Emirates call centre before the flight and asked whether she could use this device or not and the lady from call centre told her that it is ok to use, and nice crew will let her use She claimed that she was told by the call centre lady that only idiotic crew will not allowed her to use it on board",Passenger Behaviour
'' Uncertified Equipment''  customer was observed using FLY TOT after take off,Passenger Behaviour
Prior landing customer stood up and requested to use the lavatory  Crew were securing the cabin for landing and requested customer to return to her seat  Sudden turbulence occurred at 15000 feet and passenger fell on the floor,Passenger Behaviour
Customer refused to remove infant from baby bassinet saying is this a fucking joke?,Passenger Behaviour
items on floor  during final secure for takeoff customer had a bag on the floor and also he had removed his shoes   when informed to remove the items from the floor he was argumentative and insisted that he needed the items during the flight thats why he kept them next to him  he had been informed by crew several times but did not do it,Passenger Behaviour
"Customer refused to comply   cabin secure     During cabin secure process , for take off, Ms Fryntova declined to follow cabin crew instruction to stow her personal hand baggage under the seat",Passenger Behaviour
SMOKING IN THE CABIN    Crew Monica saw Mr Pascouau smoking his E cigarette during the cruise phase of the flight Customer had been drinking champagne for most of the duration of the flight,Smoking 
Uncertified continuous positive airway pressure device   Customer briefed crew member that he would like to use his airway pressure device  Crew member explained the safety procedure regarding using the device on board  Customer insisted on the usage when he would go to sleep  Customer claimed he checked with Emirates ground staff on check for the usage of the device,Passenger Behaviour
Ms Mneimneh Refused to stow her handbag and Duty free bag in hatrack for take off When asked by crew   crew called me to deal with situation,Passenger Behaviour
Please be advised that the OME on this aircraft is not updated with any of the last 16 ACIs,Crew Procedures
"E cigarette  crew members noticed customer has an electronic cigarette next to him , while the brewers monitor him, customer was observed having a puff from the e  cigarette",Smoking 
Customer felt sick and wanted to land in the toilet   Five minutes to touch down customer came rushing towards me hands on his mouth like he was about to vomit on me   I quickly opened the toilet while I remained seated to tell him to take a sick bag and go back to seat   As soon as I opened the door he decided to seat on the toilet as it was turbulent   I insisted many times that he goes back to his seat as it was not safe in the toilet   He said don't worry I am safe here   I Kept insisting until he finally went to his seat around 1mins to touch down,Passenger Behaviour
After landing into Addis Ababa and while taxing (seat belt sign was ON) customer stood up and opened his Hatrack to grab his bags   I was doing the Arabic PA so I asked crew Daniel Burkus ( 446347 ) to ask him to sit down immediately   Customer contin,Passenger Behaviour
"throughout the flight customer was repeatedly taking his children at the ML5 area, playing with them next to the CRC which caused disturbance as they were laughing loudly",Passenger Behaviour
"Refusal to stow hand baggage at emergency exit   Ms Maki was asked to stow her and bag which she had placed on the floor in front of the R 4 door by crew She first refund to do so and when crew tried to explain the reason got very angry and asked to crew to stow it away them self and make sure it was returned back to her immediately after take off   Crew stowed the bag away for Ms Maki, and returned it to her after we were released   When CSV Jamie, was walking past Ms Maki securing the cabin for take off I noticed Ms Maki had her pillow on her lap when I tried to explain to Ms Maki that I need stow the pillow away just for take off and landing she got very angry and threw the pillow on the ground I'm picked the pillow and stowed it away for take off, and it was returned to Ms Maki by crew after take off",Passenger Behaviour
Title Not Applicable  Captain informed us that the taxi time was extremely short  Due to the length of the video and the remaining time taxi prior to entering the runway it looked as though we would not have sufficient time to secure the cabin,Communication
"Title Not Applicable  R2 door was pre flight checked as per SOP's  At the conclusion of the taxi to the live runway phase I was called to R2 door and shown that the safety strap was, not outside, but followed the inside seal of the door frame  The strap itself was approximately extended two inches and followed the inside seal of the cabin side of the door frame, thus was not immediately noticeable  To re iterate, the strap was on the cabin side",Ground Operations
Passenger's mobile phone fell on the side of hi seat while he was asleep  Instructed him not to move his chair and moved him to seat 10E,Cabin Management
"Extension seat belt on emergency exit seat    When securing cabin, cabin crew William notice that Mr SAWI requested an extension seatbelt   As he was on an emergency exit seat, we had to swap his seat for take off and landing",Ground Operations
"at top of decent customer dropped phone in between the seats, phone was totally smashed",Cabin Management
"Cigarette smell in Lavatory    While securing cabin for landing, approximately 10000 feet cabin crew reported smell of cigarette in main deck lavatory by ML3 door  The smoke detector was not activated",Smoking 
upon landing in AMS customer stood up from his Seat While the aircraft was still on the runway  customer was observed unlocking the shower spa to use the lavatory,Passenger Behaviour
Mr P bell and family requested for A baby bassinet stating that they were given on A previous flight  the customers said the baby weighs twelve kilograms and did not fit in the bassinet as the baby was too tall,Passenger Behaviour
"Miss Brice was not complying with the crew instruction, as she was informed to return to her Seat with her child as turbulence occurred   the customer used the R5 crew jumpseat for her child, and put her on the floor",Passenger Behaviour
During preparation the Cain for landing Mr Cassidy Refused to stow the screen  customer stated are we landing now it still too early,Passenger Behaviour
Unable to secure seat for landing due to defective foot rest    Foot rest extension unable to retract which blocked the the leg rest at an angle of approximately 30 degrees from the seat plan  No seats available in the cabin,Technical
"REFUSAL TO SIT AND SECURE DURING TURBULENCE WITH SEATBELT SIGN ON  During the flight customer complained about temperature in the cabin  When I was talking to customer the airplane passed through rough air and the seatbelt sign was switched on  When I asked customer to sit and secure herself, she refused, stating that she wants the temperature to be raised  When reprompted, Customer stated that she will complain about me and recused to sit down even when advised by other crew  Customer then asked for my name, and refused to seat down, staring that she wants to see me write it down",Passenger Behaviour
Customer using CPAP     Please be advised that half an hour into the flight crew noticed that Mr Jain plugged in his personal CPAP in one of the in seat power outlets   Crew notified the Purser immediately,Passenger Behaviour
"Non compliance with crew instructions   Customer was repeatedly instructed to remove his bay from the bassinet upon seatbelt sign illumination   Customer would remove the baby in front of the crew who are securing, and out the baby back on the bassinet   He told crew member Alyssa (s448375) that she already told him to remove the baby, and that she doesn't need to repeat herself   Customer followed instructions when seat belt sign came on   After touch down, aircraft still taxiing, customer stood up, and ignored crew member Wannida (s446001) instructions to remain seated",Passenger Behaviour
Mr Rashidi stood up and walked through the cabin during taxi to the runway  After take off Mr Rashidi's companion on 31F Ms Rashidi unfastened her seatbelt and turned around on her seat to pray while the seatbelt sign was still on,Passenger Behaviour
"During the take off oxygen masks at 35 F,G dropped down",Technical
"L1 door 'hissing' sound during climb   Noise stoped at 26,000ft   Noise not present during descent",Unidentified Noise
"Prior to arming all doors, UL2 437765 Mihail Ivanov informed me that oxygen masks above 10EF were inadvertently deployed after customer opened the hatrack",Technical
He asked me on ground if he can go out for a cigarette during transit in RGN  I told him I have to asked the ground staff as we have plenty of time   He was later found to be outside the bridge and we suspect he did have a quick puff  Nobody saw him smoking,Smoking
Mr Michils was smoking at the aerobridge in Dubai during disembarkation  Crew and I told him to extinguish his cigarette but he shouted at us  He was a very angry saying that he doesn't care a,Smoking
"After the aircraft was pushed back from the gate, FG1 Tanja (378026) was securing the cabin She approached Ms Nashaat to clear her Champagne flute   At that same time, the aircraft stopped moving Ms Nashaat informed Tanja that she wanted to keep her",Crew Procedures
did not remove baby from the bassinet      Ms Cho was travelling with baby and her husband Ms Cho did not remove baby from the bassinet During the Seat belt sing was on crew informed Ms Cho couple of times but Ms Cho Refused and stated that anything happened it was my responsible,Passenger Behaviour
"Approximately 15hrs before landing R4 crew member Rebecca O'Driscoll s442971 fell ill with a migraine, vomited twice and was subsequently stood down from duty for the remainder of the flight",Crew Procedures
"Refusal to stow blanket at emergency exit   While securing the cabin, GR2 Rudo Pasipanodya 442970 asked Ms Geens, seated at 37H (emergency exit), to stow the blanket for take off",Passenger Behaviour
"While clearing for service, after Mr Irshad had his meal, he headed to Lavatory ''P'' by L4 and smoked a cigarette   Smoke smell was coming out of the toilet, and strong smoke odour was coming out of the passenger on his seat",Smoke
"Child sleeping on the floor    During first meal service, Mr Perri left one of his children to sleep on the floor (one of the children was infant)  After the service, Mr Perri swapped seats with passengers seated in 54AB and left the child to sleep on the floor once again, with head towards 54A seat  Child was covered with a blanket  Family had a blocked seat (53B) for the infant",Passenger Behaviour
"Infant    Mrs Troudiepkaya was travelling with two children  One of the children was an infant, however was not fitting in the bassinet  After take off and during service preparations infant started running up and down in the aisle, and in the FWD galley area  During first Meal service, infant was still running up and down the aisle, was squeezing between the carts, and he was pushing the crew who were serving  As it was during the service, ovens were hot, and there was a maximum galley and cabin movement from crew  Infant was observed climbing the FWD staircase  Mrs Troudiepkaya claimed that infant usually sleeps really early and she doesn't know why he is so active  Mrs Troudiepkaya appeared upset with cabin crew, and claimed that she didn't know the limitations for the baby bassinet, and was expecting to have one during the flight  Passengers around the area appeared disturbed",Passenger Behaviour
Customer sleeping on the floor              Customer' s wife was sleeping in the floor and was requested to be seated  customer had to be ask twice  He questioned as to why his wife cannot sleep on the floor yet other passenger can slee,Passenger Behaviour
Customer had CPAP device   Mr Emerson had a CPAP device connected to the aircraft socket   Mr Emerson complied to the instructions of the cabin crew when he was asked not to connect the device to the aircraft socket,Crew Procedures
Breaking fast time from Kuwait Dubai is 5 minutes before TOD landing to Dubai   Iftar boxes was distributed straight after take off for our 1hour 20 minutes flight time   Majority of the customers break fasting at the time seat belt comes on and cabin,Crew Procedures
"Noise under L3 door, cargo area when turbulence occurs",Unidentified Noise
Customer was 13 years old and was assigned an emergency exit row seat,Crew Procedures
SOP not adhered to access the crew bus in Dubai   Some of my crew were mis guided by the bus driver to cross the tarmac to reach the bus   The bus driver gave them a hand signal to walk beside the containers (not safe) and underneath the wing to reach the crew bus   The captain claimed he requested the crew to stay by the staircase and wait for the crew bus to do a U turn   The crew claimed they did not hear the captain instruction   Captain debrief the crew in the bus and said he will raise an ASR   Captain took the ID number of the bus driver as the bus driver claimed he could not do a U turn to park at the designated parking space   I debriefed the crew in HQ with the FO present   I was the last one leaving the aircraft with 3 other crew and did not witness the incident,Crew Procedures
English Safety video was played due to short Taxii and after take off facility video was played in both langueges,Communication
"1h before landing smell of smoke identified in lav 5MI   No smoke alarm activation   No evidence found (cigarette bud, ash)",Smoking 
"CHILDREN LEFT STANDING       Mrs Fatima travelling with her husband refused to comply to crew instructions during cabin securing for taking off, during aircraft climbing and when secure g the cabin before lamding; they had been asked, suggested and insisted to secure their two children ( sitting with their seat belt fasten ) several time",Passenger Behaviour
"non compliance   refusal to be seated   When securing the cabin Many children were not seated or had Seat belts on   crew did An excellent and through to cabin secure   explaining to parents, why children needed to be seated and have set belts on   on landing and taxi to the gate, Many children took up in isle or on their seats",Passenger Behaviour
10 mins before TOD crew noticed smoke smell in toilet 1MB Nil activation,Smoking 
Initially passenger's partner refused to stow the tray table back while securing the cabin and she slammed it aggressively when she was asked to secure it for landing  He was standing up carrying his baby who was crying just before touch down ignored an,Passenger Behaviour
Mrs Viljoen was caught smoking in the lavatory by door L3 by cabin crew during cruise   She stated that she flushed the cigarette ashes and cigarette butt down the toilet bowl   Smoke detector did not ctivate however you could smell the smoke 3 rows,Smoking 
"Customer refusal to comply Crew member Hannah Morris 464656 was securing the cabin for descent from 10000 feet till 6000 feet & the customer is locked at the toilet & refusing to comply telling her : I am not coming out every time she reminded him to re join his seat for descent  CSV Mutassem Zein took over & despite several trials customer was getting more & more loud , screaming that he is not coming When informed customer that we will have to unlock the door he got more agitated :do you want me to open?, do you wanna see me do you wanna see me & he slightly kicked the door open & locked it again Customer finally got out at about 3000 feet he started hitting the lav door & aggressively walking towards the CSV about to punch him Mutassem tactfully avoided any confrontation ,turned his back & walked back to his jump seat",Passenger Behaviour
"Smoke Emanating From JC Oven  During cruise, one hour after light bites service, crew Elis (435840) opened Oven No2(3U611) and discovered white smoke and burnt smell  Crew followed smoke fighting procedures, switched off oven power and stood by with Halon",Smoke
Mrs Sultan refuses to place her hand bag in the over head compartment   Mrs Sultan requested to keep it next to her fastened with the same Seat belt she was fastened in to   Mrs Sultan claimed that This was allowed on All other flights and has never had issues with crew members until today   Mrs Sultan did not comply,Passenger Behaviour
"Rejected landing into BOM  Due to bad weather condition(strong wind), aircraft could not land on first approach",Weather
Sector LUN HRE  Securing cabin while safety video    Due to very short taxi crew were asked to secure and pass the checks while safety video is playing,Crew Procedures
REFUSED TO STOW HIS HAND LUGGAGE TO HATRACK DURING CRUISE   After first service cabin crew came to me that passenger seated at emergency exit on a seat 67J is having his hand luggage on the floor and legs up   He refused to stow his hand luggage stating he is doing this for the past 5 years and no one told him that,Passenger Behaviour
"At 2034 hrs, Ground dispatcher requested CSV Huzam Kalam to close ML2 door confirming all customers are on board   Huzam started to close the door after informing me, When I called him back immediately to hold the door closure until confirming with CAP",Ground Operations
"REFUSAL TO REMOVE THE BABY FROM THE BABY BASINET  During securing the cabin Ms Ugurer did not want to out the seatbelt for the baby  Later on during the flight when the seatbelt sign came on she had to be told 3x to take the baby out from the basinet after crew insisting she removed the baby, however 30 seconds later after crew member left she put the baby back in the baby bassinet",Passenger Behaviour
"Customer refused to take his seat on taking off    When we were taxiing to the runway upon departure, cabin secured check has been passed to the flight deck, Mr Tummar stood up and requested to use the lavatory  During the flight after we took off, the customer was enjoying drink in the lounge and seatbelt sign has been switched on, Mr Tummar refused to take his seat again",Passenger Behaviour
"BURNING SMELL  During the cruise we experienced burning smell by MR2 door  I noticed straight away but the smell disappeared straight away and we were working with the oven at this point  Few hours later the smell came back and was much stronger and lasted longer, which I noticed again straight away",Fumes 
Customer above mentioned was asked 3 times by cabin crew Andrea staff number 442886 to remove her feet from the cabin crew jump seat and to fasten her seatbelt as we were going through turbulence She was also asked to refrain putting her feet on the seat as it is for cabin crew use,Passenger Behaviour
"PASSENGER REFUSAL TO BE SEATED DURING TAXIING  During aircraft taxi, seatbelt sign was on, Crew member Shakhida staff no 450637 asked passenger to stay seated as safety video was playing and she was creating distraction in the cabin and not being safe",Passenger Behaviour
Unidentified Burning electrical smell during cruise   Just prior to TOD passengers seated around 9AB and D claimed to of smelt a burning electrical smell,Fumes 
"Customer behaviour  customer was provided the baby bassinet , at this time customer was politely explained all the safety regulations regarding bassinet use , however as the seatbelt sign was illuminated several times, customer refused to removed the baby from the bassinet  crew members were repeated to sit due to turbulence, customer did not respect the seatbelt sign and the instructions of the crew, was standing up, opening hatracks",Passenger Behaviour
Georgina was stood down from Duty as she was not feeling well,Crew Procedures
Pre flight check of OM E   Hard copy of the ACIs not available in the OM E on board,Crew Procedures
Georgina was stood down from the Duty as she was not feeling well,Crew Procedures
Georgina was stood down from the Duty as she was not feeling well,Crew Procedures
"Sleeping in the cockpit   10 minutes before TOD, Emily was sleeping in the cockpit   Emily was in the cockpit with her arms on the arm rest, her head laying over her arm and her eyes were closed   Captain was in the toilet, and first officer was busy with flying   Emily declined that she was sleeping and said she was fine to operate at the door for landing",Crew Procedures
Inflatable footrest being used during boarding   Two inflatable footrests were observed being used by the family of Ancheta during boarding for the their kids   Customers were informed about the SOPs on board and did not recognise the safety explanation given to them   Customers followed the instructions of the crew and stowed away the said items before take off   These items were not used throughout the flight   No further incident to report,Passenger Behaviour
"BURNING SMELL OVEN   Whilst heating the pizzas for the second service (approx 6 hours after take off), CSV Brandon Counts (411717) sensed a burning smell coming from oven number 2 (AFT YC galley)   No smoke, no fire",Fumes 
Smoking   Alarm Activated   The smoke detector activated in Shower Spa B whilst Mr Jaber was inside  When the crew opened the door the spa smelt strongly of oud (perfume)  The crew checked the bins but could not find any cigarette butt,Smoking 
Non Compliance   After the cabin had been secured for landing the passenger wanted to use the toilet  The crew member in his area informed him that he needed to return to his seat and secure his seatbelt as we were too close to landing  The passenger pushed past the crew member and entered the lavatory  She informed me and I said to let him finish,Passenger Behaviour
CREW WERE SEATED FOR 25 MINUTES DUE TO THE SEVERE TURBULANCE ADVISED BY THE CAPTAIN   Captain advised from GMT 0800 onwards severe turbulence is expected,Crew Procedures
