description,subcategory
Incorrect information regarding crew purchasing Duty Free   Station information manual states : CREW ARE ABLE TO PURCHASE DUTY FREE (NO REQUIRMENT TO SHOW GD),Station Information
"Information discrepancy in regards to the number of GD's needed for this flight    Please update the station information files on KIS for BLR station as it states that a total of five GDs are required for this flight, however after checking with the Briefing Desk on Departure level, they claimed there has been a change and BLR station required only three GD's",Station Information
service sequence from LUN to HRE states that we have to Spray the cabin but station information manual does not mention This procedure,Station Information
service sequence from LUN to HRE states that we have to Spray the cabin but station information manual does not mention This procedure,Station Information
OM E   The latest ACIs were not loaded in the OM E in the Ship's library,Service Manual
Mr Ohara was upset and concerned for the fact the aircraft was not sprayed for the sector ABJACC and he complained he saw a mosquito on board He spoke to CSV Joseph (374161) and said that he wants his name and staff number in case that he would get malaria on board,Policies
"Due to problem on both HHC machines of both Duty free carts, it was not possible to check the accurate rate from GBP to AED for doing on board upgrade and payment in cash,",Policies
"Due to problem on both HHC machines of both Duty free carts, it was not possible to check the accurate rate from GBP to AED for doing on board upgrade and payment in cash,",Policies
OM E   The latest ACIs were not loaded into the OM E in the Ship's library,Service Manual
During flight crew member Irene 442356 was asked by Mrs Ngcwabe for a champagne from the bar  Customer said that she is going to pay by credit card and gave it to Irene  Credit card did not have any information is it credit or debit  When Irene wanted,Policies
No red documents bag available on todays flight,Policies
"Flight Instruction says that blankets to be collected in the new bags, sealed and placed in cargo hold on all Indian sectors   As per Emirates staff Mr Lloyd Ferreira, due insufficient space in A380's cargo, blankets are being placed in cargo only on B",Station Information
OME   The OME in the ships library is missing the entire GMT section   Please ensure that this get attended to,Service Manual
OM E   The latest ACIs were not loaded into the OM E in the ship's library,Service Manual
"In ATH there is no upper deck bridge, customers disembark from ML2 and ML5  Catering for JC and FC is loaded for both sectors from DXB",Station Information
OM E   ACIs   The latest ACIs were not loaded in the OM E in the Ship's library,Service Manual
Station information not precise enough for CCU station: Indian Nationals Cabin Crew are required to complete the landing permit form on a separate paper ( not with the rest of the team),Station Information
"Test Message by IT, please ignore",Station Information
OM E MISSING   There was no OM E loaded in the Ship's library,Service Manual
Layover procedures  Crew going to Hotel as a group and coming to airport as a group  In OMA and Station Information Manual  Policies and procedures  It states that all crew to go to hotel  as a group and as a group for Pick up from Hotel  However some crew still insist that they can go from the airport  on their own come back to airport on their own  and said  since some crew said that it does not Specifically state  that crew must to go to hotel  in The Bus    I have explained and also showed them the manual  that due to safety of crew As per procedure  crew must go to hotel together  as a group and come back as a group as per OME and the Station information manual Policies and procedure ( as per my understating in order for crew to be covered by insurance and in the crew bus  )  Could the office also please  perhaps send out a reminderClarification  for every ones benefit,Policies
Layover procedures  Crew going to Hotel as a group and coming to airport as a group  In OMA and Station Information Manual  Policies and procedures  It states that all crew to go to hotel  as a group and as a group for Pick up from Hotel  However some crew still insist that they can go from the airport  on their own come back to airport on their own  and said  since some crew said that it does not Specifically state  that crew must to go to hotel  in The Bus    I have explained and also showed them the manual  that due to safety of crew As per procedure  crew must go to hotel together  as a group and come back as a group as per OME and the Station information manual Policies and procedure ( as per my understating in order for crew to be covered by insurance and in the crew bus  )  Could the office also please  perhaps send out a reminderClarification  for every ones benefit,Policies
Could you please amend station information manual for Colombo station and highlight that two copies of List Of Private Property Possession Forms are to be completed for the customs It is now unclear that two are required as the sentence is a bit confusing Thank you! Crew schedule with wake up call timings that we are given on arrival in Colombo clearly states All crew must complete 2 copies of the List Of Private Property Possession Form(You may complete one form and make a photocopy),Station Information
Could you please amend station information manual for Colombo station and highlight that two copies of List Of Private Property Possession Forms are to be completed for the customs It is now unclear that two are required as the sentence is a bit confusing Thank you! Crew schedule with wake up call timings that we are given on arrival in Colombo clearly states All crew must complete 2 copies of the List Of Private Property Possession Form(You may complete one form and make a photocopy),Station Information
EK419 Flight Instructions: no information for process to follow regarding transit procedure trial in BKK   Information regarding (general) transit procedures found in Policies and Procedures Manual (Version 131   15 January 2018) under customer Headc,Policies
EK419 Flight Instructions: no information for process to follow regarding transit procedure trial in BKK   Information regarding (general) transit procedures found in Policies and Procedures Manual (Version 131   15 January 2018) under customer Headc,Policies
"SIM mentioned:  Catering Information Return Catering: (EK5823 only) •Return sector catering loaded in Dubai •Do not use items catered for return sector •Keep galley chillers switched on •Empty ovens before landing •Include catering information on Crew Handover Forms However all the info above were applicable for our flight also EK 584, please update SIM Also it was mentioned: Immigration: All customers must complete a landing card However the right info is that ' Only foreigners require to complete a landing card Custom form required to be completed by all Please update SIM The right infor",Station Information
station manual was not updated      Service sequences was stated that cabin spray before boarding however in the station manual stated that cabin spray after customer disembark,Station Information
station manual was not updated      Service sequences was stated that cabin spray before boarding however in the station manual stated that cabin spray after customer disembark,Station Information
"Foreign object  customer has brought to a crew attention, they found a live bugfly, inside their salad bar for the mealcontact details: not available",Policies
"First class customer experience and feedbackAll customers were welcomed and escorted to their seatsPR was done by crew and myselfAll customers gave positive feedback that they enjoyed the food and service,",Station Information
"Feed  back from 3 customer in J class regarding Alcohol  Customers requested to why the baileys no longer stalked in bar  customer seated in 25K, 18A, 17J",Policies
"Duty free cart number DF457, B5546\06UL2 2U201, drawer 5, item number 2005   Slake Beige Dot Bracelet by Swarovski Item is missing",Station Information
"Customer compliment Mr Ladwa has asked to speak to be before we started our descent Customer claimed that he travels with Emirates for a long time and that he had some very bad experiences with us  and that  he is also very disappointed with the ground personnel in Bom airport   Comment and incident about his experience raised by the CSV, Atikilt 409292 Customer wanted to compliment crew member Virginia Reyes 448081 He stated crew member,  Virginia made his flight excellent and wanted to thank her for an amazing customer service Mr Ladwa told me that he went to the galley, to ask for a band aid, after he caught his finger in the lavatory door and was bleeding Virginia was in the galley and immediately offered to help, clean his wound a place a band aid on his finger Mr Ladwa was so impressed with her attentiveness that he really insisted to pass this message to me to ensure the crew member receives his appreciation",Policies
"Customer at the end of the flight while checking on him for farewell, customer claimed that his IFE didn't work the whole flightCustomer claimed he told one of the crew members and they never came backCrew member Olga claimed she did reset his ice before starting the lunch service and it was workingI noticed that customer slept most of the flight I asked the customer if he did ask another crew member that his IFE is not working , he replied back that    he didn't and I shouldn't cause I told them once",Station Information
"COFFE SERVICE NOT DONE IN THE LAST CABIN  Coffe could not be offered to the customers in the last cabin due to time restrictions  When the YC finished to give out all the meal trays in YC , it was already 20 minutes to top of descent,,tea was done, but coffe was impossible due a time restriction and a shortcut in the approach to Dubai",Policies
Breakfast Continental Cold Plate was incorrectly catered Menu stated Grilled Chicken and Red Leicester Cheese Items catered was Salami and another white cheese,Station Information
All fc customers were tired and wanted to rest after take off They slept for most of the flightSome were served light bites during flight as they woke up for toilet visits Later they were all served breakfast before arrival,Station Information
Above crew member worked in JC for this sector,Station Information
Customer experience Customers were assisted to settle in their suites by myself and the first class crew members being established that they were familiar with the suite features and the cabin surroundings The dine on demand concept available in first class was explained to the customers who were not familiar with it Customers chose to have their meals at different time and every time it was checked they have declared to have enjoyed the dishes consumed 02 customers availed the shower and spa service and stated that they have enjoyed their experience Some customers were observed enjoying several drinks in the lounge The cabin was monitored regularly during the  we care  rounds by myself and the first class crew members Before disembarking each customer was asked to comment on their flight experience and each of them stated that they have enjoyed their flight,Station Information
"Severe headache    Mrs Bockers pressed the call bell during cruise and informed me that she is suffering from a severe headache   The customer stated I have a severe headache and It hurts really bad I took a Paracetamol tablet 500 but I don't know why it still hurts I also suffer from a sensitive stomach  The customer seated next to Mrs Bockers (83C) moved one row behind (to 84C), to offer extra space  Mrs Bockers started crying at one point, indicating that pain getting higher  After offering again to contact de medical services, customer informed me that she will try to get some sleep first and, if needed, she will let me know   Customer slept for a few hours and had lunch before landing, feeling visibly better",Policies
"Mr Burke had 3 empty seats next to him;  during boarding, one lady informed me that she is not feeling well (she vomited in the airport) and if possible would like to have more space so she can rest and feel better;  since the only empty seats (3 in a",Service Manual
"Miss Jordan, seated at 42H, informed the crew that IFE was not working 15 hour before landing",Station Information
During boarding I have noticed that Mr Afanasenko shows signs of intoxication His speech was slurred and his companion was assisting him to board the aircraft Mr Afanasenko and his companion also smells like alcohol  I spoke to Mr Afanasenko and h,Policies
CUSTOMER USED HIS EXPIRING MILES TO UPGRADE HIS WIFE     43571 of Mr Birch's Skywards miles are expiring in 11 days,Station Information
Customer  throughout the flight talked with his friend very loudly  Customer had 6 beers at the beginning of the flight  Customer Mr Kharwaj Khan was sat with his family at 49D and he asked  Mr Almarzooqi to be quiet   Mr Almarzooqi was angry about this and shouted at the gentlman,Station Information
Burn injury  MsAarti spilt hot tea on herself during the tea service None of the crew witnessed the spillage but she approached one of the crew members and claimed to have burnt herselfThe female member wend to the lavatory and notice that the are appeared red and the passenger had scraped the burnt area while removing her tightsShe claimed to feel moderate pain,Service Manual
"Shortage of hot meal choice for lunch service During lunch service, fish choice was very popular, some customers did not get their preferred meal choice   Suggest to adjust the meal ratio into 60% beef, 40% fish",Policies
Please provide GFML to Mr Tatos on his future flights,Station Information
"J Class food feedback     Upon the second service   Breakfast service   it was brought to my attention that Captain Hudson was not satisfied with the Scrambled Egg Option and the bread, stating the food is disgusting",Policies
Disruptiveunruly behaviour and conflict management     Mr Smith boarded the aircraft showed reduced inhibitions  Customer connected from BHX,Policies
Customer wanted a different meal than the one requested     Customer informed me that she wanted the chicken instead of the AVML that she had ordered  She also asked for an extra blanket for her daughter,Policies
"Child vomiting and feeling very weak   MIRF : 380588  At around 3 hours into the flight, Matija vomited   The parents stated the child had no allergies, or previous medical history   The child did not have any full meal on the last 14 hours or more and did not get enough sleep for the past days  Matija appeared very weak and would shiver at times   The parents also reported that he rolled eyes for a few minutes",Policies
Blankets on Request     After take off customers were pressing call bells galore   All the requests that we were receiving were for blankets   at least half of the cabin requested   Cabin temperatures were monitored and maintained at 24 25 degrees C,Policies
"hair in the soup      Mr Aroud, sitting at 10E, complained that he found a piece of hair in his soup;  However, me and JC crew members did not find any hair in Mr Aroud's soup  Customer disembarked thanking us for the flight",Service Manual
Beers were Short     We used all the beers during the service  We didn`t have enough we took some from J and F class,Policies
