description,subcategory
"SPRAINED ANKLE     Sabrina was conducting security search of Hatrack 8AB, with which she had to remove her shoes and stand on 8 B seat   When she stepped down with her right foot, she stepped on the carpet join which made her foot imbalanced, and so she twisted her ankle",Crew
Skin burn due to faulty coffee pot   Cabin crew Niyati s455702 was double ending the bar cart when the coffee pot she was holding fell from it's plastic holder   The coffee pot was faulty aluminium part detached from the plastic holder,Crew
"No purser folder found in the ships library from the previous sector ie, EK418 BKK SYD 14th Jun'18 Hence no original medical incident report forms could be completed",EMK/FAK/SEMK/UPK
"Cabin crew Ramy Elsayed staff number 429137 burned his palm and fingers while he was cleaning the soup jar As water was splashed unexpectedly from the coffee maker Pain from a scale 1 to 10, as per cabin crew's opinion, was 2 for several hours",Crew
Customer fell ill before landing     Passenger seated on 66K fell ill 20 minutes before touchdown  Passenger was cold and felt dizzy and breathless,Passenger
Passenger seated on 57D claimed he had severe tingling sensation in his legs and pain ( 8 on a scale of 10) 10 being painful  passenger claimed he has a history of leg pain and swelling   He was wearing compression stockings and on removing them his legs had turned blue  He claimed he was on antibiotic for cellulitis (Staphylex 500mg)  Passenger was diabetic and had high blood pressure and claimed he was on medication for the same,Passenger
Customer falls sick on disembarkation  Mr So requested to have a wheelchair as he could not go down the stairs    While waiting for the high lifter Customer expressed using gestures that he was experiencing pain on his back  Customer only spoke Korean and we had no Korean speaker amongst the crew,Passenger
"Customer suffering from diarrhoea  after take off customer requested for Imodium  he mentioned he had gone to the toilet twice and had loose bowel movement  he did not have any vomiting  felt better after taking medication, did not go to the toilet after taking medication 971555522673 Al Mutinah Deidra, Dubai",Passenger
The passenger asked crew member Philippe (staff no:414975) to dispose of his insulin injection   Philippe brought the sharps box from UL3 HRK and the passenger disposed needle inside the sharps box,HRK
"after the dinner service, Mr Mollah informed crew Ying that his child is having allergic reaction such as swelling of the lower lips, itchiness around the neck and red rashes on the neck after He fed her the cheese",Passenger
"Faint  Mr Sheth fainted during the flight, while she was standing up",Passenger
"CREW INJURY DURING LAYOVER   Sarah informed me that she had fallen from the bathtub in her room just prior to pick up   She came to the lobby to check out, she had a bruise on her right thumb as well as her left leg   Ice was applied throughout the bus ride to the airport   After arriving at the airport, she said she would like to operate the flight, and took the mid galley   During the flight after the meal service had finished, it was observed that her injured leg and hand started to get swollen",Crew
"During service  Iona was getting a meal out of the oven, Jamil was turning in the galley he did not see her behind him  Iwona struck against the oven hitting the right hand side of her ribs  Iwona said that she will be fine, and said she did not want a crew medical incident report form to be filled  Crew said the location of the injury is painful, but she thinks she will feel better when she goes home",Crew
"During the securing the cabin, Polina was opening the hatrack to place some luggage but the hatrack was really heavy and she injured the finger",Crew
During the service Ms Abudraz informed that she feel like fainting and dizzy   3 seconds later she fainted   Her eyes was blinking and unresponsive breathing was present   The passenger vomited once   During boarding the passenger informed us that,Passenger
"crew Morgiane was pouring hot water in A mug in J class galley When the bottom of the mug broke and hot water fell on her skirt, right leg and right foot  her right foot became swollen and red",Crew
asked for XANAX Tab      Mr Mardini asked One of the crew XANAX During the first meal service He mentioned that He forgot to bring medicine XANAX and He takes medicine every time He flies He mentioned that He is very scared to fly   Mr Mardini expre,Passenger
FAK at ML1 with seal 133855 opened for BurnGel due to crew accident (no 113995),EMK/FAK/SEMK/UPK
Huseyin helped crew member to pull the container with water and the handle got damaged while pulling it Hussein claimed to had felt a bit of pain as it was strained,Crew
"Customer offloaded during boarding after advice from GMS    Customer informed crew that his legs were swollen and to provide him with an alternative seat   Upon gaining SAMPLE, customer informed crew that he suffers from Swollen blood vessels and takes medication for it (Mometasone Fugate, Zentel 400mg)   Customer had visible rash on legs",Passenger
CREW MEMBER AIMEEE ELIZABETH GLOVER 429605 FEELING NAUSEOUS SHORLTY AFTER TAKE OFF  No other symptoms except feeling nauseous,Crew
After the first service family of child Matsjona brought to our attention their child was not feeling well  SAMPLE technique applied and the following details were found out: child had fever 40 degree and family scanned the fever with their thermometer,Passenger
Georgina was deadheading on the way back as A passenger as she was suffering from A viral infection,Crew
During cruise Zoes nose got completely blocked and she could not breath properly       During cruise Zoes nose got completely blocked and she could not breath properly   Zoë tried alternatives of saline ampules but it didn't work   Zoë requested xylolin nasal spray from FAK,EMK/FAK/SEMK/UPK
"Customer Look Faint   During boarding customer was rushing board the aircraft  Customer looks exhausted and faint  S Looks faint and over breathing, A No allergy, M No medication, P No past history, l Last meal from the house, e customer was rushed to board due to late check in",Passenger
"During welcome services,   I was greeting with the customer welcome service during boarding however I dropped the KIS tablet by accident to MrPrantera's RHS leg",Passenger
CREW MEMBER ILLNESS  Crew member Jelena Tesic staff number 222456 stated that she was experiencing nausea and muscle ache and pain  Jelena was feeling feverish and was cold  Temperature was 343  Jelena had taken 1 ibuprofen 1 hour before the flight departure,Crew
CREW MEMBER ILLNESS  Crew member Jelena Tesic staff number 222456 stated that she was experiencing nausea and muscle ache and pain  Jelena was feeling feverish and was cold  Temperature was 343  Jelena had taken 1 ibuprofen 1 hour before the flight departure,Crew
"Customer vomited two times   I observed two customers standing up next to ML2 door  Ms Meilin Yang was accompanied by her husband and was feeling dizzy due to motion sickness, nausea and cold  She is 54 years old  She started feeling sick 30 minutes after take off  She vomited two times and after that she recovered, feeling ok as she stated and she looked better, less pale and smiling  Travelling with her husband that was assisting her the whole time",Passenger
Nose bleed   Arnika had a nose bleed 4 hours after take off    30 minutes of trying to control the bleeding was not successful   Ground medical support was called,Crew
stomach upset and vomiting   Mrs Sujitbangera 4 hours from take off informed us that she doesn't feel well and she vomited three times   Mrs Sujitbangera informed us that she had a meal the day before her travel and she felt sick since,Passenger
CUSTOMER FELT FAINT BRIEFLY AND O2 HAD TO BE ADMINISTERED ON GROUND   DR Babayo stood up to go to the lavatory and when he got to the door of the LAV he felt faint and had to sit on the jump seat for a few minutes  Immediately administered oxygen to him since on the jump seat and gave him some cold towels  He was conscious and responsive and he informed us he had the flu and he was transiting from Saudi  He also informed us he has no illness nor was he taking any medication and it was simply the heat that had affected him  He felt better after a few minutes on the oxygen and went back to his seat,Passenger
"Crew Accident Report 132096   ML4A cabin crew Sofia Hammoudi s411554 was doing the galleys checks and upon putting the Mix Minerals container on the floor, it hit Rocio's smallest toe on her right foot   Time of incident 9:35 AM JED time",Crew
"Mr King wasn't feeling well during flight  Half way through Mr King packed his things and with his luggage in hand came to the back requesting to disembark from the aircraft   He stated that I had enough of the flight, I want to go home and I want to",Passenger
"Customer carries his CPAP machine, its not battery operated as required for EK medical standards    It needs to be connected to medical socket through out  Customer did not inform ground staff upon check in about this and has no medical letter",Passenger
"During the wait for clearance for take , customer informed crew he had stomach pain and nausea",Passenger
"customer threw up During the flight, right after the first meal service (14:30 DXB time)   she felt weak and nauseous no stomach ache or headache   customer had A chicken choice for the meal and water to drink   customer had her own medication for",Passenger
"customer claimed she threw up at the gate While waiting for the boarding   she felt nauseous, urge to throw up again but the feeling was going on and off and she said she is is able to continue with her flight   customer did not look pale, had A colour in her face, had no temperature   customer claimed that she might be only tired from the travelling   connecting flight from CDG   after the push back and When the engines were already on, she vomited again",Passenger
VOMITING   Customer vomited after take off for first time   45 minutes later customer vomited second time,Passenger
Customer had fever on board     (MIRF 417129)   Mr Hussaini claimed that he's 6 years old son Mstr Gillani has fever during flight   Mstr Gillani had vomited once during cruise,Passenger
during the lunch service the customer complained of stomach ache and nausea   after a while he said that he had diarrhoea and vomited too    the customer had some food at the airport before the flight,Passenger
TEMPERATURE DUE TO TONSILS  During cruise Mstr Diego informed his mum that he was unwell   Mstr Diego has tonsils so is using antibiotics and a solution for bringing down temperature,Passenger
"Vomiting      During cruise, Mr Than was observed by the crew members looking through his bag for some medicine   He then informed them that he has vomited twice   Customer had no allergies and took no medication on board the aircraft   Mr Than refused to give his consent to contact the ground medical services therefore he was monitored for the rest of the flight (his companion was translating mostly everything in English, stating He's fine, don't worry)",Passenger
"Chest Pain   1 hour and 30 minutes after the cabin crew was released for the service   Customer complain of right side chest pain   He stated he had blood pressure, and was a heart patient   He took his own medication (1 tablet of carvedilol, and 1 Tablet of nitroglycerin), but he still continued with the pain",Passenger
"Child's ankle got stuck under the seat cushion's plastic base    During cruise, around the end of the flight the family's daughter's right foot slipped under the seat cushion's plastic base, while she was standing on the top of the seat",Passenger
"shortly after boarding the aircraft MrJohn informed gr1 Mustafa staff  417367 , that he has seen a doctor of medicine in Dubai the day before the flight for unspecified medical condition and has been cleared to fly , The customer presented the medical",Passenger
Vomiting and feeling nauseous      Mr Macalli claimed that he had vomited more than 4 times during the flight   Had Diarrhoea in the hotel this morning,Passenger
Finger Bleeding      By accident pax fingers' got caught in the lavatory trash flap   His index finger was bleeding from the nail area,Passenger
"After the lunch service, Mrs Soorouei's claimed that her 1 and a half year old child chewed on the plastic cupdrinking glass and swallowed a small piece of plastic (around 1x3mm) She asked if there was a doctor on board who could advise her about the c",Passenger
"MEDICAL PASSENGER     Mr Jeffery complained of dizziness and was semi conscious when his son seated next to him approached the crew to ask for help  Mr Jafferi had a heart surgery and he surfers from low blood sugar and low blood pressure  Customer had his own medications just before the flight(AMYRL 2MG,ASPRIN,DORMICUIM,ROVASTA,NOCLOT,GLUCOPHAGE)",Passenger
Crew Injury       Enver Camillini 447219 had injured himself during the service in flight   Crew member was fit to fly and continue to destination after the incident   Please refer to Crew Accident Form 72024 for more detail,Crew
Portable medical device use notice     During the flight from DXB to CPH the customer used A CPAP device which had to be connected to the aircraft power   ground medical was contacted who advised to allow the customer to continue using it for the rest,EquipmentFault
"Customer vomited while taking off   Customer vomited after taking off That was informed after we checked on her again during the flight, following previous note She declined medical attention and she said that she always gets nausea during flights",Passenger
"Customer complained of severe headache, nausea and vomiting due to migraine  During cruise customer complained of very severe headache and was vomiting due to the severity of the pain   Mr Raid mentioned that he has had this condition for 10 years   C",Passenger
ASTHMA ATTACK      Mr Mcilvaney informed that he is having a breathing difficulty just after the service  customer has already used his own inhaler salmol 100mg  customer also uses another inhaler symbicot 200  Mr Mcilvany has a history of asthma and high blood pressure,Passenger
AIRSICKNESS PILLS REQUEST       Miss El Mazrak requested for airsickness pills after take off She claimed she had forgotten her own,Passenger
Customer had mild allergic reaction during cruise Red rashes observed only on the back area Customer claimed it is from the Pyjamas given to him MIRF 413978,Passenger
Crew injured his finger         After the service when trying to take out a drawer with minerals Fabio forcibly opened the drawer and jammed his small finger between a drawer and a red latch  this caused his finger to swell and his nail changing a colour to purple at the end of the flight,Crew
"During the service, Aisling burnt her left hand with the oven",EMK/FAK/SEMK/UPK
"During the service, Aisling burnt her left hand with the oven",Crew
"CUSTOMER FELT UNWELL  Ms Davenport fell nauseous during top of descent  Customer offered ginger ale, as we were securing the cabin for landing",Passenger
"MEDICAL CASE     Ms Vins complained of tingling feelings all over her body and her face,   Customer, moreover, stated that her arms were feeling very heavy and she could barely speak,   Ms Vins was accompanied by her partner, seated at 68K, where the latter explained that casualty had a story of Cramp Disorder and Pantasa is the medication casualty usually take,   Ms Vins stated that she was carrying Telfast as well,   MIRF number recorded as 408190,   Ground Medical Caser Number Ek 409",Passenger
Mr Kao claimed to have a runny nose when he boarded and asked for a mask for hygiene reason in care of the other customers around him   Tel: 886917554481   DOB: 20121971,EMK/FAK/SEMK/UPK
"customer feels nausea      While doing the snack service, Ms Peng stated that feels nausea   She requested for having motion sickness pill",Passenger
"On top of descent, passengers' mother claimed he (Yahia) was having an allergic reaction to the YC blanket, she asked for medication to be given to the child",Passenger
"Care of Miss Gwen    Customer boarded from ML5 door, on a high lifter on a stretcher with paramedics and 2 flight nurses  Flight nurses informed CSV that Miss Gwee was travelling without a passport and Captain was informed",Passenger
Shortly after take off Mr abela presented with nausea and cramps in his abdomen   Mr Abela hadn't eaten in three hours due to the stomach cramps and disclosed that he felt quite weak   Due to the fact that Mr abela had already taken his own stugeron i,Passenger
just after we close the last door I noticed that Mr Humadi was so pale and was sweating   I spoke to the customer and He said He was not feeling well and feels dizzy   I tired to get more information from the customer but He cant barely communicate,Passenger
"Swollen feet       During cruise, customer informed crew member that her feet were swollen and painful",Passenger
During disembarkation customer asked for help from crew and customers stating that she could not move She was able to stand by herself She mentioned that she feels pain in her lower back similar to muscle spasm Customer also said that she could not sit on the onboard wheelchair after she was offered to Customer claimed she has had this condition 10 years ago Customer has onward trip to NCE EK 077 150618,Passenger
Customer had her arm hanging in cabin whilst sleeping  Crew member knocked into her arm whilst walking past in the dark cabin,Passenger
"following A restraint procedure, restrained passenger had bitten Arvind in his left hand thumb   A result of A minor open wound occurred to his injured thumb",Crew
"following A restraint procedure where crew member Mariane was trying to restrain the unruly passenger leg, she was kicked by the passenger that caused A sprain to her left hand thumb   result that crew member find it difficult to move her left hand thumb",Crew
Crew member Lee (455206) became sick cruising time  She was not good in condition before the flight from SIN DXB  She informed senior that she was having abdominal pain after the first service  Her condition was getting worse during we care time and vomited in the toilet,Crew
3 Years old child   Vomited once during boarding,Passenger
Customer vomiting during boarding       We found Ms Trujillo pale and vomiting right after she got to her seat,Passenger
During transit time on ground in CMB customer informed crew that he is claustrophobic and wanted leave aircraft  as customer was in transit to DXB and was not able to leave the aircraft he started shaking and having panic attack  GMS was contacted and assistance of doctor was provided for customer  2mg of Diazepam tablet was administered by doctor on ground,Passenger
CREW MEMBER DROPPED SOUP ON HIS FINGERS Crew member Karim spilled hot soup on his fingers The blisters around the affected area were also coming along with some redness and swelling,Crew
Feeling dizzy   Ms Rygalska have complained that she's feeling slightly light headed and dizzy  Her companion states that she fainted twice while on holiday in Bali  Customer is not pregnant,Passenger
Bruised knee   Customer inform us that she fell while on holiday and her knee have bruise and swollen  The affected knee looks red and swollen as the flight progress  Customer spoke very little English  Customer has seen a Doctor and have her own medication for Pain,Passenger
Ms Kimchi claimed that she wanted to vomit and she was feeling dizzy,Passenger
FAK opened during the flight and no yellow seals founded inside of it,EMK/FAK/SEMK/UPK
"Around two hours before descending into Dubai, Customer felt extremely anxious and short of breath He called the attention of the crew   According to customer, it happens quite often, specially during flights",Passenger
"After 3 hours from take off, Hoo Jeong started to feel some allergic reaction on her arms, specially elbows   Hoo informed me about what she was feeling, and we promptly contacted the ground medical support   Ground support oriented to administer one tablet of Telfast Crew: Hood Jeong 437561  971552234795",Crew
"Fainting Customer   During cruise, customer got dizzy and fainted  SAMPLE was taken  She felt nauseous and vomited once  MIRF 417222",Passenger
First Aid Kit Customer requested to lean her burn and apply bandage She burned herself before the flight,EMK/FAK/SEMK/UPK
During the flight customer felt sick and started vomiting   customer vomited 5 times in 4 hours,EMK/FAK/SEMK/UPK
"Kristel during her break in the CRC did not manage to sleep and informed me she had vomited 4times in the last three hours Doctors on ground were contacted Doctors prescribed Sturgeron (FAK) and Buscopan (EMK) A second call was made to doctors on ground as her condition did not improve PA for medical professional was made medical professional 2F Dr Shannon Webber  Maxillofacial surgeon ( 61403158055 ) administered Pronethazine injection & IV solution Condition did not improve, she slept forthe remaining time of the flight",Crew
During her rest time Kristel felt sick and started vomiting,Crew
Miss Foden felt nausea and vomited and was given ginger ale and kept hydrated with water  after that customer vomited two more times and ground medical assistance was called  Doctor (Dr Benko) advised if customer is not pregnant to give Stugeron table,Passenger
Customer felt unwell       During cruise Mr Hogg approached the crew stating that he had vomited 5 times in last 90 minutes   Mr Hogg had no other symptoms,Passenger
Customer felt unwell        During cruise Mrs Gartner approached the crew stating that she had chest pain for the last 2 hours   She stated that chest pain was a 2 on a 1 10 scale 1 being the lowest and 10 the highest She also stated that it was first time and she has no history of any heart related diseases   GMS advised to administer 1 pill of Aspirin and 1 spray of Nitrolingual spray Also stated that if condition improves she doesn't need to be observed by medical team before next flight   GMS dvised us to call back if customer still had the pain and tp call back 1 hour before landing as well,Passenger
Passenger Illness   During cruise Mrs Miller approached the crew stating that she felt faint,Passenger
"Customer felt faint and nauseous, was pale and cold, and was sweaty  He was responsive but unable to talk  Full details and management on MIRF 419404",Passenger
"Customer 37H reported that Mrs Zawodniak was walking on the aisle and fell, hitting her head on the floor  Customer looked faint Did not speak any English  Full details and management on MIRF 381711",Passenger
"Nausea, Vomiting   Customer approached us and told us she vomited in the toilet",Passenger
"MIRF 412045    At two hours before landing,Customer fainted in the galley while getting a glass of water  Customer appeared to be weak and pale",Passenger
"FAK open      customer complained he had diarrhoea several times and feeling nauseous   he also vomited once   he said his wife, travelling with him, was feeling the same yesterday",EMK/FAK/SEMK/UPK
burn      Mrs Blanckenberg spilled hot tea over her leg during dinner service and complained of pain,Passenger
Customer suffering from AllergiesHay fever  customer had forgotten her own medicationAnti histamine in the checked luggage and requested for an antihistamine from on board,Passenger
Mr Donsimoni's mother called the attention of the crew since her son was having temperature,Passenger
"during boarding passenger vomited 2 times and complained about severe headache (9 out of 10, 10 being the most painful)   observed passenger being weak, dizzy, pale, and when leaving the lavatory (after vomiting), nearly fell on cabin crew   5 minutes a",Passenger
Mrs Alsafi was found vomiting and looking really weak   She nearly fall while she was coming out of the lavatory   Crew escorted her to the seat and took SAMPLE   She complained about sever head ache (9 10 out of 10)   GMS contacted and doctor advis,Passenger
customer vomited three times on the flight  his mother stated that He was fine and it was because of motion sickness which she had too,Passenger
"Ms Suarez had An itchy rash All over her body Due to An allergic reaction, redness,hot and burning feeling on the skin  she is allergic to coconut Milk, is on medication benedryl, singular,zantac, and cetirizine, she has history of the same, she had dinner (chicken with shrimp sauce) on the flight immediately after take off  she stated that she could not take her medication as they had specific timings but had applied A whole tube of Benadryl cream During the flight and it did not work",Passenger
"Inflight Ilness   Please be advised the customer is traveling with her partner and had a mild allergic reaction, advised by GMS to give telfast   Customer vomited once and complaint of diarrhoea and become weak Oxygen given just before landing and the medical team was called to meet the customer on arrival   Customer advised this normally happens when she is tired and travels alots   Customer husband who conversed in English that this allergic reaction was not from the food",Passenger
"Minor Injury LAV Wastebin Flap   MissWang sustained a minor injury while placing the tissue in the wastebin, as the flap clip her finger causing a tear in the skin with slight bleeding",Passenger
Inflight Illness Headache   Customer requested for two Panadol tablets stating that she has headache,Passenger
"UNCONCIOUS   During cruise, Ms Fan fainted at ML5 door   Crew Lisa immediately alerted me   Did the primary assessment, she was not conscious and was not responding to taps on shoulder, pain and voice   She regained consciousness after 30 mins of the laying down   Her friend said she took sleeping tablet alog side with 2 glass of red wine   GMS were contacted GMS advise to monitor during the flight till she regained consciousness   She got better and moved back to her seat",Passenger
"STRUCK BY OVEN INSERT:   During boarding, the caterer was carrying an oven insert (full of meals) and accidently hit Andreea Cazaceanu (411922) from behind   The oven insert struck Andreea on her right forearm (near the elbow)   After the incident happened (within the first 30 minutes), Andreea was unable to pull out containers due to the pain in the forearm   After take off, Andreea stated that it was feeling better, however it was painful when touching the bone on the right hand side forearm",Crew
customer felt faint and dizzy and was close to fainting near the galley halfway through the flight,Passenger
"CUSTOMER STARTED BLEEDING DURING THE FLIGHT  Five hours into he flight, customer came to the galley crying  She told us she was 6weeks pregnant, was having back pain and was bleeding lightly  She was on medication ie Progestin, Proginova, Aspirin which she had taken before the flight  The pain was on and off and when she would lie down she felt better",Passenger
"Customer suffered heat exhaustion   due to high temperatures in the cabin as a result of APU failure      During push back for take off in Dubai , Mr Bentz was visibly sweating , complained about nausea , dizziness , weakness and was rapidly and shallow breathing",Passenger
"APU malfunction   very high temperatures in the cabin      Due to failure of APU , cabin crew , especially aft of the cabin, in economy class , was subjected to temperatures of constant 40 degrees from the moment of entering the aircraft , until pushback ( approximately 1 hour 30 minutes )  Further upon boarding , few customers complained about heat exhaustion symptoms which is reflected in separate report",Crew
"Half hour prior to Pickup time, crew member Meron Kassa, staff no 419278 informed me and claimed that she had vomited and will be unable to operate the flight LAX DXB Initially Meron could not connect to Medical support and after several attempt, finally was successful from the hotel reception Merton was left behind at the hotel",Crew
"While in the briefing, Crew member suddenly started shaking and told the CSV that she was feeling weak  By the time she could say much crew member suddenly collapsed on the floor  She was unconscious for 2 minutes and then regained consciousness",Crew
"Mrs Khanna informed crew Jyoti, S451910 that she was asthmatic and had forgotten her medication (in One of her five checked luggage) During boarding  Mrs Khanna also informed she was born with One lung",Passenger
"DRUG USAGE FORM (EMK 112)   The EMK was used in the management of a cardiac arrest incident A doctor who was at the scene of the incident volunteered to assist the crew in assessing the Pulse and heart beat using the stethoscope   Crew members who were first responders at the scene opened the EMK to retrieve the stethoscope and during the commotion misplaced the opening seals of the EMK which were not found after the incident   Due to other pressing mattersissues during the flight, the drug usage form and closing of the EMKSEMK and repacking of the TempusDefib was delegated to Cabin supervisor Lenka  409758 using the OME for reference   Seal numbers for the controlled drugs pouch was omitted when completing the drug usage form although not used which was confirmed by all crew members who handled the medical incident and equipment",EMK/FAK/SEMK/UPK
"During boarding, Miss Sun informed meshe has vomited 3 times in the airport within 20 mins  Miss Sun vomited once more on board  Miss Sun was traveling with her colleague who was seated in 80A",Passenger
"CARDIAC ARREST   During boarding Mr Patel collapsed standing at his seat, customer did not give any response to voice or pain, was unconscious, customer did not breathe   wife of Mr Patel informed crew that her husband has heart disorder, Diabetes and underwent heart operation through another Passenger who translated   there was a language barrier which hindered to gain all data from customer's wife including SAMPLE and other information (address, date of birth) necessary to complete medical incident form",Passenger
MIRF 420915  Felt anxious as her medication was in the cargo,Passenger
"MIRF 420914  Mrs Dixon felt ill and fainted in the bathroom  came to galley, vomited and fainted again",Passenger
"Opened FAK for cold compress for a passenger with a history of leg operation, she wanted it for it gives her relief from stiffnesspain",EMK/FAK/SEMK/UPK
"Customer complained of shortness of breath A customer approached myself in the galley, making us aware of Mr Galbraith standing at ML1 struggling the breath MIR 416843",Passenger
The passenger was travelling with his father ( seated in 7D)   I noticed the father has bruises & wound all over his arms   Due to his father post procedures( Heart & back injury) Being hospitalized for two months Some of the wound was opened and sta,Passenger
"Mr Brian had an open wound during boarding After lunch service he injured himself, there was bleeding at the wound  His son informed a crew member all the details about his medical history Bandages used from the FAK, his pillow and blanket were soiled in blood Bio hazard bag was used for the soiled items",Passenger
"Strong cough, shortness of breath  Casualty had strong cough, shortness of breath during flight cruise  No medications, no medical history, no allergies, no recent events",Passenger
OFFLOAD MEDICAL   Passenger gave her infant some antihistamine medication  After taking the medication the child began to cough constantly,Passenger
"on ground, Mr Gibbons came out of the toilet angry claiming that He had gotten cut with the ashtray in the toilet",Passenger
"ASTHMA ATTACK   Just prior to TOD (6,5 hrs into the flight), Mrs Ajomale informed the crew, that she was wheezy and having an asthma attack   She suffers from asthma, and had misplaced the inhaler she usually carries with her",Passenger
Customer father stated his child has fever and requested for wet towel at 8000ft,Passenger
"Customer having headache      After first service, at 07:35 GMT, the customer Mr Jjaman claimed that he had some headache",Passenger
"MIRF 419100     Between the 2 services the 7 year old child fainted She said she felt weak, because her seat belt was too tight  The mother stated she does have a history of epilepsy which is not officially diagnosed, no allergies and is not taking any medication  A medical doctor was at the scene, but she was unable to provide her license upon request and was not further involved  Adres: Emma Abimbela, Lele off Osibo, Lelele",Passenger
Suspected Motion Sickness Illness    During boarding customer informed crew that she suffers from motion sickness and that she was feeling slightly nauseous   Customer informed crew that she had taken a Buccastem approximately 8 hours before   Captain,Passenger
"CUSTOMER HAS ALLERGIC REACTION   After take off just before the service, Mrs Hall informed cabin crew Magdalena (s404958) that her throat is itchy, she started to sneeze and her eyes are swollen and watery or teary   Mrs Hall inquired if we have antihistamine on board and if she can have it",Passenger
MIRF 418542   Having diarrhoea at one hour before TOD 0720GMT One Imodium was given   MrDesimone jr left the toilet and said that he is having diarrhoea   He did not eat anything since got on board   Last meal was breakfast at home   14yrs He felt better during disembarking,Passenger
Miss Camilleri vomited twice during the flight and was feeling nauseous   Customer was shaky and didn't eat anything for the past 11 hours   No history of travel sickness,Passenger
Sharps box was used and retrieved from HRK at ML2 Station   2 needles were dropped inside sharps box,HRK
Nose bleeding      During cruise child got nose bleeding  Bleeding stopped after 15 min  The mother claimed that is a condition that she is suffering from and that is very often that she is having a nose bleed  Costumer was looking well before landing MIRF 420098,Passenger
"CUSTOMER DIDN'T SOP VOMITING   During cruise Mr Bhatti claimed that he vomited 6 times and he's not feeling well  SAMPLE was collected, s vomiting, no allergies, no medication, no past history, last meal breakfast on board, no events  Contacted medical",Passenger
nose BLEED,Passenger
After landing crew found a used needle in the magazine pocket in 1A seat in a plastic cover,HRK
During the lunch service ( 5 hours after take off) Ms Foreman was suffering from difficulty in breathing and was asking for oxygen bottle as this situation happened to her before in her previous flights and oxygen helped,Passenger
"The family requested for wet towel, for their baby during the flight  Mr Carroll informed us he gave the baby Adol and the baby had the condition before the flight The customer also took the temperature and said it was 403 degree centigrade  Mr Carro",Passenger
the passenger claimed to be allergic to peanuts   During boarding the passenger informed the Purser that she was allergic to peanuts she had her own Epi pen with her  she enquired if there was anything she cloud eat which did not have any nuts in it,Passenger
"Customer with cough   in the middle of the flight, Mr Buenaflor was noticed coughing hard   the area where he sat at had a distinctive smell rather unpleasant for passengers next to him, 29JK as they both covered their mouth and nose   when asked of his condition, the customer stated he has lung cancer   the medical report shown by Mr Buenaflor stated Lung Mass, Lung Cancer VS TB   the customer stated, he don't feel shortness of breath and his cough only comes on and off but his throat is painful   he declined the oxygen   the customer was given on board towels and advised to use biohazard bag after noticing his yellow coloured handkerchief was wet   Mr Buenaflor took Continental Breakfast and Lunch   the customer was travelling alone   Mr Buenaflor didn't use the toilet but loose control of his bladder at his seat   the immediate passengers in the area were noticed covering their mouth and nose",Passenger
