description,subcategory
"Excellent performance  Declan is an outstanding crew in many aspects  He is highly confident and able to deliver a personal service of high standards under any circumstances He received many compliments from our customers, especially a lady that insisted to write about him and all the other crew  I saw him engaging in conversation with many of our customers during service and non service timings, and offer them tips on their holidays etc  Declan was happy to operate aft galley on this sector, and did a great job, according to his colleagues opinion as well He requested minimum help and ensured standards and presentation were up to the required standards  He also provided ideas on how to enhance customer service, and actively participated in briefings and team talks  He is very pleasant to work with and uses a lot of humour which creates a lovely atmosphere in the cabin and galley",Compliments
"Mrs Kime was travelling with her 2 children  About 5 hours into the flight, one of the children was not feeling well, and had problems falling asleep  During this time, the child was crying loudly and was unsettled  Crew May Merhi 446004 assisted Mr",Compliments
Please encourage GR1 crew members to be confident in managing the galley   One crew who has been in the grade for 15 months claimed they have operated the galley only 3 times and another crew member who has been 11 months in the grade claimed they have,Complaints
crew compliment : Throughout the flight Nadair (s379864) was observed delivering beyond the best experience to customers and his crew  he took care of his customers in the flight in a personal manner and was thanked for during disembarkation  Teamwork and positivity were present throughout the journey which made us crew feel appreciated  He was organized with the galley it was always clean and he prepared well his service  He was observed to have good knowledge and confidence with the service updates which made it easier for us  He showed professionalism in dealing with conflicts and challenging situations on board,Compliments
FC customers experience All customers were greeted at the door and assisted at their suites Purser introduced herself to the customers During the flight customers had their preferred meal and beverage choice Eid Mubarak sweets were offered to all the customers,Compliments
KIMBERLEY'S HAIR WAS ALREADY TOUCHING THE COLLAR OF HER BLOUSE   It was observed that tip of Kimberley's hair were already touching her collar,Image 
"Feedback Regarding Professional behaviour and Image     Elisabet was reminded throughout the flight to replenish her lipstick and tidy up her hair a number of times  Despite reminders this did not improve She claimed that she did not like to wear lipstick and didn't want to replenish   Elisabet was constantly reminded to smile in the cabin but remained to look disinterested and unhappy doing the service and did not appear to interact with customers or colleges  One of our Platinum customers who was very chatty complained to the purser that she does not smile and does not appear friendly at all   Some of the team members commented that she was very tense and difficult to work with   During the service as she was operating as a sweetheart I observed her serving the drinks separately on her side , when I questioned her she stated Normally the CSV does not help with the drinks so I just did my own thing",Complaints
"Excellent performance  during both sectors Elis was observed:  being very proactive in completing her tasks without ever having to be prompt to do so  taking on extra workload in order to help her colleagues  interacting with the customers in a very polite and professional manner, and delivering service with finesse  helping families with infants on both sectors  contributing to a positive team atmosphere  being very approachable and polite throughout the flight",Compliments
"Adriana is very proactive and I could always rely on her in every situation   on the first sector there was A challenging situation with female customers being seated next to male, she immediately approached the situation and manage to make everyone seated according to their preference   there was A customer, who was trying to Seat on the crew jump Seat, she approached the customer and politely explained This is not allowed, had A little chat with A customer, which He appreciated   she volunteered to do camera even there was A lot of tasks to perform in the same time, A lot of kids were very happy   always volunteering for All tasks, ie customer special requests, call bells",Compliments
Crew commendation     Crew Stevan volunteered to assist with the medical case on EK 419 (SYD BKK)  He was very calm and was observed reassuring the passenger seated on 57D MR Rocky who was suffering from severe leg pain and swelling   Steven put his expertise of medical background to perfect use by assisting us with the medical situation  On GMS advise he made ice packs with towels from premium cabin since the ice pack n FAK was too small to cover the whole area  He kept me posted of the vitals of the passenger from time to time   He stayed with the passenger for 2 hours until the passenger recovered and made the passenger feel very comfortable   His empathy and care towards the passenger made him an excellent crew to work with,Compliments
Excellent crew performance I observed cabin supervisor Nikola's performance as below:   He was very approachable to team however he set up his expectation to deliver the service smoothly   He demonstrated his observation skill on EK382 to catch a thief   He well prepared all document to support local authority on thief case   He communicated with colleagues and shared relevant information   He offered help and support to his colleague when he was busy to attend other issue(EK383),Compliments
I would like to compliment POULOMI for her teamwork spirit by assisting WITH THE jC service with one SCV short as a new procedure with a full cabin and 100% wine drinkers POULOMI assisted with the wine service and replenishing other drinks orders,Compliments
"Delivering a high standard of customer service, working out of his grade displaying a very positive behaviour I received many positive comments from customers on Hytham service manner He takes a lot of time with the customers, and anticipates theirs needs, they were all very happy in the way he spoke to them during boarding and wishing them Eid Mubarak The Sudanese customers were all very impressed, that he was speaking Arabic to them and delivered a first class service On the ground he also assisted a wheel chair customers, and brought him to the door, he wished him a happy Eid as well and the customers was very touched He prepared a tray of drinks for the cleaners on ground and gave it to them individually Hytham also was helping in economy as an Arabic speaker during the flight Hytham offered help to FC and helped with the flight crew, and he was seen all the times playing with children and offering help to the parents",Compliments
"During dinner service, A customer vomited in the aisle, at the forward part of the cabin  Milica advised customer to clean at the closest lavatory and to not worry About cleaning the vomit   Milica retrieved the relevant kit from HRK and returned back to clean the vomit spillage, so that meal trays clearance can proceed and customer experience is not affected by the smell and sight of vomit   after cleaning the area meticulously, Milica covered it with blankets This gesture created A very positive image to our customers in that vicinity",Compliments
"EK 8795  15062018 FLT operated DSS  CKYDXB Unable to connect KIS tablet tried many times in the hotel and at the both airports Please FWD this report to the concern staff  department for flying payment for all crew members Regarding extra sector operated DSS CKY, As per roster we were suppose to operate flight from DSS DXB EK 795 was diverted and landed in to DSS instead of CKY due to bad weather We operate DSS CKY AND DXB,",Payroll adjustments
"Mr Ciaran Corrigan,49A, brought to my attention that, cabin crew Hyewon performed very well on this flight   He said she is truly an ambassador to EK   When the supervisor spoke to Hyewon, she said she started interacting with customer since boarding",Compliments
"Cabin appearance                Jennelyn Guillermo sn418708 and Tricia Valdez sn432054 managed to get me 26 cabin appearance defects on today's flight   They managed to spot all minor defects of aircraft's cabin, galleys and lavatories   The",Compliments
"During This flight, we had flexibile dining trial   Anne was motivated to manage the trial on both sectors of This trip   she came prepared with All documents and ready for leading her team   she was effective with her team talks, as she prepared her team for the service style, challenges and needs   she led her team effectively and in positive manner, so All crew were not stressed because of the trial she managed to achieve high service standards, making customers to compliment the team for me During the farewell   Anne showed to me professional behaviour and leadership quality, which were both needed for effective service delivery and customer experience",Compliments
"Customers enjoyed their flight , had a good rest and had their meals and drinks to their likings",Compliments
"First Class Customer Overall Experience   Was the First Class overall experience achieved for the customer: Yes  How was the customer's experience portrayed at the end of the flight: Over all experience were appreciated upon farewell  During your conversation with the customers, did you find them to have any suggestionsconcerns beyond the standard First Class experience: No, customer enjoyed the in flight services and appreciated privacy  What action could be taken to satisfy this customer's request and was it accomplished; NA  Feedback from F Class Cabin Crew (FG1's): No  Additional comments:  Customers were welcomed by the Purser during boarding  All Service Preferences  Purser Notes were reviewed when applicable  Cabin Crew actively ensured all suites were replenished when customers visited social area lavatories  All needs were promptly anticipated throughout the flight  Purser personally extended his farewell to the customers prior landing",Compliments
During flight Mr Miller and I had A short conversation While customer shared A positive feedback About economy class crew   Mr Miller stated that He was flying Many other airlines so far but Emirates crew is always brilliant in general with no exception on today flight,Compliments
Incorrect nail polish  Crew was observed not wearing the correct colour of nail polish,Image 
Customer overall experience achieved No complaints received,Compliments
"Customers were escorted to their suites and ensured that they were all familiar with suite functions  All requests promptly met and customers received their meal choices  All customers ate at the same time after take off; after their meals, dimmed the li",Compliments
"Excellent work ethics      It was an absolute pleasure working with Louise   She is professional and very proactive   Louise assisted in setting up the galley and carts for all services without be asked   She planned well ahead to prepared drinks drawers for the meal carts   On the BNE SIN DXB sectors she was working L5A and was seen helping setting up the aft galley drawers and carts again even after she had prepared her galley   Louise did not have to be prompt at any stage to attend call bell or secure the cabin when the seat belt sign came on, she was also confident and clear when making PA in economy for turbulence   Her hard working was noticed by myself and CSV Candice 402539",Compliments
"YC crew Mohamed (s436211) and YC crew Monika (s454094) had an argument during the last Express snack service as Mohamed took the drawer with sandwiches and gave sandwiches to the entire side of the cabin, instead of delivering them with drinks and helping Monika with drinks as well;   Crew Monika claims that Mohamed went to the AFT galley and stayed there for some time;   Crew Mohamed claims that when he got back to do drinks with Monika, she gave him an attitude he has never seen before;   When Monika was taking some drinks from the bar in FWD galley, Mohamed claims that Monika was opening carts and containers not in a safe way and could have hit him with doors;   Monika claims that Mohamed grabbed her by elbow at that moment and told her not to do that again, opening doors like that;   Monika denied that she opened the bar doors and containers in that manner;",Complaints
Excellent crew member      I had the pleasure of working with Dovydas for both sectors from DXB SIN BNE   Dovydas is very hard working and professional   He was always working with genuine smile on his face and assisting customers and crew   He was seen helping first operational crew member Alex in the galley familiarising her with the service flow and locations of items   His positive attitude rubs off on others   Dovydas is confident is his work and makes a positive impact on the rest of the team,Compliments
ek 93  ek94    I operated this flights as a cabin supervisor even if I wasn't on the GD,Payroll adjustments
ek 93  ek94    I operated this flights as a cabin supervisor even if I wasn't on the GD,Payroll adjustments
customers were served their preferred meal and drinks During the flight  no showerspa reservation  During service check customers were All happy and satisfied,Compliments
"Dear Janet I wanted to highlight Ivana's amazing performance onboard   It was my birthday and she went out of her way to buy me a cake and a souvenir from ZAG and surprised me in the bus with the whole team, I was extremely touched   She always ensures the highest standards are maintained during the flight   On the return sector we had many challenges in regards to catering, equipment, shortage of drinks, water, etc   She managed to solve each and every issue without affecting the customer experience",Compliments
"CUSTOMER COMPLAINT ABOUT CREW MEMBER   Upon disembarkation in Delhi, as the curtains were closed between JC and YC on the RHS, cabin crew member Ahmed sn 400214 went to assist an elderly customer travelling with his family seated at 11F as he had done consistently throughout the flight   During this time Mr Saroha pushed his way through the cabin to disembark and offer assistance He stated that he saw Ahmed leaving the elderly customer by himself without assistance and was disgusted by his behaviour   Ahmed had told Mr Saroha that the customer at 11F was a wheelchair customer and had then gone to L2 door to ensure that a wheelchair was available for him before returning to the customer   When this was explained to Mr Saroha upon disembarkation, he stated that he wanted to complain about Ahmed and wanted the address to do so",Complaints
several crew members from YC including myself observed Suchitra thoroughly tiding lavatories   I noticed she did more cycles than expected   she was always smiling to crew and observed smiling to customers whenever they were around her   Suchitra appears genuinely dedicated to her role,Compliments
Operating as GR1   we had A short of GR1 on This flight,Payroll adjustments
"Crew Performance   We had short of GR1 on this sector   Jade s437701 operated as GR1 on both sectors   Jade showed confidence using the MOD   She was observed talking to customers, introducing herself during boarding and introducing the seat   Jade",Compliments
"This report is in regards to cm Aleksandra Dutkowska 452515 Her cabin bag wheels do not work properly She is not due for a new cabin bag but she cannot use it with any ease at all She needs a new one The wheels repeatedly stop working and she has to pull it without the wheels working with great difficulty, especially with our other bags in hand This does not give a good I&U impression to anyone who can see her struggling to pull it",Image 
"Dr Rashid informed me as well as the purser that he was very happy with the services particularly he mentioned the excellent work done by CSV AMR staff no 404314 operating as GR1 and CCM RAFAA staff no 435711 Dr Alshehhi stated they were caring, smiling and very attentive to the customers all the timehe stated he could tell they were really genuine and they enjoyed a d liked their jobs",Compliments
2 CCM did not have rooms allocated nor allowance when checking   Hotel staff said that CCM names where not sent by emirates to the hotel   This took up to 20 minutes after all crew had checked in to solve,Hotel Feedback
Crew operating higher grade,Payroll adjustments
"During 34 of the flight, YC Cabin Supervisor Ricardo Ribeiro 414381 informed Purser about customer Mr Silva, who complained about GR2 Tristan Lahuec 443893   GR2 Tristan approached the CAPT in this respect   During the initial stage of the service,",Complaints
"CUSTOMER BEHAVIOUR TOWARDS CREW MEMBER   During Lunch service Mr Silva complained that crew member Tristan Lahuec (s443893) was impolite and ignored him during service, stating I was waiting with my empty glass and he didn't even acknowledged me, as I wanted more red wine, and who he thinks he his to tell me not speak to him anymore?!   Mr Silva asked how he could complain about him and that he did not wanted to see him again during the flight   After the service while crew was in the galley Mr Silva came in the galley and as Tristan left the galley, customer started talking to the crew about the situation once again As Tristan had to go in the galley to serve a customer he passes next to Mr Silva and Mr Silva tells him I'm going to send you back to Paris and French people are not good in front of crew member Ecaterina Palibroda (s424405)   Mr Silva was having Hennessy and red wine during the flight",Complaints
"I had the privilege to fly with Darina on a previous BRU flight, where her MFP was not completed due to NIL customer on the outbound and 1 DND customer on the inbound sector   On today's sector, Darina again displayed a thoughtful approach of her colle",Compliments
"CUSTOMER WAS NOT HAPPY WITH CREW ATTITUDE   During Lunch service Mr Cruz complained that crew member Tristan Lahuec (s443893) was not doing the service, for him, according to his expectations   Mr Cruz stated He is not friendly, he is rude the way he addresses the passengers   Mr Cruz also claimed that Tristan said I have to feed 300 passengers can you make up your mind   Mr Cruz asked to make a complaint of him as Is not fair on the rest of the crew because today you are really good, with the exception of Tristan",Complaints
"ANGELO JUNIOR Angelo shows a high level of initiative and is proactive, professional and engaged He assisted and informed crew about each stage of the MCO process (delayed rooms, complex airport pick up location, process involving taxi for delayed crew at customs) interacted positively with ground staff and hotel staff",Compliments
KAMAL SAAB 073485 Nothing short of amazing,Compliments
"IMPRESSIVE BEHAVIOUR AND PROFESSIONALISM      I have observe Catherine on 4sectors and have to say she really amazed me  She is very professional, soft spoken, helped the crew with setting up the social area, everything was prepared on ground for her wa",Compliments
crew member was deadhead as she was unwell During the flight,Payroll adjustments
Crew member Jelena Tesic staff number 222456 was unwell and was deadheaded during the flight,VCM 
"Excellent performance   She has excellent selling skills while doing duty free in the cabin  She is always smiling and friendly to customers and colleagues  Very hardworking crew, anticipating crew and service needs and preparations",Compliments
"Excellent performance   Crew member Anca was pulled out to operate current flight in the CSV role, the following was observed:   Displayed confidence and positivity to accept the challenging role and challenges a head   Calm, friendly and understanding towards her team needs   Effectively in a timely manner communicated incidents, her actions and the out come   Offered assistance to her colleagues when needed   Managed her cabin and customer experience adequately well",Compliments
FG1 operating CSV   Crew Anca s 413655 operated both sectors DXB CCU DXB as a CSV,Payroll adjustments
He complained that CC Victory (MR3) came across rude to him and his wife during my CRC break  He claimed that she asked him to give drink orders all at the same time when he asked for his wife tea after receiving his water  He said that it was such a r,Complaints
"customers welcomed warmly on ground, menu delivered, orders taken and meal appreciation completed",Compliments
"General Comment on Customer Feedback for Category 1, 2, 3, 4 & 5 First Class Customer Experience Touch Points:  Customers were welcomed at the door & escorted to their seat  Introduced self & the team highlighting the First Class EK experience & expectations on the flight  Menu & wine list distributed & ensured that the FC crew understood the customer’s expectation through interaction with the customer  Service checked on customers throughout the flight ensuring that their satisfaction was granted by completing the meal appreciation feedback  Before Top of Descent, customer’s feedback about flight experience was very positive & customers really appreciated the attentiveness of the entire team  Generally, very positive complements received on this entire journey",Compliments
Anca has been very professional and approachable throughout the flight  she constantly had A genuine smile While interacting with customers  she is very well organised and managed both galley and the L5 cabin area without being asked to complete any tasks,Compliments
"Untidy handover     Please be advised that once FC crew boarded the aircraft in LOS, they found FC galley in poor state (there is return sector catering for this flight from DXB): dirty and clean crockery and glasses were mixed, causing bad smell for the clean ones and some items leaking on the clean ones; few meals left in the oven; goodies basket and empty crisps can left in the fridge; open dates left in the date box; JC espresso pod left in the FC espresso machine which broke while trying to take it out; only one individual lunch bread found for catering for 4 customers",Complaints
All of the customers were happy with the service,Compliments
"iO MsKleeman highlighted to me that she was happy with OUTSTANDING PERFORMANCE of This crew member   I also observed that This crew was attentive to customers genuinely When One customer complained that A customer sitting behind using phone with speaker on high volume, she politely explained to her that that particular customer was visually impaired and had to turn on speaker for guidance When using phone as A result, she understood and did not complain further Due to This Complaint, This crew also walked around the area to see if any other customers were possibly disturbed by the speaker noise so that she could offer ear plugs or Seat change",Compliments
She was extremely happy with the crew   She commented to me that the crew were excellent and hands on and she really had a great time with EK She particularly highlighted the outstanding performance of UR3 430229 Weyneshet Benti,Compliments
"Mr Dildey said that he is having a great flight He said that the attitude of the crew is very good, as the crew is attentive, caring and pro active He said that Hania and Borbala were attentive, smiling and always asking him if he needs anything",Compliments
"Compliment on the crew performance : Waranyu Phusakunsuk staff no 440056   Ms Jephtha gave a compliment to the crew member Waranyu on his customer orientation   At the end of the flight, Ms Jephtha stated that she would like to make a compliment on",Compliments
it was obvious that crew Anni Kaasil S412275 has individual lash extensions   however crew Anni stated that they were her real lashes as she had went through special treatment,Image 
"Customers enjoyed fully the flight, had their meals and drinks and disembarked with a big smile on",Compliments
Esra's high heel shoes got damaged (on the bottom part)  She went to Uniform store However her size was all out of stock The staff said they do not know when will more of stock to come  Today she went to uniform office at EGHQ before came to briefin,Image 
"Marouane was observed very proactive during boarding ,assisting customers with seats , introducing himself    he was observed interacting with customers and checking on their needs during the meal service    Upon finishing of J class service he volunt",Compliments
crew prepared her birthday cake and surprise card MrsZanghi was happy with This event and cried,Compliments
crew PERFORMANCE     as A colleague from the same country and as her CSV I would like to take This opportunity to thank Dulali for being such A genuine and hard A working crew member through out both sectors  Dulali showed genuine care to When ever she stepped into the cabin and always answered customers request with smile on her face  crew like Dulali makes Emirates special,Compliments
"GR2 Emma Lubbi   Crew has strong customer service focus   She was seen during the flight, looking for opportunities to have a chat with different customers checking on their well being, from boarding and during cruise   She also had with her some soap Bubbles which she used to amuse the children onboard   When customers in her area got into an altercation about reclining seats and pressing the IFE screen, and annoying each other, she got the French speaker to assist her in resolving the conflict She also moved one of the afflicted party away and checked on their well being so that the discomfort cease to escalate   She also assisted with a child who vomited due to the turbulence She changed the seat cushion and kept the purser informed so that the soiled cover could be replaced by the engineers",Compliments
Daria was optimistic and very helpful throughout this long flight She was observed helping a mother with her two children settling in and also introducing them to the ICE system She also enrolled the customer and her children by using the KIS tablet She is an overall good team player and a positive influence The customer and I would like to extend our appreciation,Compliments
This is to ensure that crew member s397686 get paid for the flight EK 764 on the 160610 Her profile was not available on the EK 764 flight information,Payroll adjustments
"In CMB  The Gateway Hotel Cabin crew are given rooms in different buildings   senior crew are given rooms in new building, junior crew to the older building   Captain, first officer, purser and CSV's where assigned rooms in the new building   Upon reaching my room, 513 I could hear loud hammering through room walls   The hammering progressed to drilling causing the walls to vibrate   This loud construction continued from 10am through until 4pm, and again from 5pm to 8pm   It was impossible to rest during my layover,",Hotel Feedback
"Worked in a Higher Grade Somar was pulled out and worked as GR1 on this flight Please make sure, he to be paid as GR1",Payroll adjustments
Customer compliment  Crew member Somar Awad was rostered to work in J class  It was his second opportunity to work in the J class cabin  Crew performance in J class was highly commendable  Soma also received compliments from Ms Rosalie Grinham who was seated at (10F)  Ms Grisham was impressed by Somar‘s good service and attention to detail,Compliments
Customer to Crew Compliment   All FC customers were pleased on crew performance Feedback given was that crew were friendly and attentive to their needs Common meal request was AVML Paneer and all of them were happy with the way crew presented and del,Compliments
"Appreciation for Kamolika Rajat Ghosh, s391249     VR to highlight Kamolika's professionalism on this sector   The cleaners were signed off and Kamolika saw that the galley top was full of oil and debris   The suites still had bits of rubbish in them and she decided that she would clear the suites instead of calling back the cleaners; this meant no delay in starting the pre flight securitysafety search   During the flight, she attended to our 3 customers and ensured that she met and anticipated all their requests",Compliments
"Inbound YC team did not clear the YC ovens on arrival into CCU     YC CSV, Stamatia Amanatidou, s416319, informed me that the YC ovens had not been cleared by the inbound crew",Complaints
"Excellent Performance Notification     During this trip, Ines displayed a great performance level and customer focus During the we care cycles, she engaged with customers and informed them about the benefits of joining the Emirates Skywards programme She was observed to be always smiling genuinely from the moment we left Dubai until we came back a week later after working four sectors She was always happy and positively energizing her colleagues Ines was caring for families with children, she ensured all the kids on board received toys and took pictures of the families and carefully personalized the photo frames",Compliments
"Excellent performance notification     I had the opportunity to work with Helen on this 4 sectors trip and I have noticed her outstanding leadership skills, she used the opportunity of a multi sector trip to foster and develop colleagues who needed improvement by giving them clear directions and constructive feedback She owned the customer experience in her cabin and was very thorough and professional when dealing with customer issues Her colleagues on this trip greatly benefitted from her valuable experience",Compliments
"Excellent Performance Notification     During this trip, Hesham displayed a great performance level and customer focus During the we care cycles, he engaged with customers and informed them about the benefits of joining the Emirates Skywards programme He personally cared for a family fasting during the flight and ensured they had their iftar meal in a timely manner He was looking after two UMs on the flight and ensured they had an amazing experience by showing them how to play cartoons on the IFE and offering them toys as well as taking their pictures",Compliments
"Excellent Performance Notification     During this trip, Sunnam displayed a great performance level and customer focus During the we care cycles, he engaged with customers and informed them about the benefits of joining the Emirates Skywards programme She managed to enrol more than 10 customers in a single sector and was very confident and knowledgeable with the skywards products She cared for the customers requiring wheelchair by checking on them on each cycle of we care",Compliments
"Being a FC crew member being pulled out to work out of her grade it was quite evident that Marina was on top of her customer service skills Bearing in mind the Attention to details factor was very obvious   She sought clarification whenever needed,",Compliments
The crew Marion Duchemin (432594) demonstrated a high customer service skills getting compliments from some customers,Compliments
Customers Feed Back   There was no complain from any of our first class customers during the flight  All of them disembark happy and said thank you for a wonderful service,Compliments
ANDREA SOMORJAI 434783 (Manager: Anita Grillo) NADYA SHISHENSKA 426187 (Manager: Jo Anne Warda)   The passenger stopped me several times to praise the service of the crew in general and Andrea and Nadya specifically   He said he had never had better on board service   He also praised my leadership   He said he would definitely fly Business class with Emirates again whenever he could,Compliments
customer after the flight informed that she was very happy and delighted by the service offered by Andreas Aprozenu  customer stated that she was polite and helpful and anticipated her needs,Compliments
"Observed that Koppany is working hard during the flight He displayed strong team work toward colleagues by offered his help wherever he could He offered crew meal to his team to eat first and he is the one to eat last at near top of descent Koppany is duty free operator in this flight , observed that he went to the cabin many times trying to make a sales Weldon and keep up the good work",Compliments
"after landing, my attention was needed at MR4 door, where Ms Schmid was being very upset and was taking the names of some crew   I immediately went and asked her About the reason for her dissatisfaction   she claimed that she and her mother had An ext",Complaints
Samantha did not have her nametag with her on her jacket nor her waistcoat   Samantha claimed she forgot it at home under the Pressure of A tight roster,Image 
"Customer complaint       Mrs Elguindi, requested to speak to a supervisor after the lunch service  Customer stated that crew member Jennifer, s427116 refused to give her the chicken option  Customer stated she could only eat chicken and nothing else  Customer stated crew were being rude and unprofessional  Cabin crew informed me that she told Mrs Elguindi, that she did not have chicken on her cart and would come back to her soon as possible  Customer is staff",Complaints
"Elena took the leadership and took the Suppy through all the aircraft during the flight  After the service, Elena asked for permission to take the Suppy for a walk, showing her the safety and security aspect from the aircraft  She showed a strong leadership and patience towards her colleagues  She explained carefully all the safety equipment, eg use of the interphone, safety equipment, lavatory calls, work spaces in the cabin etc  During the service, Elena was explaining with details all the aspects of the service",Compliments
customer informed me During cruise that This was One of his best flights with Emirates  customer was not happy earlier as He informed me that on his previous flight He did not get the vegetarian meal as his travel agent forgot to order  He claimed that He asked A vegetarian meal on the flight and the crew declined and did not take the effort to organise anything for his wife as his wife is strictly vegetarian  customer informed me that He will go online and write good moments regarding me and my crew for taking the effort to get him and his wife vegetarian for Lunch  He informed me that He observed me taking the effort and making sure that He and his wife got the vegetarian even though they did not request for it on to days flight,Compliments
"CUSTOMER VERY HAPPY ON THIS SECTOR WITH CABIN CREW PERFORMANCE Customer boarded aircraft last and mentioned she was the group leader of approximately 100 passengers on this flight Upon her request, I informed her of availability of seats 49JK, she was very happy Customer commended crew for making sure temperature was adjusted properly and for finding extra blankets for her She was also very happy with my explanation of how immigration procedures take place in Seattle airport a plus directions I gave her to find her way out quickly with her group",Compliments
Cabin crew worked out of Grade both sectors (DXB BRU and BRU DXB)   Cabin crew Joanne worked in Business Class both sectors as crew compliment was reduced out of Dubai,Payroll adjustments
"Cabin crew Joanne operating out of grade   excellent performance   As the crew compliment was reduced out of Dubai, Joanne operated as Gr1 both sectors On the way back to Dubai I observed her to be confident, know her job well and to perform with excellent customer service abilities Her speed was almost equal to her more experienced colleague working in the LHS of the cabin",Compliments
