description,subcategory
SYNCHRONISING ERROR  The flight closed with the incorrect customer passenger load  displayed as 26161 where as actual figure was 40304,KIS Application
was unable to get flight close at DAC   customers figure was not updated,KIS Application
KIS connection in Peshawar stated no mobile service  The flight initially did not open in Peshawar,KIS Application
KIS did not sync on this sector   Therefore flight was not closed   Crew could not use MOD,KIS Application
This report applies to EK795 170618: MODs could not be synced or used during this sector as the trip could not be updated on KIS tablets MODs did not connect,KIS Application
"Planned trip pairing was DXB CKY DSS DXB Trip was operated as DXB DSS DXB due to a weather diversion and subsequent cancellation of a sector Was not able to update trip, open or close remaining sector",KIS Application
Final flight was not synchronized properly which caused wrong final load figure,KIS Application
no flight final was received in the KiS tablet for This sector   worked with PIL as A tool,KIS Application
no final Load received ex KWI,KIS Application
Out of LHE there was no connection Tried connecting to the airport WiFi but still couldn't down load the flight,KIS Application
"Connection, no mobile service in Peshawar  Before closing doors in Dubai, the initial flight closed, but after take off it opened again  After landing into Peshawar, connection showed no mobile service",KIS Application
PURSER NOTE  A Purser note from my previous flight was highlighted under every passenger on this sector,KIS Application
Unable to complete Sync       Unable to complete Sync with all 04 KIS tablets out of DME,KIS Application
LOST DATA   Flight closed on ground with full passenger compliment I used the device to talk to customers   After take off CSV came to me and said that the closed flight was showing the wrong information with only abut 40% of the total load She asked to use mine   However my device was now showing the incorrect information also Despite having downloaded the correct data only approx 45 minutes before,KIS Application
No data conection   Mobile connection showing no service   Could not close the first sector or open the flight,KIS Application
Unable to close flight leaving SFO,KIS Application
"No flight information this sector   During our time on ground in Nairobi, I had closed the previous sector flight via mobile connection available, however new flight information never loaded via mobile connection   Ground personnel informed, they assisted with their own wi fi connection however no flight information loaded for this sector on either devices of 2 pursers and 1 CSV KIS App with Wi Fi or mobile service",KIS Application
KIS didn't get flight final    KIS PC synchronised but didn't get the flight final till we closed the door,KIS Application
NO CONNECTION neither in CMB nor using OnAir network,KIS Application
"NO PRINTING AND WI FI CONNECTIVITY        onboard, i am unable to print special meals with my KIS tablet, however CSV's can print  at the hotel, i am unable to close the flight, even though it shows my KIS tablet is connected  browse page displays that , nothing can be browsed as hackers are attempting to view material I take the KIS tablet to administrator  CISCO connect inop",KIS Application
Please be advised the printer on this aircraft is inoperative The ink drawer is broken,Printer
KIS application DID NOT SYNCHCLOSE for this flight,KIS Application
"NO DEDICATED TABS AVALABLE FOR GENERAL INFORMATON                                                                      1 DELAYED DEPARTURE DUE TO TWO MISSNG CUSTOMERS BEING OFF LOADED ( YC ) STD : 0725 ATD : 0745 LAST CUSTOMER BOARDED : 0715 DOORS CLOSED AT : 0730 CHOCKS OFF : 0745 2 03 WCHR CUSTOMERS , ALL ASSISTANCE PROVDED 3 ONE UM , 46 A , Duly received, and Handed over on receipt as per standard n Casablanca 4 All Left hand side toilets couldn't be flushed on Ground, Known problem by the engineering and was communicated to us, And an assurance given that they will start working during flight and they did work 5 All crew Pass ports and declaration cards handed over to Immigration as per procedure Duty free normal PA as well the special PA done prior to commencement of duty free, Cabin message sent",KIS Application
Waitlist meal printed with special meal stickers      When printing the special meal stickers the waitlisted meals are not printed with the 'WL' letters on as before   This causes confusion and is time consuming as we have to go through all the meals with the PIL to confirm which meals are the waitlisted ones,KIS Application
Flight not open     Couldn't open flight application,KIS Application
tried to open the flight 3 times did not connect or open,KIS Application
"Qantas HVC Not Showing On Application   After the flight final was received (before take off), none of the Qantas HVC showed under the High Valued Customer checklist   Before the flight final downloaded, I could still see both the Qantas and Skywards HVC",KIS Application
Printer inop,Printer
The KIS tablet did not upload the final load for the flight,KIS Application
KiS tablet application did not close the flight   did not receive final figures for This sector but reconfirmed with ground staff and PIL info,KIS Application
The flight showed closed (green) on the kis tablet but a lot of customers that checked in were not showing and their info was missing,KIS Application
Printer on this AC does not print A6 EUC,Printer
we were unable to connect in Basra,KIS Application
Printer was not charged,Printer
Printer was found inoperative the colour cartridge cannot be fitted properly,Printer
Addition of information in the KiS application  Please add the STD (Scheduled time of departure) on the tablet as CSV do not receive A VR for the return sector,KIS Application
No Network Availability        There was no mobile network availability   Connected through the airport WiFi,KIS Application
flight final was not downloaded and we did not received All the customers information,KIS Application
"kIS tablet fully synchronised initially Conducted two upgrades from JC to FC on ground and the FC load showed 8 instead of 6 Just before take off, the load went back to 6 again, hence the two customers appeared in JC again However the miles charged still appeared under their profile",KIS Application
The Printer on this aircraft is inoperative  2 Different KIS Tablets were tried and the ink cartridge replaced but it remained inoperative,Printer
Sync did not Close flight when departing Sydney Mobile and WiFi connections were tried and both were connected but not successful in closing the flight Mobile connection in Christchuch was not available but wifi was also unsuccessful in opening the flight same was applicable in Sydney for the final sector on both wifi and mobile connection was established but not able to open the flight,KIS Application
Printer could not be switched on  the adapter does not fit in any of the additional sockets on This aircraft,Printer
KIS not connecting to Network    Flight could not be opened due to no connection,KIS Application
"No GSM connection out of PEW, used ground staff hotspot to download the flight",KIS Application
"MFP saved on draft get deleted after sometime   MFP was showing draft now showing pending, as if it was not edited or filled",KIS Application
Printer INOP    Both printer cord and Bluetooth wireless option was inoperative,Printer
KIS Printer loaded on this AC does not print   After print command is sent all the lights on the printer starts flashing,Printer
KIS tablet informations were not fully synchronized There was no informations about about INAD's traveling on the flight,KIS Application
Printer INOP         Printer ran out of ink   no replacement found in the facilities container,Printer
"• Flight final not obtained, prior to departure",KIS Application
Seat Swap   I upgraded the passenger using miles via the KIS tablet  Half way through the flight the KIS tablet showed the passenger back in his original seat with the miles still showing as deducted,KIS Application
KIS Position allocation option on this LRV for B777 200LR 2 Class   We have crew complement of 4 G1s for LRV (Normally 3 G1 crews)  One of the crew supposed be positioned as R4C as there are only 3 positions available for the crews in JC except for CSV who takes R1A  However position allocation option does not have R4C,KIS Application
"flight EK342 was closed after landed in KUL, but When I opened KiS APP today, the closed green icon disappeared, flight again became not closed",KIS Application
"EK 188 DXB BCN Departure 040618 Arrival 050618 Net Gear HS 1101601271 Lost during duty After a follow up with the team taking over the aircraft, security team whom completed the security search's to Brisbane trip, lost and found terminal 3, business class team, and both CSVs, I was unable to locate lost net gear CSV Marcelo Araujo s390189 was in charge of collecting and returning lost device",KIS Application
KiS did Once again not work at All in the terminal to download the flight  KiS would not connect to any of the EK lounge or terminal networks either,KIS Application
No flight final received,KIS Application
Unable to obtain final flight information before leaving Perth,KIS Application
no final received,KIS Application
Cartridge for the printer is broken and unable to use the printer on this flight,Printer
"on arrival in Sydney I close the flight DXB SYD sector and appeared green flight closed successful, and mobile data connected  When I logged on the KiS again it showed the DXB  SYD sector was not closed",KIS Application
No connection while in LUN with the kis tablets Ground staff offered a mobile hotspot which we connected to and download the flight details Once download CSV used the Netgear to download details,KIS Application
tablet did not synchronise until after boarding and When it opened it did not finalise till the end of the flight  some details such as customer names were missing and the actions Tab did not display until the end of the flight also  All tablets carried by seniors had This problem,KIS Application
"FLIGHT OPENING ISSUE KIS had mobile data connection in BLR Arrival flight was closed with mobile data However, departure flight EK567 did not open with mobile data",KIS Application
KIS APPLICATION NOT SYNCRONISED  KIS tablet did not pick any WiFi connection at the hotel prior to the flight  Onboard KIS tablet did not pick up any WiFi connection with the purser KIS tablet  KIS tablet picked up on WiFi three hours prior to landing  Purser KIS tablet did not open the flight till mid flight but connection still was poor and flight did not open,KIS Application
Airport WIFI CONNECTION available but not able to connect  unable to open flight for DACDXB  unable to use MOD to take drinkmeal orders,KIS Application
No flight final   Synchronized until last minute,KIS Application
While in the hotel opened the KIS tablet using the hotel WI FI Flight did open on all Kis tablets Flight details did not update once we left the hotel Flight details did not finalise and close,KIS Application
KiS tablet did not synchronise the final flight from LAX to DXB  lots of information About customers were not available,KIS Application
flight final not received for the DXB DME sector   flight did not close,KIS Application
Flight did not close in DXB on the DXB DME sector   All 3 CSV's and myself did not receive the flight final in DXB as the flight was still open,KIS Application
"No Connection I was not able to establish any kind of connection on board ( No Ahlan wifi, no mobile network ) Connection was switching between wifi and mobile Data however no flight final  Whatever flight info received when opened the flight in EGHQ, no updates when left EGHQ I received the flight final after TO from csv who connected through on air network",KIS Application
No flight final was obtained at DUS,KIS Application
"NO DEDCATED TABS AVAILABLE FOR GENERAL INFORMATON                                                                       1 ON TIME DEPARTURE ( 02 minutes ATC delay ) STD : 1525 ATD : 1527 LAST CUSTOMER BOARDED : 1507 DOORS CLOSED AT : 1515 CHOCKS OFF AT : 1527 2 DUTY FREE PROMOTION PA DONE ALL CREW WERE ENCOURAGED TO PROMOTE AND EDUCATE CUSTOMERS ON AVAILABLE DUTY FREE PRODUCTS AND THE OFFERS ALSO TO HELP THE DUTY FREE OPERATORS, 3 25 K CUSTOMER, OLD LADY TRAVELLING WITH HER DEAD HUSBANDS ASHES, FAMILY SEATED IN YC , Due to her condition One family member was permitted to visit her occasionally with the permission of the purser  CSV  Customer and the family were very happy about this gesture and was thank full 4",KIS Application
The tablet would not connect through mobile connection at the outstation hence airport free WiFi had to be used to obtain the flight final,KIS Application
PRINTER CABLE BROKEN,Printer
Please note that KIS did not sync at the airport in GLA on all KIS tabs,KIS Application
On board printer inoperative,Printer
SIM didn't seem to work   It showed that NO SERVICE on roaming (Seems that DU sim doesn't work in most of outstations)   Tried to connect WiFi at the airport but didn't work,KIS Application
flight failed to open ex BLR as the data did not connect   mobile network unavailable Message was seen,KIS Application
Unable to establish connection with mobile network to open the flight,KIS Application
Unable to close flight when arriving at SFO,KIS Application
Printer does not print via USB have to enter password each time,Printer
MOD was forgotten on board EK304 DXB PVG on the 10th of June It was presumably forgotten in the stowage above the ovens on the left hand side of the business class galley (A380),KIS Application
Mobile Ordering Device was forgotten onboard EK304 DXB PVG on the 10th of June Presumably forgotten in the stowage above the ovens on the left hand side of the Business class galley (A380),KIS Application
Mobile Ordering Device was forgotten onboard EK304 DXB PVG on the 10th of June Presumably forgotten in the stowage above the ovens on the left hand side of the Business class galley (A380,KIS Application
Mobile Ordering Device was forgotten on board EK304 DXB PVG on the 10th of June Presumably in the stowage above the oven on the left hand side of the business class galley (A380),KIS Application
The Mobile Ordering Device was presumably forgotten onboard EK304 DXB PVG on the 10th of June It was forgotten in the stowage above the ovens on the left hand side of the Business class galley   Contacted the galley operator who operated EK305 PVG DXB,KIS Application
Mobile network not connecting   Mobile network did not connect   Flight did not synchronize   Dispatcher informed me that one of the ground staff will open his hot spot to use   Used ground staff to synchronize flight,KIS Application
"Qantas HVC not showing on HVC checklist    Since the most recent update that was performed on the KIS application, Qantas HVC are not showing on the HVC checklist   Only Emirates Skyward HVC show up thus some Qantas HVC are not greeted as a result",KIS Application
Unable to close the flight  Unable to establish connection through mobile data once arrival at BOM hence the flight was not closed,KIS Application
"KIS application remained OPEN out of Dubai This same problem is happening on every flight out of Dubai, Never get the Final on the flight",KIS Application
Printer is INOP    Aircraft Reg   A6 ENW,Printer
No connectionsynchronisation in SIN,KIS Application
"after closing the first sector and it showed green, it showed yellow again",KIS Application
NO NEW FLIGHT INFO DUE TO KIS UPDATE   My KIS would not open in briefing due to an update   I could not use my KIS tablet for the flight,KIS Application
Printer inoperative   The printer was unable to print the special meal stickers from the KIS tablet   Two different tablets were used but not successful,Printer
No Sync either sector,KIS Application
KIS unable to connect to mobile networks in CMB  KIS tablet didn't connect to any mobile network in Colombo Sri Lanka Therefore flight final figures weren't received for the flight(except the initial information received while connected to hotel Wi F,KIS Application
"PRINTER DOES NOT WORK PROPERLY   While printing the stickers, it was observed that the printer was giving error, as there seemed to be a misplacement of paper notice, yet the paper was positioned as per the correct procedure   The cord to connect the printer to the KIS tablet was also missing",Printer
KiS could not fully down Load or close the flight in LGW,KIS Application
TABLET GLASS CRACKED  Tablet was left on the galley top by the ovens  Crew member Lin Wang (staff449438) opened the oven door not realising the RHS of tablet was under the oven door and made a crack in the glass,KIS Application
Printer missing USB cable,Printer
Flight did not download completely and did not close on the KIS application,KIS Application
Unable to close flight final at SYD,KIS Application
No connection established in HKG ('Mobile : no service' displayed on connection menu),KIS Application
"flight was downloaded from the hotel wi Fi, but no CONNECTION from the SIM Card When we reached the Airport flight was open but could not be closed even afterwards with wi Fi from the ground staff",KIS Application
KIS failed to reach the final load MOD was not used due to KIS not fully synchronised,KIS Application
All three tablet were synchronised and connected while on ground in LUN No flight details download No information on the KIS tablet,KIS Application
Error on KIS application   The position for EK50 was pre assigned as EK49,KIS Application
Sim card did not work as usual on any station Mobile network states no service Could not download the flight MOD could not be used as there is no flight info,KIS Application
Printer on AC A6 EOV is inop   Nothing prints all docs go to pending docs,Printer
flight only opened however did not finalise or close until arrival in to layover destination  Many names and customer details not available Due to lack of synchronisation,KIS Application
had Many issues with All KiS tablets on both sectors   flight was closed on arrival in LGW and the next day showed it had not be closed  flight final was not received and Then showed th flight had not been closed from the previous sector although it had been twice  could not complete MFPs as although they had been Assigned they could not be accessed,KIS Application
The flight did not close   Flight final was not received,KIS Application
Printer Inop    KIS printer was inoperative from previous sector   Only 17 SPML for this sector with Lunch and light bite service,Printer
"Pls note that after numerous attempts to get a connection, I did not receive a closed flight status",KIS Application
SCREEN DAMAGE   MOD placed on galley counter for purposes of and while doing service;   Appears another crew must have accidentally pulled the ice drawer above the counter over MOD and cracked the corner of the the MOD screen,KIS Application
note that the Printer was not working and the stickers were done manually,Printer
"KIS tablet could not be synchronize  During boarding, KIS tablet could not be synchronize even when netgear is switched on  Flight information could not be loaded and closed",KIS Application
BOM sector could not be synchronised at BOM station,KIS Application
"NO DEDICATED TABS AVAILABLE FOR GENERAL INFORMATION                                                                         1 SHORT DELAY DUE TO BAGGAGE LOADING STD : 0840 ATD : 0856 LAST CUSTOMER BOARDED AT : 0835 DOORS CLOSED AT : 0840 DOORS ARMED AT : 0845 CHOCKS OFF AT : 0856 APOLOGY PA DONE BY CAPT Explaining the delay reason 2 ONE IO ( Mr Khoury ) 03 A ( All asst; provided , Financial times news paper provided 3 Duty free promotion PA s done , Ramadan Kareem PA done, 4",KIS Application
My KIS tablet front got frozen after I left HQ,KIS Application
Due to the permanent KIS tablet damage I was not able to assign and complete the MFP for Hana Lee staff nr 405757,KIS Application
Due tobthe KIS tablet permanent damage I was not able to complete MFP for Samuel Donoghue staff nr 306235,KIS Application
"KIS could not find ahlan  network in the aircraft while boarding  Thus, my KIS tablet could not close the flight to sync",KIS Application
Re: Mobile Service ex SYD    Mobile services were not available ex SYD   Flight was synchronised using WiFi   Flight Finalised status was received,KIS Application
Unable to establish the connection using mobile data ex JED,KIS Application
No mobile network connection to synchronize for return sector,KIS Application
KIS tablet does not synchronise with CSV tablets No information comes through either in flight or after closing,KIS Application
"Customer is Qantas Frequent flyer but it was not showing on the KIS tablet According to the PIL, Mrs Weerasiri is a Gold Qantas Frequent flyer but there was no information on the KIS tablet",KIS Application
Flight opened but could not get final figures until landing,KIS Application
Unable to use the net gear to sync all tablets and MOD's on this sector   Both CSV tablets were unable to get a final,KIS Application
There was no cord (the USB connecting the printer to kis in case of blue tooth connection failure) in the printer case,Printer
Flight remained OPEN out of Dubai Did not receive final customer figures,KIS Application
"there was no data CONNECTION available in SFO   flight closed Once, however there was no updated with final load",KIS Application
No finalsync,KIS Application
KIS NO CONNECTION   mobile no service  KIS application nay works while connected on WiFi,KIS Application
"During service, i dropped my MOD from my hand by accidentand the screen of MOD has been broken",KIS Application
Could not synchronize or connect to open flight,KIS Application
KIS would not close to synchronise flight on arrival in DXB Tried to synchronise via Ahlan at remote gate and later on data but was unable to KIS eventually synchronised via wifi after,KIS Application
During the stay in LIS the mobile data was not working   I couldn't close or open the flight in LIS   It was showing in the WIFI indicator panel  Mobile data not available,KIS Application
"TIME SYNC All orders taken on the RHS showed they were ordered 6months ago on the kis tablet On the MOD itself, correct time was reflected",KIS Application
No ConnectionSync        Throughout the whole flight there was no connectionSync  MOD was not used,KIS Application
PRINTER FOUND INOP UPON BOARDING   During security searches it was found out that the printer for special meal stickers was inoperative   The printer was brought before departure,Printer
flight reviews not being able to save Message received   All examples and observation entered swipe off and not showing on the flight review after entering them   not the first time This is happening after I enter the observation in the COMMENTS box t,KIS Application
Flight final was received during boarding however the flight status returned to 'open' prior to push back,KIS Application
KiS not working     Crew member simone 407518 kis tablet was requiring password update   Took the tablet to KIS support who informed they couldn't fix the problem and to call IT   IT were attempted to call but due to time constraints it wasn't possible   Resulting in the kis tabelt not being able to be opened and used for the flight   Resulting in special meal stickers being written by hand due to the purser using his KIS tablet,KIS Application
SIMcard   Unable to connect to mobile network,KIS Application
Printer was showing the low cartridge level   Printer was unable to work,Printer
Unable to use MOBILE sim to receive any flight info in HKG Connected to local network but error msg saying NO INTERNET CONNECTION,KIS Application
Printer could not be connected with the tablet   Printer serial number PR20817240,Printer
Printer door is broken and need to be changed,Printer
KIS connection problems     KIS did not connect via mobile in the airport  only through wifi near Duty Free shopps   Flight final not received (final load updated on KIS)   KIS tablet connects with great difficulty or not at all in the airports at all,KIS Application
"no CONNECTION ex BOM   tried to restart the application device but NIL help   tried connecting via onair network, no information received   mobile data did not connect or even show any connection",KIS Application
RE : Mobile was showing 'No service' from DXB and HKG  The flight was able to open and close with AHLAN and hotel  Airport WI FI,KIS Application
Was unable to get the Flight Final information in DAR,KIS Application
DEFECTIVE PRINTER Printer was defective Cartridge was broken Stickers could not be printed,Printer
When going to put in the crew work position for the sector BRU DXB the position for all the crew were already in Positions were brought forward from the previous sector DXB BRU Normally this would happen when on a turn around flight As this was a layover crew have to opportunity to change positions,KIS Application
"PRINTER INOPERATIVE     KIS printer was inoperative and showing ink issues, the light was blinking   Changed with a new ink but it did not work",Printer
"Flight EK520 DXB TRV was closed right after the flight Noticed when Flight FInal received and closed for EK521 TRV DXB, EK520 flight closed became blank Whats going on? Please check and advise",KIS Application
Baggage Delayed  Please be informed that baggage delayed option did not appeared on the KIS on today's flight Three baggage delayed messages for three different customers were received through the CMT ACCARS,KIS Application
Please note that some of CSVs VRs are marked sent on my tablet before I submit them on top of descent,KIS Application
KIS did not synchronize in PVG and could not get the final load with customers info and SPML stockers could not be printed,KIS Application
"did not get final out of PVG, flight remained open  the closed sector from previous day showed open again",KIS Application
FLIGHT CLOSED WITHOUT FINAL LOADS      Flight status is closed but loads aren't accurate   Passenger loads showed 66 when final is 72 on J class,KIS Application
PRINTER INOP SINCE PREVIOUS SECTOR     during galley checks I noticed a defect sticker on the printer   it was passed along to purser for offload and replacement,Printer
could not connect to the printer,Printer
"KIS Printer inoperative, unable to switch on",Printer
Could not synchronize or connect KIS to close flight,KIS Application
"MFP not saved as draft   When an MFP is raised and any information was written, all these data will not be saved as draft upon leaving the MFP page",KIS Application
KIS  MOD did not sync KIS  MOD did not synchronize,KIS Application
no mobile dataCONNECTION in LHR with new SIM card,KIS Application
No connection in the this station       The flight information was not received on ground due to no connection,KIS Application
"KIS not connecting:  No KIS information retrieved at this station, even though several attempts were made to try connecting, however was not effective  Used the Hotel Wi Fi to get the Flight Open information  On arrival to the AC, still there was no connection  CSV connected to the On Air network & got the flight Final through the On board Wi Fi",KIS Application
Please note that upon arriving on board the on board printer screen was found damaged   Due to this the on board printer could not be used   Printer number: PR 1081724085,Printer
When closing STN DXB sector I was not able to close the flight until positions for the operating crew of EK00307JUN were assigned   I had deadheaded on the first sector EK003 and was not aware of any operating positions,KIS Application
flight was opened via hotel wi Fi   Once leaving the hotel no further updates were received   CSV Roma Armstrong attempted to log on to Airport wi Fi but could not establish CONNECTION and no flight final was received before push back   MOD did not therefore have updated customer information,KIS Application
"KIS couldn't fully down load the flight,ie:no customer final load and flight did not closed",KIS Application
"Flight did not open on this sector As per the Mobile Network indicator, it said no service",KIS Application
The MOD didn't sync or connect the whole flight to the netgear,KIS Application
Crew Positions   The KIS tablet is missing R4C position for this aircraft type (77L),KIS Application
Flight did not open on CMB SIN sector,KIS Application
PRINTER NOT WORKING PROPERLY  During printing the SPML was observed that the printer is not printing all of the letters on all of the stickers,Printer
Printer's display broken  not usable,Printer
flight did not close before take off,KIS Application
"Closing the final flight in Dubai     Please be advised that on top of descent one Cabin Supervisor closed his flight, and it automatically closed and sent all the other VRs, including Purser's and other CSV's, and therefore no amendments could be made on the existing VRs",KIS Application
we couldn't print out SPML STICKERS due to inoperative printer The Printer didn't synchronise with the Kis tablet,Printer
Printer doesn't have installed one of the cartridges   Unable to print any stickers,Printer
• Unable to obtain flight final • Flight details could not be fully downloaded prior to top of descent,KIS Application
on board Printer bag completely worn out ie All zips broken,Printer
"Improvement of MOD Id like to suggest to add function where you can swipe from customer to customer when taking orders because now, when you take order for 1 customer in order to go to next one, you have to go back to menu where you see all customers It would be better if it was possible just to swipe to next customer",KIS Application
Kis printer loaded (Hp officejet mobile 100 L411) however it would not sync with my kis tablet,Printer
MR5 POSITION NOT VISIBLE ON KIS TABLET   Crew member Rachel assigned MR5 work position however MR5 position was not visible on the crew positions grind on the KIS tablet,KIS Application
KIS  We were only able to load the flight information partially,KIS Application
KEYBOARD DAMAGED     KIS fell on the floor when I opened the cupboard  Part of the keyboard that is attached and connects to KIS broke  Keyboard is not working  Advise how to replace keyboard,KIS Application
When I fill the comments for flight performances and go back on the page the comments disappear,KIS Application
Few times after I close the flight and the close status turn to green when I sync again the close status return to yellow ( not closed) Also today when I open the return sector one crew went missing and I had to manually add her,KIS Application
CREW POSITIONS   crew positions were automatically assigned as per first sector (as on turnarounds),KIS Application
"The flight final downloaded in the KIS application, however after connecting to the Netgear all loads changed and it did not match the final load  All CSV tablets got the wrong data as well  Flight was showing closed",KIS Application
Wrong list of passengers given for J class     Customers name did not match PIL   Second time this issue happened,KIS Application
There was no charger in the printer bag  The printer's power went off before the second sector,Printer
"MOD NOT CONNECTING WITH NETGEAR HOTSPOT       As soon as flight closed, Netgear hotspot was switched on   Both Elite Pads of Purser and Cabin Supervisor synchronized however MODs failed to connect to the Netgear wifi   Netgear hotspot was a pool device",KIS Application
Flight did not close out of SYD,KIS Application
No Connection in DAC We were unable to use the MOD or KIS due to no sync VVIP Sheikh Hasina was onboard and the service was delayed due to this connection issue,KIS Application
"Printer Damaged      Printers' screen is damaged, not able to read what is written on the screen Printer PR1081724085",Printer
KIS didn't sync from EGHQ It was showing sync failed Non of the details or reports were saved for this flight,KIS Application
no KiS sync on grouting DXB  KiS was trying to install some new updates but it was showing failed All the time,KIS Application
"Mobile data unable to connect      KIS tablet failed to connect to mobile data   Tried several times, but failed",KIS Application
"Crew member disappeared from KIS application on the return sector   On the return sector of the flight, crew member Kristina Stoycheva Kolb, staff number 414744, disappeared from the crew list in the KIS application for this sector   She is a CSV operating in ML5 position for this flight   This has happened in other flights as well",KIS Application
No syncing of flight details out of BSR,KIS Application
"KIS Tablet  From the second trip MXP JFK , JFK MXP, MXP DXB appeared the KIS tablet did not work appeared me blank",KIS Application
No flight open or flight final received on this sector,KIS Application
No connection from BGW,KIS Application
All information lost from first sector  During sync all info from DXBCPH was lost  All MFP were lost  Unable to download final closing flight information,KIS Application
unable to get flight close,KIS Application
The KIS did not work in CAI No connection The flight was not downloaded it,KIS Application
USB cable for the printer is broken and inoperative  Printer no is PR 20701724046  AC is B777 A6 ENR,Printer
the Printer cartridges stowage inside the Printer is defective on This aircraft   thus unable to print the SPML stickers for the YC meals,Printer
No flight info out of PEW,KIS Application
"A6 EQA Printer is inop, needs replacement",Printer
the special meal information were not updated correctly  two passenger who were waitlisted for their meal on the passenger information list were printed as regular passenger who requested that  Due to This discrepancy from passenger list information and KiS tablet information the waitlisted passengers got their desire meals and the passengers who requested on time remain without their meal choice,KIS Application
Printer USB Cable Defective The printer USB cable had a defective equipment sticker attached stating cable over heats There was visible damage to the cable As a result the printer could not be utilized via the USB cable,Printer
Printer  PR3101724167 found on board with broken cartridge holder   The printer was inoperative accordingly   Was unable to print out the SPML stickers and forms,Printer
No flight final figure achieved    Flight final figure was not achieved on board,KIS Application
MOD Not SYNCHRONIZING All MODs did not synchronize for lunch and DCF orders even between buddies and KIS tablet,KIS Application
MOD Not SYNCHRONIZING All MODs did not synchronize for lunch and DCF orders even between buddies and KIS tablet,KIS Application
KIS di not connect at all in HYD,KIS Application
"BROKEN KIS TABLET SCREEN DUE TO TURBULENCE  During the flight, there was a turbulence which caused the KIS tablet to fall on the floor As a result, its screen was broken  The KIS application still works",KIS Application
UNABLE TO WRITE A PURSER NOTE FOR CUSTOMERS TRAVELLING ONTO NEXT SECTOR  I tried to write a purser note for customers on my DXB SIN flight that were connecting on the SIN BNE When I tried to do this it would not allow me to so  As the customer had booked the flight DXB BNE it was not allowing me to write a message for the next purser,KIS Application
PRINTER WAS NOT WORKING   Printer was not working,Printer
"SPML sticker error     Please note that since she has two SPML under her profile(BBML and FPML), only BBML printed on sticker",KIS Application
Re : KIS KIS system was unable to obtain Final Status ex TPE,KIS Application
KIS tablet DID NOT SYNCH using hotel & airport internet   Connected but did not open the flight,KIS Application
Despite being connected till the very last minute no flight final was obtained,KIS Application
"after sector was closed and info sent outstation, KiS turns back again to no action",KIS Application
The elite pad did not synchronise the flight details on ground in DAC,KIS Application
KIS  Could not load any flight information,KIS Application
KIS did not finalize in CEB,KIS Application
The flight did not load on the purser's KIS tablet All CSVs had flight downloaded only from the hotel and not closed Jaroslav Zyka downloaded and closed the flight immediately after take off through OnAir Wi Fi connection,KIS Application
I was not able to get the flight final,KIS Application
No flight open in JED Flight was connected to data for more then 60 minutes,KIS Application
could no print SPML stickers as the Printer did not work for both sectors,Printer
"THIS VR is for SECTOR DXB HKT EK378 030618   At EGHQ, both CSV's and purser had our flight opened; however when we clicked to view flight, nothing happened",KIS Application
"No connection to mobile data network, unable to close the flight  get flight final Message says 'no service'",KIS Application
Printer inoperative Power and settings are OK but seems no connection (wired or wirelessBluetooth) to KIS tablet,Printer
