description,subcategory
"Mr Riggall was very impressed with the quality of the food served, describing it as full of flavour and delicious",Loading
CLOSEST INDICATOR: Only 9 boxes of chocolate loaded,Loading
Customer requested for Mixed grill We could not provide the same as we only had 4 and 5 customers requested for the same,Food
Catering didn't provide any fresh or long life milk from Chicago  During catering checks their supervisor told me that they don't provide any fresh milk and long life milk loaded in Dubai was offloaded in Chicago,Loading
"During dinner service Mrs Parsana asked crew for vegetarian meal  Crew said to the customer that as she didn't request for vegetarian meal before the flight, she can't promise that she will provide it  During clearance ,one of the crew noticed that Mrs",Food
menu items shortage  A) 06 passengers short of the Chicken Hot meal choice B) 04 passengers short of the Chocolate mousse cake,Food
Meals and trays loaded did not match the book load as per Kuwait station     We were catered 22trays and Kuwait received information that we had 24 catered as we were expecting 24  Final load was 22,Food
"Plastic covers     The plastic covers that were on top of the meal, desert and salad were falling in almost all the cases when the trays were taken out of the carts   This looks for the customers, first of all not appealing, serving them food without covers and second, making the service slower since were falling on the floor and crew had to pick them up one by one",Food
"SHORTAGE OF PAN FRIED SALMON FILLET   During dinner service, the salmon fillet was a very popular choice   Meal percentage was 60% Butter Chicken and 40% Pan fried Salmon Fillet   Approximately 35 customers did not get their preferred meal choice which was the salmon",Food
"REQUEST FOR GFML  VGML   Customer stated she is celiac and is extremely gluten intolerant   She also stated she is a vegetarian   She requested a VGML however we were unable to guarantee whether this meal was also free of any gluten, when she asked   Customer would like to have a vegetarian meal which is gluten free as well",Food
CONSUMPTION FIRST CLASS       Only three people took dates and hardly any deserts were consumed on this particular sector,Food
No enough blanket bags for all classes,Loading
Bread roll   During the service a customer called to the crew members attention Kimberly that the bread was expired   Best before date : 190518   All the SPML had expired bread   There one specific cart where all the trays had expired bread   This was only noticed when majority of the meals where given out,Food
"ONE OF THE MEAL CHOICE LOADED WAS DIFFERENT FROM THE MENU   According to the menu, the third choice in the Menu was Cod a l'armoricaine (Pan fried black cod with shellfish reduction, served with crushed potatoes, brocolli and baby carrots)   Meals choice loaded was Salmon, served vegetables",Food
"ONE OF THE MEAL CHOICE LOADED WAS DIFFERENT FROM THE MENU   According to the menu, the third choice in the Menu was Cod a l'armoricaine (Pan fried black cod with shellfish reduction, served with crushed potatoes, brocolli and baby carrots)   Meals choice loaded was Salmon, served vegetables",Loading
"NEWSPAPERS WERE OFFERED BUT WERE DECLINED   As an observation, even if the newspapers were offered to the customers, they usually decline and say that they already got from the lounge   At the end of the flight, the newspapers were unopened and unused and would become waste",Loading
"MOST OF THE CUSTOMERS DID NOT GET THEIR MEAL CHOICE   It was observed that the meal choice Makloubeh (roasted chicken) was extremely popular to the customers   Even before reaching halfway through the cabin, the team had already ran out of the Makloubeh and the second popular choice was the fish, which was the Salmon, (which was supposedly Cod in the menu)   2 customers complained of the unavailability of the meal choices and the remaining meal choice which was Arabic dolmas, which they did not want to have",Food
"A LOT OF EXTRA DESSERT, FRUIT AND CHEESE LEFT IN BULK CARTS UNUSED   For the service, it was observed that a lot of the customers did not request for Desert, Cheese or Fruits from the crew   After the flight, the bulk cart was checked, and we found that there were a lot of excess Dessert Cheese and Fruits left   According to the Menu the loaded amount were as follows: Faisalieh Kashta   23 Orange frangipane tart   23 Seasonal fruits   23 Cheese board   23   The amount left in the bulk carts after landing were as follows: Faisalieh Kashta   22 Orange frangipane tart   16 Seasonal fruits   11 Cheese board   18",Food
"SHORTAGE OF JUICES AND SPARKLING WHITE GRAPE FOR RTN SECTOR   Amount of Orange juices loaded for both sectors (DXB JED & JED DXB) were not enough   Orange juice was used for Pre departure and Drinks (with nuts) service   After the drinks deliver with nuts, FC were asked for orange juice, however they did not have spare   Orange juice requests were declined and alternatives were offered",Loading
Not enough Lime slices were catered     Many Customers ordered Mojoitos and there was not enough Lime slices available  First Class also ran out,Food
Menu choices on the KIS\MOD where different to the menu     A manual edit was done however only a few options would appear   The KIS tablet took till after take to sink and close system appeared to be very slow,Food
there was A discrepancy between menu choices and hot meals loaded   Salmon was loaded instead of Black cod,Food
Shortage in table linen     Only 8 table linens were left and available for this sector  No information was left on the crew hand over form with regards to linen,Loading
AVML loading was 50%  26 customer out of 112 requested AVML  more customer prefer AVML on this sector,Food
Linen Layup   The linen is folded the wrong way   With one crew doing the layup the border lining was facing up,Loading
"pax informed me she is vegetarian, unfortunately no veg option available on the menu so alternative was provided I have requested for A vegetarian meal to be added to her new skywards profile but for her sector from DXB sin it will be too short so if you could Please find something for her to eat on This flight would be much appreciated",Food
Cutlery packs missing      Several trays in one of the lunch carts were missing the cutlery packs,Loading
SHORTAGE BREAD ROLLS     Only 14 bread rolls for initial offering available  Garlic bread and sourdough available,Food
"LFML NOT AVAILABLE     No tray, no hot meal available for LFML",Food
BLANKET BAGS SHORTAGE     No blanket bags for JC,Loading
The two Choices for Dinner were: a) Lamb masbahet el darwish and b) Chicken and aubergine ragoût   The meals ratio was 50 per cent each   Chicken with aubergine was more popular and we faced a general shortage of around 20 Chicken main courses   Few,Food
Not enough plastic duty free bags or blanket bags  By the end of the flight there were no more duty free bags in the aircraft  There were no more blanket collection bags  There were only 3 tidy bags left in economy,Loading
"LAMB SHORTAGE     Due to a sync fault in the MOD, the correct number of lamb was not displayed on the MOD for the crew member on the LHS  Crew member of the RHS was suddenly short of 1 lamb",Food
"Limited choice:  Catering for 7 customers with exactly 8 hot meal options altogether (2 Arabic Dolmas, 2 Makloubeh, 2 Ravioli and 2 salmon)   This meant that customers could not have their preferred meal option   7 pieces of bread was loaded for 7 customers   This meant no extra bread available if any customer wishes",Food
Duvet that was packed in plastic was dirty (red dried dot) observed on the corner Material was old and a little bit shredded This was observed when 2A asked his suite to be made for bed,Loading
SHORTAGE HENNESSY XO     Run out in the beginning of the service,Loading
the Arabic date box cover was missing from ROB container,Loading
Out of 7 HNML meals only 5 provided,Food
Ran out of the 1 beef choice  Meal amount loaded   Beef 8  Chicken 8  Salmon 8,Food
VGML REQUEST Please provide VGML for future flights,Food
Ran out of desert choices lemon Tart Deserts loaded on board 6 Lemon Tart 6 Chocolate and blackberry 6 Fruits 8 Cheeses,Food
"Cancel LFML  Customer would like to remove LFML on his profile, and on his future flights with Emirates",Food
"Incorrect special meal  AVML   during giving out of the AVML's, for the lunch service, turned out, that it actually contained meat  the chicken, instead of the hot casserole being purely vegeterian   it has led to a major customer's dissatisfaction, as their meal is a part of their lifestyle, and eating the meat is forbidden by their religion beliefs   the casseroles for the breakfast were according to the vegetarian recipe",Food
AVML Incorrect   Asian vegetarian had chicken curry with rice and vegetable,Food
In FC Asian veg meal was loaded for customer seat no 2 K EX DSS On top of the casserole VEG was printed after heating when plated we found chicken with rice instead of vegetables,Food
Mrs Kompella has VJML for this flight but only two VJML were catered for 4 requests,Food
Mr Al jazzaf has VJML request on his profile but we were not catered for VJML as catering loaded 02 VJML and requested VJML were 04,Food
Mrs Ranad said that the fruit in her tray was frozen  The skin of the fruit was looking good but it was frozen inside,Food
"the menu vegetarian option and description was Incorrect, it mentioned Palak paneer and it was cauliflower, rice with dal",Food
"No pyjamas, slippers, and eyeshades loaded  Crew could not find a bag of pyjamas, slippers, and eyeshades on board  There was no note from the previous crew",Loading
"Duty paid champagne was not loaded  As per station information manual, it stated as follows: separate stock of champagne for Welcome drinks is loaded in containers in stowage M102A: • Ex DXB for EK 209 ATH EWR • Ex EWR for EK 210 ATH DXB  There was no container loaded on board",Loading
CANCELATION OF SPECIAL MEAL   During service passenger informed us he wants to cancel child meal for his son,Food
"Ms Babu claimed that When she bought extra Seat she also bought extra VGML , however she just got only One VGML not two",Food
Customer requests HINDU MEAL for his future flights,Food
FOOD ITEMS LOADED DO NOT MATCH THE MENU   Lunch Main Course on the menu 'Pan seared barramundi with almond butter' ; 'Grilled seabass with red lentil' actual loaded item  Dinner Appetiser on the menu 'Soto ayam' ; 'Chicken soup with barley' actual loaded item  Dinner Main Course on the menu 'Lamb rendang' ; 'Beef rendang' actual loaded item  Dinner Main Course on the menu 'Mee goreng ayam' ; 'Chili chicken with rice' actual loaded item,Food
CLAIMED HE VOMITED BECAUSE OF THE FOOD  After the service MrKotsis vomited next to his seat  He had fish curry for Lunch  Mr Kotsis claimed he is healthy and wanted to complain that the meal he had was the cause of him vomiting,Food
MENU AND CATERED MEAL DIFFER  Menu indicated we were offering cod however we were catered fish curry  Several customers complained as they claimed the fish curry was a little spicy,Food
Mr Aggravate would like to order AVML for his future flights,Food
SHORT OF CHICKEN  All carts that went out in to the cabin ran short of chicken by 3 4  Several customers were unhappy that they did not get the choice  70% chicken seems to be more appropriate,Food
Cancel LCML,Food
Request for a VGML  Please provide VGML for the customer on his next sector as he request for a VGML,Food
vegetarian meal for customer that forgot to order         Please ensure customer has A vegetarian meal  VGML for All her future flights  customer forgot to order,Food
"Too many Cockpit meals on the flight   6 cockpit hotmeals have been provided on this sector, of which only 2 were used by the cockpit",Food
Foreign object found  While doing the lunch service customer claimed that cutlery pack was dirty,Food
"NO LEMON AND MINT JUICE LOADED FOR LOUNGE   As per the Manual, juices for the juice jugs featured in the Lounge were to be Lemon and Mint and berry mixed juice",Loading
customer forgot to order vegetarian meal        Please order for All his future flights  customer forgot to order VGML,Food
VGML request  Customer refused to eat the only option available during the lunch service as she claimed she doesn't eat red meat  Please provide VGML for next sectors,Food
MENU CARD NOT UPDATED       When checking the menu card from Jeddah   Dubai; it stated Cod a l'armoricaine however salmon was catered instead,Food
the customer claimed that He had requested for An AVML but none was provided for him,Food
Bad quality of Grilled salmon    During lunch service Mr Sara informed me that ''this salmon is catastrophic''  Customer had two bites from his plate  Customer did not want to eat anymore,Food
Cheese plate provided not enough for customer choice   Only 3 cheese plate provided by catering   Total load in JC toady trip is 8 customers   2 customers didn't receive cheese however it was their meal choice  Customer were not happy saying how co,Food
SPML CANCEL  Mr Chawla claimed that he would like to cancel his AVML,Food
Customer request VGML for next flight,Food
Incorrect dessert was loaded      ' Apple pancake pudding' was loaded instead of ' Plum and almond crêpes'' from the menu,Food
HNML request      Please arrange HNML for remainder sectors as customer claims to not eat beef,Food
Customer would like to request AVML for all future flights,Food
No savoury biscuits loaded on aircraft,Loading
customer would like to change her AVML to VJML,Food
HNML meal was missing starters       Two HNML loaded didn`t have the starters,Food
Meal choice unavailable      During the dinner service more than about 15 customers did not get their meal choice of chicken   Meal choice percentage was 70% beef and 30% chicken,Food
NIL CHAMPAGNE STOPPER LOADED       No champagne stopper was loaded in the F class bar for the champagne,Loading
Customer would like to change her VGML to AVML,Food
customer would like to cancel their HNML,Food
Customer would like to order for an AVML on all of his future flights with us  AVML was not ordered on this flight  Customer was offered fruits and sandwiches  No complaints received,Food
Customer would like to request AVML for all future flights,Food
"there is no Savoury biscuits on aircraft       as there was no Savoury biscuits on the whole aircraft, me, Flavio (economy CSV) and Purser Tarek decided to do A full lunch service (bar following the meal carts), instead of bar with biscuits and Then meal carts with drawers  This was decided in the best interest of our customers as some of them asked for food During preparation for the service  bars were set up as per procedure and the meal carts had drawers on them  customers were satisfied and the we care was done in between the services",Loading
No vegetarian options loaded in crew meals,Food
Taylor's Port   There were no Taylor's port found in any of the the FC Bars  No information received from the previous crew  Offered JC port to customer,Loading
Customer would like to add on her profile her preferred SPML Please add to her profile AVML for all her flights,Food
"Jain Meal   The JNML loaded was incorrect  It had chicken on it, however it had the JNML sticker outside",Food
Only 6 martini glades are loaded for both sectors   DXB ZAG DXB,Loading
Mr Kersten ordered braised beef brisket main course and He returned it after tasting it stating that the quality of the meat was not good,Food
Request for AVML    Customer would like to have AVML for his next flight to DEL on 16 06 2018,Food
Not enough small bottles of water,Loading
not enough nut bowls for our service   Previous sector crew used our equipment,Loading
not enough nut bowls for our service   Previous sector crew used our equipment,Loading
Not enough nut bowls loaded,Loading
Not enough linen loaded,Loading
Not enough bottles of water loaded for the service,Loading
Crisps for social area display were not loaded,Loading
Please provide AVML for future sectors,Food
Request for AVML    CHML provided for customer  She was very upset as she is vegetarian,Food
No enough magazines for display   Magazines bags were found empty,Loading
Not enough soup available,Food
"2 CHML requested   During dinner, customer stated that they have order CHML VEG for their two children which doesn't showed on the PIL",Food
We only had 6 champagne flutes for our service   The previous crew used up all the champagne flutes,Loading
"Shortage of Savoury Biscuits    Service: Bar Service with Savoury Biscuits followed by Dinner (Drinks on all carts) no Bars following  A380, 2 class  No Biscuit Boxes loaded, neither in Main Deck nor Upper Deck Economy",Loading
"Shortage of Savoury Biscuits    Service: Bar Service with Savoury Biscuits followed by Dinner (Drinks on all carts) no Bars following  A380, 2 class  No Biscuit Boxes loaded, neither in Main Deck nor Upper Deck Economy",Loading
"Shortage of Savoury Biscuits    Service: Bar Service with Savoury Biscuits followed by Dinner (Drinks on all carts) no Bars following  A380, 2 class  No Biscuit Boxes loaded, neither in Main Deck nor Upper Deck Economy",Loading
SAVOURY SNACK WAS NOT LOADED;  savoury snack was not loaded,Loading
customer requested for An AVML,Food
"Only three duty paid champagne loaded  Customers seated in 22A, 23B and 22D were not served champagne as pre departures",Loading
Cocktail shaker and green muddler missing the J class lounge,Loading
HNML CANCELATION  Customer requested to cancel HNML,Food
Wrong wine list was loaded in the menu bag   While taking the orders the crew noticed that the customers request of wines were not matching the option available the MOD meal order device   Crew guarantees that the menu was sealed and taken from the menu bag,Loading
Shortage of espresso cups,Loading
Menu stated cod fish but meals were loaded salmon,Food
SAVOURY SNACK BOXES NOT AVAILABLE Savoury snack boxes was not available for this sector As per SSQ savoury snacks was part of the service All available stowages was checked but boxes could not be found,Food
"SAVORY SNACK BISCUITS NOT AVAILABLE As per SSQ, Lunch service should start with bar carts with savoury biscuits Savoury biscuit boxes was not available All available stooges was checked but the boxes could not be located",Loading
Request for CHML for future flights,Food
CONTAINER NOT FOUND     container containing special winesPerriertomato juice cans was not found when we boarded the aircraft   the location for the container was empty,Loading
"RED PLUMBS RUINED      First class red plumbs were ruined from the inside, mostly brown",Food
Request for CHML for future flights,Food
"AVML NOT ORDERED Customer claims that he ordered AVML, but it is not reflected on customers profile Customer claims that AVML was offered on his flight DXB BRU",Food
SPML not showing on PIL       Ms Johncock informed one of the crew that she ordered GFML   Checked the PIL and KIS application but nothing shows   Please provide the customer with a GFML on her next flight,Food
"meal feedback       Mr Swannell ordered GFML   The catering loaded only one  Unwrapped  apple for GFML   The customer mentioned that it's not hygienic to have this apple like this, even though the crew hand it over to him with a napkin   The customer mentioned that he was expecting to have a sandwich or even a selection of fruits not only an Apple,",Food
"Linen not folded as per new UPDATE  Linens were loaded as per the old style for buddy use, not folded as the new UPDATE",Loading
ONLY 3 SAMOSA'S LOADED  Approx 6 customers were denied this option as only 3 were loaded for the flight  This is a very popular option  recommend to load more Samoa's to avoid complaints,Food
"Hot meal casseroles full of oil    During lunch service, we noticed that the 3 different choices of casseroles were full of oil and very greasy   When placing the casseroles on the service tray, oil was overflowing   It was even difficult to avoid spillage when placing the casserole and base plate on customers trays",Food
Seasonal fruit catered was less than the demand    Seasonal fruit catered was 2   2 customers wanted to eat only fruits and ordered 2 each (total 4),Food
Mutton was the favourite choice of our customers today  Around 20 people didn't had their meal choice,Food
"Fruit plate   While FC team was preparing the fruit for a customer who had taken the shower spa, they noticed that the strawberry in the plate had mould   This was found before being delivered to the customer",Food
AVML Request    Customer would like an AVML meal in his future flights,Food
"An insect similar to a bug was observed growling down into the mid galley,  It was observed by the customers seated at 37B and 37A and they brought the observation to our attention",Food
Please add Asian Vegetarian Meal to customer 's profile,Food
AVML Request    Customer would like an AVML meal in his future flights,Food
"Cancel LSML meal    Customer said he has tried to cancel the lsml meal from his profile, but it wouldn't go through  Customer prefers to have a meal from the menu options",Food
Re : Cancellation request of Ksml Mr Choo likes to cancel the Ksml request for his future flights,Food
Cancel HNML    Customer would like to cancel the Hindu meal,Food
AVML Request    Customer would like an AVML meal in his future flights,Food
Please add Asian Vegetarian Meal to customer 's profile,Food
Only 10 flasks of hot beverage are loaded instead of 12,Loading
meals and menu discrepancy  The menu featured the availability of roasted cod fish with vegetable couscous  The meals loaded were fish curry with rice  No complaints received from customers,Food
Customer claimed she ordered GFML from ORD  Please cater a GFML for her return sectors KRT DXB EK734 10 JUL and DXB ORD EK 235 11July 2018,Food
The menu didn't describe what kind of sandwich was offered during the light bite service  All customers were asking for allergies purposes what were the contents of the sandwich,Food
the galley operator completed catering checks but acknowledged with catering that bread was missing  catering advised they would bring more bread  Mohamed did not sign catering form,Loading
"the hot meals were loaded in An inoperative oven even though there was An inoperative sticker on it  the crew cart was loaded in economy mid galley instead of aft galley  there was A lot of cart space available in the aft galley, on some flight it is at the back and on others it is in the mid galley there is no consistency",Loading
CUSTOMER FOUND MOULD IN HER SEALED PACKET OF CHEESE   Customer pressed the call bell to show the crew once she realised there was mould in the cheese,Food
Re: bar\biscuit service Biscuit boxes were not loaded Service was delivered with bars only,Loading
Re: bar\biscuit service Biscuit boxes were not loaded Service was delivered with bars only,Loading
