description,subcategory
Precious cargo  There was precious cargo on board There was one package containing Black Kindle and framed Ska by tempo RG in blue case The items were handed over by security Locker stowage way bill no Serial no: 162454 Rush tag no : EK 946096 Seal no,Precious Cargo
Smoking in lavatory   Passenger was caught after smoking in Lavatory R by L5 door  This was approximately two hours before landing  Smoke detector not obstructed or tampered,Disruptive/ Non
He had to be asked several time to fasten seat belt and put seat up right (he said he still have time)   After landing the upper deck bridge had a problem and was not connecting so all Fc and Jc customers disembarked from Ml1 Mr Ahmed was very unhapp,Disruptive/ Non
"customer offloaded Due to being intoxicated   customer seemed intoxicated When He boarded the aircraft, He was unable to walk straight and When He tempted to carry his bag, He almost fell on the CSV ( Nawale )   after customer went to his Seat, crew of",Disruptive/ Alcohol
"customer offloaded Due to being intoxicated   customer seemed intoxicated When He boarded the aircraft, He was unable to walk straight and When He tempted to carry his bag, He fell on the CSV ( Nawale )   after customer went to his Seat, crew offered h",Disruptive/ Alcohol
"Security searches reassigned  3 class aircraft operating as 2 class  no fc crew allocated on this aircraft operating 2 class but with fc cabin  staff 172502 cabin supervisor jc  r2a operated as L1 and conducted respective searches plus L1 door operation   yc crew 450515 operated as R1 crew member   no L5a crew in yc , search responsibility taken by L5  no crc on this aircraft",Security Search
RESTRAINT KIT      During restraining hands of customer we had 2 hand cuffs on wrists   During final approach customer got free of hand cuffs   Concern is how customer got free,General
"2 hours into landing I was informed at L1 that Mr Feron was abusing a customer seated next to him saying you have a beard, you bloody muslim, you are a terrorist   By the time I reached the scene I found CSV Maroun Sadaka (s401183), crew member Kyung",Disruptive/ Alcohol
SEATBELT EXTENTIONS      During our restraining the seatbelt extensions used were the infant seatbelt extensions   Plain seatbelt extensions could not be found   It was extremely difficult to restrain due to the loop on the belt,General
Mr Makhija got intoxicated at the end of the flight  I served him water and asked him to take his seat and get some rest  The crew member Baharadee 438712 saw the customer talking loudly in the cabin and leaning on customer seated at 20G  Bahradee a,Disruptive/ Alcohol
"Customer was spotted by me using an oxygen device  As I was enquiring about the device customer got upset and agitated  Customer stated  you are accusing me of using CPAP, this is not CPAP   Customer was charging the device from seat power  Customer",Disruptive/ Non
Started the 4 D's due to alcohol consumption        Customer received 6 whiskeys and started raising his voice and could not stand properly  From the traffic light guide customer was amber,General
Grabbed Anna's waistcoat at the bottom and stated to her Emirates doesn't proves you with nice uniform,Disruptive/ Alcohol
Mr Desai and his wife Mrs Desai seated on 21D were kissing inappropriately during the boarding and after the service The customers around them were feeling uncomfortable and informed crew about it  They were told to stop this kind of behaviour,General
"after the meal service I realized that customer speach was affected, she could not cömplete full sentences and almost felt When tried to reach the toilet",Disruptive/ Alcohol
"PAX from previous sector was able to call Crew hotel room   1030 AM in the morning when crew member (394537) was preparing for pick up, she got phone call twice from receptionist that someone like to talk to crew   When crew member answered thinking",Hotel Security
"Mr wils threw cheese at Miss Silvo seated at 49c   Mr wils moved after boarding completed to sit at 49 D, so he can have extra space   Mr wils did an inappropriate gesture with his finger towards her two times   Miss Silvo was very angry   she",Disruptive/ Alcohol
"During boarding, Mr Evan claimed that He was threatened by A French Arabic male customer (who was travelling on This same flight) prior to boarding the aircraft, hence He felt threatened and did not want to be on the same flight with This French Arabic",Disruptive/ Non
"Denied Alcohol    Mr Johnston was traveling with group of colleagues in JC, he started consuming alcohol since boarding (2 champagne)   After take off he was requesting from the crew members 2 alcoholic drinks at a time (Beers  Cosmopolitan)   During the lunch service he was still requesting for 2 drinks at a time, in addition he requested for red wine   He was loud while speaking to his colleagues   He consumed over 15 alcoholic drinks during the flight   He was observed unable to walk properly to toilet",General
"Security search   During the security search, at 13:50, 10min before STD, JC Galley operator Medina s410387 informed me that one cart was stuck and she was unable to search two meal carts   Dispatcher decided to start boarding at 14:00 on auto boarding without been given boarding clearance   GR2s by ML1 and ML2 allowed 5 customers to board, 1 in FC, 2 in JC and 3 in YC, CSVs quickly notice and asked customer to disembark before they got to their seats, customer waited by the doors until boarding clearance was given Crew member were brief about double checking with seniors before boarding if they are not sure if boarding clearance has been given",Security Search
"Customer behaviour      Mr Goodman visited the lounge after the service and was drinking scotch whisky   After three drinks, we started delaying and distracting the customer   Mr Goodman met another customer Mrs Sabra (23A) and was sitting with her in the lounge   He was touching her in an inappropriate manner",Disruptive/ Alcohol
Mr Towned moved to vacant row 68HJK on ground  Crew informed me after take off that customer seemed intoxicated  Customers around claimed he was loud and abusive,Disruptive/ Alcohol
Customer filming cabin crew  During boarding it was noticed that the customer was video taping the cabin crew,General
"Mr Jakkala Was Denied of More Alcohol   After the lunch service, Mr Jakkala came to business class galley and started speaking to crew   He was showing a photo from previous flight he had and in the photo was a customer seated in crew jumps seat He stated, This is not correct   While he was in the galley, he was munching on the papardum in a foil on the galley top and when one economy crew moved the foil to the side, he accused the GR2 in a high tone of voice, Why did you move my food like I'm a dog?   Mr Jakkala asked the crew for a photo and in his camera roll were all other photos including the crew on today's flight   Mr Jakkala becomes difficult to handle when he consumes alcohol Kindly consider this before upgrading again",Disruptive/ Alcohol
"Mr Hiremata was delayed, diluted and advised customer to slow down with his alcohol drinks as he was starting to slur and was talking louder than usual Customer was also insisting to sit on the blocked crew seat and was denied by crew",General
EXTRA CHARGED  my hotel bill in EWR was 10 (breakfast)  I was charged aroundapproximately 62 (debit card)  receipt was not given initially  I was told nothing was wrong because receipt shows only 10  I was given the hotel buss Card to follow up about it  I still paid the over charged amount so not to delay the departure,Hotel Security
OVER CHARGED My bill to pay when I checking out was 3199 I asked to pay by card and for a copy of my receipt The hotel receptionist told me that the chip hand pin was not working on the card machine and that he would have to inset the amount manually using the hotel computer He did so and gave a receipt for 3199 I then received a text message from emirates NBD bank saying I had made a purchase of AED 31020 which is 8441 When I went to speak to the receptionist about this he told me that he had only charged my 3199 and that was the only bill showing in the system and then gave me another copy of my receipt,Hotel Security
"CUSTOMER WAS RUDE TO CREW REFUSAL TO PRESENT BOARDING PASS  Customer was the first one to board the plane along with his wife and children  When CSV's asked Mr Ali to present his boarding pass for security reasons, customer replied: I have already presented it many times in a loud tone of voice  Mr Ali directly went straight in the cabin and ignored crew members' attempts to stop him  Mr Ali's wife was stopped by the other CSV at the door and was asked for their boarding passes She was asked to move to the side as she was still trying to locate the boarding passes; His wife refused to move to the side and blocked the whole traffic of boarding  When wife presented the boarding passes, she did it one by one as if trying to mock crew members; after presenting them, the wife said, are you happy now? are you happy now? in a very abrupt manner",General
CRC NOT SEARCHED             While in BAH it was identified that R5A position JACQUELINE (438528) did not do the security search for the CRC out of DXB  After conversation with the crew member the stated that she did not released that we have CRC today (as it was a turn around flight)  L5A was next to the area while boarding and on ground and did not observe anyone accessing the CRC,Security Search
"Care of INAD                        Mr Arslansoyu was escorted onboard the plane and was assigned to crew Natalia Poznakhivska, staff number 416375   Mr Arslansoyu had the beef choice and a beer",Confidential Issues
"Ms Navarro stood up and wanted to get tissue from the toilet While on the runway, right before take off",Disruptive/ Non
"Customer claimed that he lost 1500£ at the DXB duty free   He claimed that he was having a conversation with another random customer who was at the duty free airport, who asked to touch and feel the pounds Mr Aiyathuraiy was carrying with him   Custo",Airport
Not Complying       Passenger refused to give his personal item to stow in the overhead locker for take off and landing   He challenged the crew few times,General
"Not Complying       During securing of the cabin, Mr Huber would not give his blanket for landing   For take off i had to repeat myself few times for him to give his personal items to stow in the overhead locker",General
precious cargo received   An umbrella was received as precious cargo  Air waybill EK962366  SL N 8578970,Precious Cargo
Mrs Kidney start drinking since boarding   at mid of the flight she was not able to walk properly as the crew as well noticed that she can not talk properly as well (slurred speech)    Passenger kept asking crew for champagne   Mrs Kidney sat on top,General
SUSPECTED FRAUD   Stayed in room 5027 on this layover   Emirates NBD card left in room on desk during daytime   Card was still the room when I returned   Received text message informing me of card usage at deliveroocouk in the evening after return to Dubai   I have not used the card since 30th May and never at this site   I suspect someone accessed the room and copied the card details to use later Please with communicate me via personal email address as I have resigned Email: neilgardner81@gmailcom,Hotel Security
During taxi time customer punched her partner seated at 38K,Disruptive/ Non
LEFT ITEM  Group Security personnel delivered a phone for shipping to ALG  It was a white OPPO phone with a black case and charger  The LSW serial number was 162345  SLLF no 500249,General
"ALCOHOL DENIED ONE HOUR BEFORE LANDING   The lady appeared very intoxicated and had changed her seat into 50J, disturbing a male customer, from 37J who had moved there for more comfort   She could barely stay awake and co ordinate her speech, her limbs appeared very non coordinated also   She woke p before landing and used the bathroom, she appeared lost and was talking without much sense   Customer could not remember where her shoes were, mentioned she 'had come with my mom, but I dot know where she is now', after landing",General
Both ladies perfumes from the 2 lavatories were taken during the flight   We do not know which customer in particular might have taken them,Theft
"During taxiing, while securing the cabin for take off YC CSV Mohamed Attia 403488, informed me that Mr Assad and Mrs Algawhary (swapped seat to 49A & 49B) refused to open the window shades and to put their seats in upright position  He claimed that the",Disruptive/ Non
"Passenger was observed intoxicated   After been served a total of 3 whiskey miniatures, Mr Savaliya was talking to travel companion in a loud tone of voice, requested constantly for more alcoholic drinks, and refused at first to be seated when seat belt sign was on   Passenger was also smelling alcohol",Disruptive/ Alcohol
"INAPPROPRIATE LANGUAGE  Crew Jessica  (428504),brought it to my attention and claimed that Mr Moit offered her AU 50, and asked  can I touch your boobs  Crew was very upset with the customer's inappropriate language  Initially, crew Rita,(424180), also said the customer tried to offer her money",Disruptive/ Non
"Mr Harish Krishnamurthy boarded the aircraft drunk and a strong smell of alcohol was coming from him  While Mr Krishnamurthy was boarding the aircraft from L2 door , he pushed himself to CSV Hnin 382340   CSV Hnin stepped back to avoid any physical tou",Disruptive/ Alcohol
Customer refused to wear his seat before take off   Customer initially refused to wear his seat belt after the captain made a PA for a 8 minute delay,Disruptive/ Non
"Unable to find relevant category, please redirect this VR as found necessary   Two security officers travelling in business class, (unknown to any crewseniors and no paperwork received with this information, kis application displays details of upgrade",Airport
Non standard item found during security search     Silver flashlight found inside drawer by UL2 door area,Suspicious Items
"Ms Jillapalli's original seat was 19G but she was sitting in 19 F She was traveling in Y class but the family that she is working with was traveling in J class in 8 A, B, D, E and G   During meal service, cabin crew member Emily 456604 observed that",Suspicious Behaviour
"Security searches on ground    We operated B777 300 2 class configuration with almost full flight   During safetysecurity searches there was extra A position without security searches who could have monitored L1 door, so I had to do my checks and to monitor the door at the same time   After I finished with my checks, I had to monitor L1 door so there was no possibility for me as Purser to walk around and monitor crew members doing their safetysecurity searches which doesn't comply with OME   When L1A position finished with his checks, i asked crew member to stand by L1 door so i could walk around Byt the time i walked around, most of crew members have already finished with their security searches   During boarding I had to deal with intoxicated customer (separate KIS report was raised), so it was challenging in general",General
"While meal clearance, Hyoseon 379527 FG1 operating as GR2 was doing her cart in the cabin while Mr Quraishi, sitting some rows further down, shouted at her that he wants someone to clear his tray   Hyoseon informed him that she will clear his tray ve",Disruptive/ Non
"Another Crew member assigned for covering the Security Search  Due to flight being operated by 1crew member short, no crew member was assigned to UC1 position  As all other crew members also have areas to cover and no extra crew member was available I took the responsibility to cover the security search area for UC1 position",Security Search
MrKodat's 2 children were sleeping on the floor after take off which was asked not to due to safety  MrKodat's request for bassinet was declined since the baby was too big to fit into the bassinet,General
"About 10000 ft I received a call, passenger refusing to fastened her seat belt, and not complying with crew safety instruction   She was grabbing passenger next to her 49E (originally 11B) Mr Babul Abdulgani from his neck chocking him, not allowing",Disruptive/ Non
"Waist coat found on board on coming in sector   When checking in for flight today, ground staff handed over a male waist coat that the crew who took over our flight the previous day found in L2 station   Ground staff kept the waist coat with them",Security Search
Mrs Jia was found using an inflatable cubic shape footrest in the emergency exit during the flight  Mrs Jia claimed that she had foot pain that's why she brought it,General
Passengers offloaded due to sons screaming and violent behaviour   During boarding Mr Mohammeds son was observed screaming and crying he began hitting and yelling at his parents he was approximately 3 years old  During boarding approximately 20 customer,Disruptive/ Non
"Mr Mohammed Hussein traveling on seats 21ABC with his wife and child were offloaded in DMM due to the following;   Child was screaming at the top of his lungs and hitting his parents with his fists  Parents claimed that the child had just woken up and was tired, however the child had been screaming for over 20mins since they boarded the AC   Customers around threatened to offload themselves if the family was traveling",Disruptive/ Non
"On arrival into AKL  DF Item left inside the fridge in FC    Out of DPS, FG1 Kate Santos s400098 (R1 position) conducted the security in the fridge, saw the DF bag ,opened the bag a little bit and saw food inside  After arrived into AKL, DF item found inside FC fridge after asking all FC colleagues and pilots, the bag did not belong to anyone Kate stated she thought the DF bag inside the fridge belong to one of the crew or one of the pilot  DF bag had 'transparent DF sealed bag' with Foie gras and cheese inside with receipt name Vanbalberghe Noelle (from CDG airport)  The items offloaded by catering in AKL",Suspicious Items
FYI I forgot to pass the 2 phones handed by Emirates security in Dubai to the Ground staff in Cairo Locker Stowage Waybill SN162332   Phones were placed in Lost and Found bag LF500535,General
Refusal to comply and rude behaviour     Customer Mr Kondam refused to show boarding pass at the aircraft door Was shouting to me how many times are you gonna check the boring pass and was trying to enter the aircraft without showing the ticket  During the flight (service phase) customer was shouting at the crew that she did not bring him his drink on time  Customer was shouting again at the other crew member about the call bell not being answered and that he can not continue his meal without that drink,Disruptive/ Non
"FEMALE PASSENGER ACCUSED MR QURESHI OF TOUCHING HER WHILE SLEEPING   during cruise approximately half way through the flight,   A passenger approached crew member (446994) Valeria in the forward galley in tears   She told Valeria that she had woken up to the passenger sitting next to her (Mr Qureshi) touching her bottom   She said that she had pushed him away, jumped up and ran to the galley asked if there were other seats she could sit in   She did not want to take it further however we felt we should speak with Mr Qureshi",Disruptive/ Non
Alcohol consumption    During meal service customer had 2 beers and 5 bottles of white wine approximately within one hour   Customer's behaviour had signs of Amber light   Customer was talking very loudly and disturbed other customers' rest,Disruptive/ Alcohol
"Video recording crew and passengers  When on ground during transit stop with passengers on board, passenger started taking a live video of passengers and crew",General
"loud, unruly passenger   During the flight Mr Attard becoming loud and started singing and a family sitting behind him become very uncomfortable",Disruptive/ Alcohol
Airport staff never took the security search checklist,Security Search
AFT galley was searched by R2A due to not having L5A,Security Search
"Unable to open the padlock on one red wine container The container still had the white seal from DXB catering Due to delay and CEB not being a station that provides EK with catering, it was decided to take the container to CRK and to ask engineering to assist with the opening",Security Search
NOTE: Passenger travelling with 14 year old daughter at 9K NOTE: passenger at 10J used skywards miles to upgrade to 1K after take off   Passenger (7K) informed fc crew that passenger (1K) returned to jc after take off to ask daughter (9K) if she wanted a free upgrade to fc Daughter (9K) declined the offer Passenger (1K) again returned to jc to ask daughter (9K) about what she was watching on the IFE   Passenger (7K) and daughter (9K) felt uncomfortable with passenger's (1K) advances Passenger (7K) informed Purser she felt it was inappropriate for an older male (1K) to be approaching her daughter   Passenger (7K) felt she would not be able to sleep  rest during the flight,General
"Most relevant category chosen While talking to customers on the flight, he mentioned that the crew hotel is located in a dangerous area with high crime rate Customer advised me to refer to information regarding the matter Apparently there are presence of drug addicts and gang activities In the evening, when I asked hotel concierge to direct me to the nearest convenient store, he warned me to be careful also",Hotel Security
AROUND THE HOTEL     There were many issues with the hotel where i have raised KIS report under hotel feed back   I wanted to raise a special KIS under Hotel security where a crew member Hanna was outside smoking at night  Crew member stated that An A,Hotel Security
"Crew Gazi was observed lack of knowledge of security search       On Sector MXP JFK, crew Gazi was assigned to do the security search of AFT galley on main deck   When he finished his check and already went upstairs, I noticed that a lot of containers and carts still has the seals attached   Another two GR2 crew member Sarah 448957 and Daniel 443168 also witness this",Security Search
Mr Alzahrani and his wife Mrs Alzahrani had business class tickets and their 2 kids had economy tickets   Both kids appeared to be unable to travel on their own in economy   Mr And Mrs Alzahrani tried to keep their kids in business class   They w,General
"Customer claiming to have his earphones missing     When bidding farewell on TOD, Mr Pickering stated, that in the middle of the flight his earphones gone missing from the console   Until then customer did not inform anyone   Item description: Bose noise cancelling headphones in little black neoprene waterproof bag",Theft
Customer had approximately 6 glasses of red wine,Disruptive/ Alcohol
NON COMPLIANCE;  Before landing into MAA Mr Elangovan was politely requested to put his bag in the hatrack  He refused and shouted at the crew to give him more alcohol before putting his bag up,Disruptive/ Alcohol
"After the lunch service customer was observed getting drunk and loud  Customers around got upset as MrGraham was speaking loud to his friend sitting next to him  When informed ,Customer was saying that he paid 800 pounds for his ticket and was demandi",Disruptive/ Alcohol
Customer Intoxicated    During the flight customer were in the lounge having drinks and they were drinking a bit fast   Customers were informed by the lounge operator to take it slow and have some water as well   They continued to drink and 4 Ds was used   Later customers became very loud in the lounge and they were informed that the drinks will be delayed   less than 20mins customers started asking for drinks and they were clearly intoxicated   customer was loud and told the crew that he was recording the conversation that they weren't getting more drinks,Disruptive/ Alcohol
"Locker stowage waybill    The item under Locker Stowage waybill no162313 was handed over to ground staff, 599359,D Yertikya at IST successfully",Precious Cargo
Customer got intoxicated and he insisted to get more alcohol  He was traveling with the customer at 11J Ms Lynn McIntosh which was intoxicated as well  He was observed drinking Votka orange and gin and tonic  He tried to get drinks from all the crew,Disruptive/ Alcohol
Denied Alcohol   Fifty minutes before top of decent the crew expressed concerns for the amount of alcohol and speed of drinking of customer,General
"Passenger presumably intoxicated with alcohol  denial of service of alcohol    No specific category found on KIS   Passenger presumably intoxicated with alcohol, male passenger next to her requested to be moved to another seat because the passenger (Miss Clarke) was being very loud, touching him and rubbing a teddy bear on him and his IFE screen, this situation made him uncomfortable   According to the passenger at 38B, the passenger (Miss Clarke) had drinks of her own apart from 4 glasses of wine she had during the bar and meal service",General
customer was observed asking different crew members who were participating we care schedule for alcoholic drink 'gin and tonic',Disruptive/ Alcohol
"Customer Denied Alcohol      Customer began drinking alcoholic drinks in quick succession  The customer mixed champagne, white wine, port wine, and bourbon  The customer slurred when speaking  The customer had difficulty in maintaining a train of thought and piecing together sentences while conversing with the purser and business class crew  The customer told the business class crew member that she took sleeping tablets with the alcohol two minutes later denied the statement to the purser  The customer was upset that drinks were temporarily denied until crew determined that the customer could tolerate additional consumption    Contact Details Declined",General
Disruptive   Alcohol   Mr Kasonso became intoxicated half way through the flight and started to sing loudly  A few customers around him complained,Disruptive/ Alcohol
"Customer boarded smelling like alcohol  While doing boarding, two CSV's doing boarding noticed that customer smelled like alcohol  He appeared like he had consumed alcohol however he was observed to be between the green and the yellow traffic light",General
Customer observed sleeping on the floor  Mt Shirzad was observed sleeping on the floor by the exit door ML3 twice,Disruptive/ Non
Customer drunk           Through the flight customer continue drinking until he couldn't complete a sentence or stand up   Customer start pressing call bell none stop and requesting any crew passing to get him a drink even if his glass was full,Disruptive/ Alcohol
special information from ground staff regarding credit Card use by the passenger   the ground staff informed the Purser that the passenger was not allowed to use his credit Card for any purchase on board the aircraft,General
approximately fourth minutes before landing Cabin crew Ruth informed me that a lady complained about Mr Todd's loud voice that sounded aggressive   Another customer also stated that Mr Todd was cursing out loud,Disruptive/ Alcohol
"Offloaded pax's bags   Ground Staff wanted us to take it to DXB     Just before closing the last door, the Ground Staff with Flight Dispatcher brought a medium size cabin bag with laptop bag on top at ML1 door, informed us to take the bag to Dubai   When clarified who's the owner of the bag, they stated that it belongs to the offloaded customer Due to language barrier, it was reconfirmed several times ( with the language speaker crew ) if the owner of the bags was onboard or not onboard, they clearly stated that he's not onboard   Strongly refused to take the bag onboard and reminded them that it's a security issue",Airport
"Customer complain during boarding for being stopped to present the boarding pass     During boarding, Mr Benjelloun entered the aircraft and kept walking straight without presenting the boarding pass   I stopped Mr Benjelloun after he passed the door area and politely asked to present the boarding pass   Customer got upset about the situation and stated:  Don't you understand that I have to put my bag down first? You are very rude, you can't stop me with the hand You are aggressive     Customer was pointing with the finger into my face and was talking with the raised tone of voice to me",General
"Delay of Alcohol service          Mr Mark Wiertlewski was traveling with his family members Mr Daniel Wiertlewski sitting at 25A   Lounge was operated by GR1 Khalil   Approximately halfway into the flight they went to relax in the lounge having a couple of alcoholic drinks   Approximately 3   4 hours after they had arrived in the lounge, Khalil brought to the JC CSV attention that Mr Mark and Mr Daniel has had approximately 15 beers each and has not eaten anything since being there   Both customers were a bit slow with their response, talking a bit louder than normal but not misbehaving",Disruptive/ Alcohol
Customer was very loud that others around him complained  Language was a barrier as they could only speak Urdu,Disruptive/ Alcohol
"Crew member Sarah 453872 claimed she politely asked the passenger to step out of the aisle and allow her to pass with the meal cart Sarah mentioned, passenger stood up, holding his child as she approached with the cart  Sarah was double ending the mea",Disruptive/ Non
"Passenger Request to Return to the Boarding Gate   Passenger claimed she left her travel bag containing money, mobile phone and most importantly for her a key to her safe, at the boarding lounge  EK ground staff was involved and after searching the boarding lounge area, customer was informed her bag was not found  Customer insisted to return to the boarding gate  The passenger manifest was yet to be brought to the aircraft, 5 minutes after the departure time",General
"Theft on board   There was a purser note on Mr Zhuo about suspicious behaviour   During the flight, it was observed by MrRally winkens at 66H, cabin supervisor Nikola and crew member Erica that Mr Zhuo is walking around and opening different hat track   Mr Mok at 62F claimed that he lost 1000 Euro   During investigation on Mr Zhuo, he claimed as below: He was not on his original seat at beginning of flight, because he wanted to be seated at window seat He denied that he walk around and open different hat track He has no idea about 1000 Euro He showed his two bag and his wallet",Theft
"Customer claimed lost money   During fight, MrMok claimed that he lost 1000 Euro from his bag",Theft
"PRE FLIGHT SECURITY SEARCH   As new procedure USA flights pre flight security search is done by Emirates group security in Dubai   When we arrived to aircraft , Cleaning was still in progress, and cleaners were still on board   After all cleaners disembarked, group security team leader informed me that the pre flight security search is completed   When I questioned the timings, group security team leader informed me that the pre flight security search was conducted while the cleaners were on board   Team leader presented me the pre flight security search list to sign   Cabin crew did the security search of jumpseats, equipment stowage after the disembarkation of all ground personal",Audits
Savoury boxes are not being search by the specialist security team on the selected LRV  boxes do not have white seals,Security Search
"Before TOD, Mrs Yasin came to crew member Apinya456460 at the Aft Galley   She told Apinya456460 that she was removed her watch while she was washing her hands at Lavatory5MI and she forgot to take it back   When she was realised, her watch was not",Theft
"UL1 181845 Rachel Vasquez informed me that 1E was intoxicated and kissed her hand Crew did not serve him alcohol since then and monitored him   Mid flight, 2K MrsMenda came to UR1 415391 Stella Babic and stated that there was a customer shouting an",Disruptive/ Alcohol
prior to take off passenger repeatedly asked for An aisle Seat despite being informed none were available   asked several times About paying to Upgrade to J class even though answered   Slurring speech slightly   smell of alcohol on breath   would not return to Seat to watch safety video,Disruptive/ Alcohol
"customer speaking to me with loud voice and in aggressive way, keep saying:  I am platinum member, you have to be careful, you have to find space for my trolley during boarding   during service time, customer complaint that we didn't give enough room",General
"Mr Gabriel Magun tried to buy a duty free items from R1 Georges khoury 416282, for amount of 3600 AED, however his MasterCard was fraud as there was no name on it with no signature on the credit card  Mr Gabriel signed the credit card vouchers by diffe",Fraud
Customer wanted to be off loaded claiming that she is suffering from panic attack  Customer claimed that she is on two zanex and her heart is racing  She declined medical assistance  Tried to talk to her to get more information and to try to persuade her but she insisted to leave the aircraft,General
During taxing MrsWeiss had a panick attack and requested to be off loaded from the aircraft  CSV and myself went to talk to her and her sister that was travelling with her  She claimed that she has been suffering from panic attack for last year and has a condition  Sister travelling with her asked to be off loaded too,General
On today flight there was an off load of the customer who had a panic attack Customer panic attack was not flying related and MrBruja did not had that information when he was making that statement  MrBruja claimed that he is aero inspector and told cabin crew in YC that customer should not be off loaded because of panic attack  He claimed that he is trained for dealing with people who have fear of flying and he offered to talk to the customer,General
"Customer had access to crew pulse He inquired about crew members on board by name and nationality and stated the following during a discussion with crew member Jiyoon s444946 What is the name of your Greek CSV at the back? 'Do you know the name of the Tunisian purser? Jiyoon found the questions strange and asked if he is testing her knowledge and he replied: as a matter of fact I do Crew member discreetly monitored the customer She noticed that the customer was receiving snapshots from crew pulse on his whats app application by someone Upon discussing with the customer with regards to an upgrade complaint, customer shared with me the exact numbers of booked seats in each cabin, aircraft capacity, how many customers were upgraded in each cabin and the amount of high valued customers onboard He also knew all the details of JC CSV such as name and nationality",General
500DHS STOLEN FROM WALLET   Paula left her handbag on board and was on the bus when she realised that she left her handbag on the aircraft and quickly went to get it Not more than 5 min has passed Cleaners were already on board She lost 500dhs from her wallet  She claimed to have locked her handbag in her cabin bag throughout the flight  She does not know if her money was stolen in the hotel in MRU as she did not check her wallet before leaving the hotel room,Theft
I got to my room and wanted to use the safe but it was broken the hotel did not change my room or replaced the broken safe to store my valuables,Hotel Security
"While boarding, customer travelling with his wife was observed without any signs of intoxication   When reaching R4 station call was received by Purser at L2 station   Purser was informed that customer was not able to walk properly and needed assistance from his wife to stand up   customer was observed and displayed red signs of traffic Light",Disruptive/ Alcohol
"During taxiing while safety video was playing, customer approached the customer seated at 20K and told her Shut Up, you should not be talking on your phone   Crew member Mahmoud AlDaou(429791) was informed by customer at 20K about what happened Mr",Disruptive/ Non
ALCOHOL CONSUMPTION  Mr Philip was escorted to the aircraft by a ground staff member  He informed us Mr Philip smelt strongly of alcohol and was swaying whilst he was walking,General
"During our conversation regarding seating arrangements of other customers that Mr Young did not approve of, he referred to myself and the Purser as idiots and to what we were saying as bullshit",Disruptive/ Non
"During post landing into Beyrut & after all Passengers have disembarked   I was standing at L2 Door & suddenly a male person wearing civilian clothes carrying two bags, Came through L2 Door into the cabin without informing anyone He refused to show an I identificationBoarding pass He also refused to give his name so that I could check in the kiss tablet whether he was true one of my Passengers I did not have proof that he came with us from Dubai",Suspicious Behaviour
