description,subcategory
"Customers mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777sCustomers all mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777s",Galley
"Customers mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777sCustomers all mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777s",Galley
"Customers mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777sCustomers all mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777s",Galley
"Customers mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777sCustomers all mentioned that the new FC suites are great, but their should be a barrier or curtain from the galley and toilet areas, like the other aircraft Noise and light coming from the galley and toilet areas, can here phone calls etc Please consider installing curtains from cabin to galleytoilet areas like other 777s",Galley
"COMPLAIN ABOUT A380 SEAT COMFORT   MR Labenda informed me, that he had a very uncomfortable flight from Melbourne to Dubai  The customer stated, as he is a tall person (190m), the A380 seats are too narrow and small for him  He was not able to lay flat and sleep on the flight, due to the narrow space   Mr Labenda further explained , the huge discomfort he suffered would be a reason for him not to fly emirates anymore, as especially as a premium customers, emirates should consider quality over quantity",Systems (non
"Internet unavailable for the first hour of the flight     During cruise , 30 min after take off , customers in J class complained that Wi Fi internet was inoperative",Systems (non
the lounge shelf on the LHS This aircraft had its handle broken  we flew to CDG with the same aircraft and the shelf handle had the same problem  despite Writing out the defect in the cabin log the defect was evidently not fixed  the first sector we reached A decision not to erect the lounge shelves,Lounge
ACCARS message not complete      The message for the delayed bags was not fully displayed and stated that the  Improperly formatted message file,Systems (non
ACCARS message not complete      The message for the delayed bags was not fully displayed and stated that the  Improperly formatted message file,Systems (non
"unidentified water leakage  upon landing, it was observed that water was dropping down from the ceiling above seats 36D,E,F,G, from the forward part of galley between LR4 doors  upon taxing in, the customers had to get up as their entire seats got wet they were relocated by the crew members to vacant seats",Galley
internet too slow   Few customers have complained that shortly after they connected the internet stopped and couldn't reconnect again  All icons on Connectivity page showed green  150 active users and 70 sign in,Systems (non
"The flooring material choice of the lavatories get detained with the ester spilled from the sink and debris from the shoes giving a muddy aspect to it   Due to its texture it can't be cleaned simply wiping, so it keeps muddy and dirty   2 Customers ga",Lavatory
"The flooring material choice of the lavatories get detained with the ester spilled from the sink and debris from the shoes giving a muddy aspect to it   Due to its texture it can't be cleaned simply wiping, so it keeps muddy and dirty   2 Customers ga",Lavatory
trash compactor inop      during the service trash compactor went inop   unable to remove box,Galley
Feedback on the interior layout of the seat stowage    the customer stated that he found no appropriate side stowage for his mobile phone while being charged   he stated that having the phone while being charged on the side of his seat without a barrier can easily fall or get trapped under the seat   he stated that the stowage below the screen was too far to reach from the seat   the customer concluded that he didn't like the design of the stowage,Systems (non
the roller blinds in JC is very unstable and opens often even without touching it the plastic lever on the roller blinds is CURVED and slippery,Galley
Light Too Dimmed In JC Galley:   The mosaic lights in JC galley is too dark It is not easy to work under this dimmed lights And it appeared very dark during boarding especially when the galley work lights are off,Galley
"There were a number of seats in the cabin where the reading light was not working, unable to reset   seat numbers 26J , 36 GF , 17G, 38G J",Systems (non
"There were a number of seats in the cabin where the reading light was not working, unable to reset   seat numbers 26J , 36 GF , 17G, 38G J",Systems (non
After boarding and Prior to the doors closing Mr Alsubaey advised his tray table would not come out Engineering had been working on this as it was logged from the inbound flight We got engineering back on to recheck the tray table functions This table was readjusted and with no further issues,Systems (non
MOD holder      The galley does not have the MOD holder installed,Galley
MOD holder      The galley does not have the MOD holder installed,Galley
Curtain in the front galley on right side is completely thorn down,Galley
CUSTOMER NOT PLEASED WITH AIRCRAFT  Customer was not pleased that to see that the aircraft was so old  She commented even about there being no touch screen,Systems (non
"Aircraft appearance   YC cabin arm rests      I would like to bring to your attention that arm rests in the new cabin come across as stained and dirty   This is consistent across YC cabin , and it seams it is due to bad layer of paint covering armrests which is already peeling off and showing too much wear and tear for such a new aircraft",Systems (non
"Aircraft appearance   YC cabin arm rests      I would like to bring to your attention that arm rests in the new cabin come across as stained and dirty   This is consistent across YC cabin , and it seams it is due to bad layer of paint covering armrests which is already peeling off and showing too much wear and tear for such a new aircraft",Systems (non
Feedback on aircraft EQK   there is not enough work light in the galley  Suggesting to install some extra ceiling light with an individual switch  it would avoid a negative effect on crew eye sight for long term,Galley
Feedback on aircraft EQK   there is not enough work light in the galley  Suggesting to install some extra ceiling light with an individual switch  it would avoid a negative effect on crew eye sight for long term,Galley
Live cockroach found walking on the galley top     During the breakfast service a cockroach was observed walking on the galley top,Galley
"Stowage M114A has been logged but not worked on, latchlock not working     The plank on the side of the lock to hold it, is missing  Looks like its been damaged or old  Has been logged but not remedied and a piece of packing tape was put to hold it for take off as it contains 2 trolleys and silver trays which are potential danger to crew and customers",Galley
WIFI was fully functional for about the first half of the flight WIFI stopped working about 4 hours into the flight,Systems (non
Lavatory waste bin flap cover on the new series of Boeing 777 retracts too quick and very regularly traps pax fingers causing injuries   The location of the flap cover is not obvious Resulting most of the pax leaves their used tissues on top of the la,Lavatory
Galley lighting Not Sufficient  The galley lighting on the new B 777300 aircrafts is not enough  During the service and especially on night flights it is quite dark in the galley,Galley
Galley lighting Not Sufficient  The galley lighting on the new B 777300 aircrafts is not enough  During the service and especially on night flights it is quite dark in the galley,Galley
WIFI INOPERATIVE:   On both sectors of this trip we operated the same ac A380 EOF and the WiFi was inop on both flights   No entry was found in the log book and we did not realise it until and after we took off,Systems (non
WIFI INOPERATIVE:   On both sectors of this trip we operated the same ac A380 EOF and the WiFi was inop on both flights   No entry was found in the log book and we did not realise it until and after we took off,Systems (non
Request for Thorough cleaning of all lavatories in Main deck,Lavatory
SCRATCHED LAVATORIES DOORS,Galley
Stains on the carpet   There was lot of stains on the floor between L2 door and the dry galley  Stains were very dark and obvious to the customers  Stains could not be cleaned by the cleaning team,Galley
"PASSENGER FOUND ALIVE COCKROACH IN HER SEAT POCKET AREA     During the light bite service, Ms Sweid and crew member Cezary (s445175) found a cockroach running on the seat in found of her in the seat pocket area   Ms Sweid told me that it was not only about the hygiene but some other people may get really scared",Systems (non
"PASSENGER FOUND ALIVE COCKROACH IN HER SEAT POCKET AREA     During the light bite service, Ms Sweid and crew member Cezary (s445175) found a cockroach running on the seat in found of her in the seat pocket area   Ms Sweid told me that it was not only about the hygiene but some other people may get really scared",Systems (non
There was a galley leak at the AFT Galley  Water was coming out of the bottom of the galley floor and all the carpet around the galley was soaked wet the entire flight,Galley
There was a galley leak at the AFT Galley  Water was coming out of the bottom of the galley floor and all the carpet around the galley was soaked wet the entire flight,Galley
"Lavatory 5MI , 5MJ had a small water leak coming out of the bottom of the sink",Lavatory
"Lavatory 5MI , 5MJ had a small water leak coming out of the bottom of the sink",Lavatory
PLASTIC SMELL   There is plastic smell from either tea and coffee pods or the water that is used to brew The source could not be identified,Galley
Master Water Valve   blocked     It was reported by YC supervisor that 2 toilets in YC had unidentified leakage   aft of YC   Another toilet in the aft of the ac had blocked toilet bowl   7 toilets from MLR3 area to the aft area had sinks full of water None of the sinks could drain the water till the end of the flight (approx for the last 3 and half hours of the flight)   Only 3 toilets   fwd section of the ac were fully operational   We had no water on the whole ac for 20 minutes ( in the middle of the flight )   There was a significant water leakage in the aft galley Water was coming to the cabin,Systems (non
Master Water Valve   blocked     It was reported by YC supervisor that 2 toilets in YC had unidentified leakage   aft of YC   Another toilet in the aft of the ac had blocked toilet bowl   7 toilets from MLR3 area to the aft area had sinks full of water None of the sinks could drain the water till the end of the flight (approx for the last 3 and half hours of the flight)   Only 3 toilets   fwd section of the ac were fully operational   We had no water on the whole ac for 20 minutes ( in the middle of the flight )   There was a significant water leakage in the aft galley Water was coming to the cabin,Systems (non
"During flight , Passenger complained that his socket didn't have power   He wanted to recharge his Laptop   Flight was fully booked with no available seats",Systems (non
"Window shades at 7K, 25K,16A inoperative",Systems (non
Mrs Hargreaves Seat would not recline at All,Systems (non
Mrs Hargreaves Seat would not recline at All,Systems (non
Mrs Hargreaves Seat would not recline at All,Systems (non
INOPERATIVE CHILLERS   FAP at ML1 and UL1 reflected that all galley chillers were operative   No chillers in any of the four galleys were working,Systems (non
INOPERATIVE CHILLERS   FAP at ML1 and UL1 reflected that all galley chillers were operative   No chillers in any of the four galleys were working,Systems (non
"Please ensure the mini bar safety in each seat is easier to lift       The barrier needs to be oiled, customer are complaining it is too hard to open",Systems (non
Mrs Khanam feed back Mrs Khanam feed back about seat WiFi remote controller is that it is blocking the outside view from the Window She can not have clear outside view because WiFi remote controller is blocking the view,Lounge
"After take off, it was observed that the Espresso Maker (M223) was over heated",Galley
Customer's seat would not recline,Systems (non
Aircraft dispatched with operational lights in JC   Advised by the ground staff and engineer's that the lights from row 6 to row 10 on the left hand side will remain fully bright during the entire flight   Only one vacant seat in JC cabin   All the customers in the front section complained,Systems (non
Aircraft dispatched with operational lights in JC   Advised by the ground staff and engineer's that the lights from row 6 to row 10 on the left hand side will remain fully bright during the entire flight   Only one vacant seat in JC cabin   All the customers in the front section complained,Systems (non
WIFI CONNECTIVITY SOFTWARE ISSUE       Mr Jaiswal was unable to connect to WIFI using his skywards membership log in   Feed back message stated that Mr Jaiswal was not registered or updated on flight however skywards membership number on boarding pass and KIS tablet matched his Skywards membership login   Mr Jaiswal was able to connect via complimentary wifi of 20MB and then purchase of 999   Mr Jaiswal stated this shows it as an IT Software issue and not a Hardware issue   Mr Jaiswal expects a reply from Emirates as to why this fault has occurred and would prefer Emirates representative uses his membership information to be contacted on,Systems (non
After take off it was reported that 80% of the YC IFE was inoperative  Individual seat box reset were conducted twice and no improvement  All YC cabin seat box reset was done and the seats were still inoperative  A massage was sent to ground but no,Systems (non
WIFI CONNECTIVITY       WIFI connectivity was not of a high strength throughout journey from DXB BEY   Customers were able to connect for a small period of time approximately 2 minutes and then would need to re connect,Systems (non
Hot Cabin Complaint  Mr Damir was not happy as the aircraft cabin was quiet hot during boarding Several other customers had the same complaint,Systems (non
On Air not available No Wi Fi or Live TV Connected      All systems showed connected however no customer was able to connected to the internet  After Two hours into the flight it was shown on the CMT that the WIFI Ground had a Fault,Systems (non
CUSTOMER UNHAPPY WITH ONBOARD WIFI   Customer was upset and irritated that the WiFi was very slow Customer complained it was not working properly   Customer paid for WiFi,Systems (non
Crew Jump seat    Had 15 cabin crew in this AC due to the operational reasons on the way back   operating Boeing 777 300    Had only 14 jump seat available    The jump seat location in the AC was not matching the ones on the KIS for positions,Systems (non
Crew Jump seat    Had 15 cabin crew in this AC due to the operational reasons on the way back   operating Boeing 777 300    Had only 14 jump seat available    The jump seat location in the AC was not matching the ones on the KIS for positions,Systems (non
"BREWER WATER QUALITY   The water brewed from brewers 1,2,3 and 4 of the YC mid galley had an unpleasant smell, especially evident when YC coffee is brewed from these brewers Aircraft registration A6 ENH  The coffee and tea were already served to customers as the unpleasant smell was not noticed by the crew until after the tea and coffee service was completed",Galley
shower spa B had low water pressure,Shower Spa
customer was not happy because WIFI was not working briefly,Systems (non
"DND STICKERS DAMAGING THE SEAT AREA     It is observed that DND, Duty free stickers are having too much glue on   Stickers cannot be removed from the seat area   It is observed that sometimes the stickers are scratched off the surface and the seat area gets damaged   Stickers cannot be removed from the previous flights and it does not look clean and neat for our new joining customers   Ease remove sticker would be a better idea, so that the seat area could be protected from damage",Systems (non
Mr Ali was not happy with the aircraft on our flight  He stated that it was old and did not have wi fi,Systems (non
Message received from MCC requesting to do a reset of the TVinternetmobile,Systems (non
Message received from MCC requesting to do a reset of the TVinternetmobile,Systems (non
Air show was initially working and suddenly stopped after take off  Customer seats had it in their individual screens for approximately an hour before it stopped operating,Systems (non
Could it be added to the flight scrip duty free closing PA as well as switching of the WiFi for landing,Systems (non
There was an entry in the cabin log book deferred pages that there is a 'water leak in 2M311 ML2 galley ( Remote water boiler inop water shut off)  This entry was from the 2505 and has not been signed as cleared  On the aircraft however the water val,Galley
There was an entry in the cabin log book deferred pages that there is a 'water leak in 2M311 ML2 galley ( Remote water boiler inop water shut off)  This entry was from the 2505 and has not been signed as cleared  On the aircraft however the water val,Galley
RHS door shelf was damaged   Crew could not place the shelf on for the flight  Support arm that goes on the crew assist handle was broken,Lounge
light features on L5 CSCP was disabled   it only had An option to change the lights in All areas instead of been separate by cabins,Systems (non
light features on L5 CSCP was disabled   it only had An option to change the lights in All areas instead of been separate by cabins,Systems (non
Wi Fi feedback    MrMagnus did not get connected to Wi Fi through his laptop as it said his skyward information was wrong when he tried to log in   MrMagnus used already the non skyward free package for 2 hours   Customer asked to pass his feedback that the Wi Fi should be free for all premium cabin customers regardless if they are skyward members or not   Customer said that he pays a lot for the ticket as a premium cabin customer and that he doesn't like the hassle of using his credit card,Systems (non
"Mr Kishore Sambwani seated at 11F complained of the aircraft being old and asked me to give feedback to the company saying its unfair to send these aircrafts to Indian sectors every time, which he has observed  He emphasized specifically on the aircraft",Systems (non
there was A lot of issues with IFE systems During cruise and customers were irritated with that,Systems (non
Mr SODEN was stating that our USB CONNECTION on All A380 FLEET does not have enough power to Charge his IPAD,Systems (non
Mr SODEN was stating that our USB CONNECTION on All A380 FLEET does not have enough power to Charge his IPAD,Systems (non
A6 EOU MAIN DECK GALLEY LAKAGE     Carpet on the 52ABC was soaking wet from leakage from the unknown source in the galley chillers area   Engineers in JFK could not fix the defect   Customers cannot sit with all this water under their feat   It is causing a lot of discomfort for our customers   No vacant seat available for the customers to move   After landing the water goes in the lavatory connected to galley and the carpet towards the front   Please follow up on this,Galley
"2 Customers could not take their tray tables out as they were too big for the tray table to come out  Every time they would try to take the table out, it would hit their tummy",Systems (non
"LR5 Galley's Extra Jug Extra TeaCoffee jug found in A111 stowage (Plastic cups) with no proper way to secure it as in other B777 aircrafts, as the old soup heater is still available",Galley
Internet and mobile phone server was not working for the whole duration of the flight     internet and mobile connectivity is not available because avionic data are missing  message was displayed at all times    Most of the customer were not happy a,Systems (non
CMT screen blank all flight   Defect raised by previous operating crew   Defect deferred   Dubai informed,Systems (non
SEAT POWER SOCKET NO POWER Many Customer's complained to the crew that seat power socket has no power and not operating,Systems (non
SEAT POWER SOCKET NO POWER Many Customer's complained to the crew that seat power socket has no power and not operating,Systems (non
"Customer Feedback Wi Fi log in      Two customers commented on the Wi Fi log on options   Customers tried to log on to the complimentary network, but could not access as they are a member of the Qantas frequent flyer program   Suggestion: in order to enhance the customer experience it would be beneficial to provide different log on options (ie customer name & seat number, customer name & ticket number) This would ensure that all customers, including those who enrolled on the flight for the Skywards program on board or at the check in counter, would be able to use complimentary Wi Fi on board",Systems (non
CMT issue   Was unable to switch off boarding music and unable to play safety video after doors had closed   Unable to adjust the volume however everything was working ok when boarded,Systems (non
Seat cushion is missing from Seat 82F          Crew found out that seat 82F cushion was missing during the safety and security search at around 0205 (DXB time)  No related missing cushion defect was documented in the cabin defect log book,Lounge
"feedback on aircraft reconfiguration       centre lights in ceiling does not hold with any Scenario Eg sunrise (hold When cabin lights slightly blue on sides), centre lights continue to increase in brightness   CACP at R2 has no panel Override functio",Systems (non
"feedback on aircraft reconfiguration       centre lights in ceiling does not hold with any Scenario Eg sunrise (hold When cabin lights slightly blue on sides), centre lights continue to increase in brightness   CACP at R2 has no panel Override functio",Systems (non
"Seats 27DEFG has no seat power at all All system including lights call bells, IFE and handset control are off",Systems (non
"Seats 27DEFG has no seat power at all All system including lights call bells, IFE and handset control are off",Systems (non
Charging socket in Ships library is unusable as it is a 2xPin socket and all adaptors are 3xpin,Systems (non
Charging socket in Ships library is unusable as it is a 2xPin socket and all adaptors are 3xpin,Systems (non
During boarding customer informed us that the USB port at his seat was defective       During boarding Mr Wang informed crew member that the USB port at 16F was not working to charge his phone,Systems (non
During boarding customer informed us that the USB port at his seat was defective       During boarding Mr Wang informed crew member that the USB port at 16F was not working to charge his phone,Systems (non
"Around 2 hours to landing, the water pressure flow became so low  The problem was everywhere, in the lavatories, galleys and water fountains  In all cabins we had the same issue  Some lavatories the water stopped flowing",Galley
A6 EOK MAIN DECK GALLEY LAKAGE     Carpet on the 52ABC was soaking wet from leakage from the unknown source in the galley chillers area   Engineers in MXP could not fix the defect   Customers cannot sit with all this water under their feat   It is causing a lot of discomfort for our customers   No vacant seat available for the customers to move   After landing the water goes in the lavatory connected to galley and the carpet towards the front   Please follow up on this,Galley
A6 EOK MAIN DECK GALLEY LAKAGE     Carpet on the 52ABC was soaking wet from leakage from the unknown source in the galley chillers area   Engineers in MXP could not fix the defect   Customers cannot sit with all this water under their feat   It is causing a lot of discomfort for our customers   No vacant seat available for the customers to move   After landing the water goes in the lavatory connected to galley and the carpet towards the front   Please follow up on this,Galley
A6 EOK MAIN DECK GALLEY LAKAGE     Carpet on the 52ABC was soaking wet from leakage from the unknown source in the galley chillers area   Engineers in MXP could not fix the defect   Customers cannot sit with all this water under their feat   It is causing a lot of discomfort for our customers   No vacant seat available for the customers to move   After landing the water goes in the lavatory connected to galley and the carpet towards the front   Please follow up on this,Galley
APU was not functioning No air conditioning  Cabin temperature was observed to be 38 degrees Celsius  Ground staffEngineer stated that the ground air conditioning unit was damaged and was blowing in hot air,Systems (non
All chillers in ML2 galley were not cooling for the whole flight,Galley
All galley chillers were INOP   Most seat recline buttons are stuck   Tray tables can't be properly stowed and get stuck while opening   Mini bar stowage barriers are hard to secure and lift at the same time,Galley
Unable to control temperature in the forward area of FC and aft area of the JC   The temperature in FC social area (next to the shower spa) and JC lounge area and galley can not be controlled   The temperature in both area wouldn't go above 15 degrees Celsius even when it was set on 24 degrees Celsius,Systems (non
wifi not available for entire flight,Systems (non
"Cabin Appearance, Aft of L2, R2 JC cabinaisle carpet is heavily stained and worn off ,visible even it was cleaned Needs attention",Galley
"Suggestions for the boarding music playlist  Moon River(Andy Williams)  Raindrops keep fallin' on my head(Andy Williams)  piano Sonata No 14 in c sharp minor, op27 no2, moonlight : IAdagio sostenuto (Ludwig Van Beethoven Rudolf Buchbinder)  Because We Believe (Andrea Bocelli) I found that these tunes put a smile on various people faces consistently Several customers requested for these tunes",Systems (non
"Suggestions for the boarding music playlist  Moon River(Andy Williams)  Raindrops keep fallin' on my head(Andy Williams)  piano Sonata No 14 in c sharp minor, op27 no2, moonlight : IAdagio sostenuto (Ludwig Van Beethoven Rudolf Buchbinder)  Because We Believe (Andrea Bocelli) I found that these tunes put a smile on various people faces consistently Several customers requested for these tunes",Systems (non
"Mr Naylor handset did not work after take off   customer made A comment that it is very poor not to have Touchscreen in J class (old B777)   During cruise phase of the flight, customer footrest on his new Seat was not going back to upright position Please ensure that Mr Naylor Seat is fully FUNCTIONAL for on your trip",Systems (non
"Damaged galley top, Hazardous for cabin crew,  Galley top rim above galley chiller at A322 is missing and the area is covered with Velcro type of strap  However, the side and the top of the galley has a sharp edge and unsafe for the cabin crew and could cause a potential injury",Galley
"Damaged galley top, Hazardous for cabin crew,  Galley top rim above galley chiller at A322 is missing and the area is covered with Velcro type of strap  However, the side and the top of the galley has a sharp edge and unsafe for the cabin crew and could cause a potential injury",Galley
"THE PULLING HANDLES WERE MISSING       The pulling handles were missing on 2M301, 2M304, 2M305, 2M106, 2M402, 2M403, 2M401",Galley
"THE PULLING HANDLES WERE MISSING       The pulling handles were missing on 2M301, 2M304, 2M305, 2M106, 2M402, 2M403, 2M401",Galley
Delay due to galley leak Crew boarded the AC while engineers were fixing 4 at MLR4 galley water leak Engineers shut off the water tab valve at 4M108 During taxi water was leaking from the opposite side Later as AC commenced taxing dirty water leaked from under oven 1 and 2 (4M208) After take off water leaked from 4M108 side Some customer in the area complained about not feeling safe,Galley
Delay due to galley leak Crew boarded the AC while engineers were fixing 4 at MLR4 galley water leak Engineers shut off the water tab valve at 4M108 During taxi water was leaking from the opposite side Later as AC commenced taxing dirty water leaked from under oven 1 and 2 (4M208) After take off water leaked from 4M108 side Some customer in the area complained about not feeling safe,Galley
Galley chillers inoperative Engineering was advised on ground that most of galley chillers were not working in all cabins Engineering advised us that the chillers will only work after take off The chillers did not work throughout the flight,Galley
Galley chillers inoperative Engineering was advised on ground that most of galley chillers were not working in all cabins Engineering advised us that the chillers will only work after take off The chillers did not work throughout the flight,Galley
