description,subcategory
WIFI Working intermittently    due to several complaints from customers in the J and Y class cabin about the WIFi connection being intermittent a reset was done from the ML1 FAP  customers stated that the WiFi was working but was very slow,Business Class
INOP WIFI & AEROMOBILE IN ALL CABINS     Post take off it was found that customers in all cabins could not log onto the wifi   FAP showed that Avionic Data missing and Mobile telephony data missing,First Class
"Customer claims for WIFI refund due to the service not working  Customer was trying to connect to the WIFI after take off however the home page kept reloading and would not take her to the payment page  During the flight after several attempt customer managed to select the 999 plan and connect to the WIFI  However, as claimed by Ms Coles after her payment was accepted the service was down again and she could not use the WIFI at all throughout the flight",First Class
Mr Hasan claimed that he purchased wi fi on board 500mb around 2 hours prior landing and it didn't work at all after few attempts to connect,Economy Class
Customer complaint  Customer complained that the on air WiFi was not working,Business Class
"WiFi connection  Customers informed crew that when they press Continue on the on air browser page, its stalling",Business Class
On board WiFi    Customers in Y class were upset since aero mobile didn't work,Economy Class
"Intermittent service, customers upset:   Wifi was very slow throughout the flight and kept giving faulty signal on FAP   Many customers complained specially the ones who paid",Business Class
WiFi & live TV service were not available throughout the flight,First Class
Wi Fi INOPERATIVE       Wi Fi Inoperative during entire flight   Defect already on deferred logbook page since 080618   Message sent via CMT to DXB engineers   Reset performed several times No Positive outcome   Customers disappointed about issue,First Class
Customers were not very happy with the wifi signal or that Live TV was not on board during a world cup match,Business Class
"JC Customer claim of non providence of paid Wi Fi services  Customer has claimed that she attempted to connect her laptop and mobile phone to the Wi Fi services, and has paid for 500mb service with her credit card, and was unable to connect through the majority of the flight duration  Multiple attempts were made to connect the customer's Personal electronic devices to the Wi Fi services, and this were verified to be constantly delayed  Customer was the only customer claiming to have difficulty establishing connection to the Wi Fi services  Customer details not provided",Business Class
"Customer purchased 10 Wi Fi and didn't work after phone reset    During the flight, customer informed me that he purchased 10 Wi Fi however after resetting his phone his Wi Fi didn't work anymore even though customer claimed he hasn't used the whole data",Business Class
Mr Muzyka paid for 150Mb It did not work during the entire flight Only started working 1 hour before reaching Dubai,Economy Class
Customer paid for WiFi services     Mr Deepak claimed to be a platinum member ( ek 124300794)  He stated that on todays flight he could not access the free WiFi service with his skywards number  Customer paid to use the on air WiFi,Business Class
"Customers in ALL cabins commented their internet did not work    While going through between Kuwait and Iran Airspace, some customer stated they could not connect onto the internet,  Later on going through Turkey the same issue occurred",Economy Class
WiFi and live TV inoperative    Upon reaching the aircraft in Dubai and checking the cabin log book I found that the WiFi and live TV was listed as inoperative,Economy Class
issues with WiFi connection       WiFilive TV were inoperative after take off for 45 min,Business Class
"Customer paid for sing the WIFI, but it but did not work     Shortly after take off, Mr Botwe complained that he can not connect to the internet   Mr Botwe paid for the package of 500MG   Mr Botwe did not use the WiFi as both his devices did not",Business Class
"There was multiple disruption in WIFI service during the flight  The customers complained that the WIFI is on and off, impossible to enjoy whole they paid for the service",Business Class
on board WIFI on and off   Mr Kandhari claimed and complained that the on board WIFI was on and off through out the flight,Business Class
Three hours into the flight internet got disconnected & customer were receiving the message service not available  Some customers were not very happy & kept continuously asking for updates,First Class
In operative WIFI                     The Wifi service was in operative throughout the flight According to the captain there was no connection from the beginning of the flight The CMT screen displayed the same ( No Connection ) throughout the flight Few customers complained to the crew regarding the in operative WifI,First Class
"Three hours into the flight, we experienced technical difficulties with the WiFi   Mr NAKASHIMA claimed that he bought a package and couldn't use it   Customer asked about how to get a refund",Business Class
No internet connection Three customers in YC reported that no internet connection,Economy Class
During the flight the customer complained that he paid 999USD for the Wifi  internet connection but was only able to use it for few minutes and it got disconnected The customer claimed that he wasn't able to use the wifi  internet after the first disconnection and was requesting for a refund pauldaugalis@gmailcom 37068503203,Economy Class
WiFi stoppe working  Customer informed me that his WIFI connection just stopped working after 20 minutes he connected,Business Class
WIFI FEEDBACK  Customer commented that the on board wi fi service was very bad  He tried connecting several times and even paid for the internet service but failed to connect,Business Class
Customer paid to use 150 MB of wifi on todays flight and was unable to get a connection for the duration of the flight,Economy Class
"47K customer bought WiFi, got confirmation, used it for a while then got disconnected When he tried reconnecting, he was asked to pay again      customer claimed that he paid for the on board WiFi and got confirmation on his email   he said he only used it for a while   however, he got disconnected and when he tried reconnecting, he was prompted to pay again   kindly look into this issue Email add: jaylordflores42@gmailcom Reference : 36856660 Package : USD 999",Economy Class
"Wi Fi didn't work   Mr Hansen purchased Wi Fi for 10 USA dollars, however Wi Fi didn't work",Economy Class
"WIFI unavailable       Mr Daemers purchased 500MB data plan for 15,99USD, however 15 minutes after he completed the purchase the WiFi system stopped working Mr Daemers showed me a text message a proof of payment",Business Class
CUSTOMER FEEDBACK ABOUT THE WIFI   Mr Giacomo complained about the Wi Fi service being too slow   He said the on board Wi Fi speed was never improved for the past five years,Business Class
Customer claims that he paid for the Wi Fi 999 dollars but it didn't worked,Economy Class
"Upon disembarking the aircraft, Mr Smurthwaite approached me and claimed he had paid 1599 USD for his internet and the same did not work during the flight   The internet indeed did not work throughout the whole flight   I gave the customer the email",Economy Class
WIFI not working,First Class
"WIFI AND LIVE TV COVERAGE INOP    Approximately two hours after take off, customers started complaining about WIFI and Live TV not working   The screens on pax phone shows No cruising altitude reached Area we are flying to is has no satellitel coverage   FAP Connectivity screen says LIVE TV  WIFI connectivity is NA The aircraft is fitted with Ku Satellite Coverage   CMT screen say KU Satellite is OFF and no option to do a reset",Business Class
"Mr Valerian said that Wi Fi speed is slow So, he couldn't utilized the Si fi system properly  He would like to refund the On Air WiFi",Economy Class
"Mr Nicol complained of WiFi unavailability over the ocean   The information paper about the WiFi was not found in the seat pocket   Mr Nicol was not aware of not having WiFi over certain zones, purchased 90MB and used 13MB till 50minutes to landing",Economy Class
"Complaint for on air wifi   MsYang claimed that she purchased 150MB for 999 USD and she sent one text , and it showed that she consumed all of her MB  Ms Yang tried to use again and paid for on air wifi and it was connected and managed to send one text and right after she got a pop up message saying,  All MBs was consumed  Customer want to get refund for this two purchase  orangeboni@hotmailcom",Business Class
"Complaint for on air wifi   MsYang claimed that she purchased 150MB for 999 USD and she sent one text , and it showed that she consumed all of her MB  Ms Yang tried to use again and paid for on air wifi and it was connected and managed to send one text and right after she got a pop up message saying,  All MBs was consumed  Customer want to get refund for this two purchase  orangeboni@hotmailcom",Business Class
Wifi was not working throughout the flight in all cabin,Business Class
"Ms Gohil stated that she purchased the WiFi plan of USD 929 during the flight , it was working the0and at some point stopped   She had to purchase another plan of USD 929 and the new plan worked properly",Economy Class
WIFI Inoperative     Please be advised that the wifi was inoperative for the duration of the flight,First Class
"Aeromobile and Wi Fi unavailable during the flight      After reaching cruising altitude, while starting with the drink service in J class, many customers brought to crew attention that there was no Wi Fi available with a message Cruising Altitude Not Reached",Business Class
after three hours from take off Mr FOY stated that the WIFI service is INOP at his mobile When He was trying to use his skywards number it was giving him Message that He is skywards number is not registered on the flight,Business Class
WI FI in OPT   Due to technical problem Wi Fi was not working   The defect was all ready logged in to the defect log book   Many customer kept requesting for the service,Economy Class
Customer paid 999 USD for the internet  The internet was allegedly very slow,Economy Class
Internet not working  Customer stated he purchased the highest package of data for his laptop  Customer was using the free Wi Fi for his phone but needed extra data for his work on his laptop  Customer stated he made the purchase around four hours into the flight  After the purchase he could not connect and he could not make it work  Customer asked for a refund and was directed to make a claim online,Business Class
