description,subcategory
"SEATS RELEASED FOR CUSTOMER USED   We had four soft blocked seats available for the crew   Due to a issue encountered with certain customers initially being offloaded, and being accepted on a later stage, and four other customers with advance seat reservations made, and for which seats had in fact not been granted, we had serious seat issues right before take off",Soft Blocked Seats
FIRST CLASS REST  the first class rest was divided to 3 slots to ensure two crew were available  the break time were extended due to the load and ensured all crew received same rest  services were conducted as per service sequence in order not to affect customer experience,Rest Strategies
Several crew members expressed feeling fatigued with symptoms such as headaches and teary eyes  3 crew members including purser called from 2100 home standby and did not achieve sleep before duty  Soft blocked seats available however crew members were co,Soft Blocked Seats
"REST INFLIGHT REQUIRED   this flight of 9 hours is very tiring for the crew and it would be beneficial to have rest in flight   it is a night flight and we have to start getting ready for it 21:30, for which it is impossible to sleep before the flight   all the cabin crew were feeling very tired towards the end of the flight and it was difficult to keep alert   there is about 5 hours available between services",Rest Strategies
"no crew rest seats   There was no blocked seats for crew rest  Even though there was more than 30 vacant seats in economy, the seats assigned for the rest were given away to customers at boarding gate",Soft Blocked Seats
Crew rest was extended up to 1hr due to light loads in all cabins,Extended
The 2nd Group of Crew were on their rest in the CRC Their break had to be interrupted and they were called back due to the decision to divert to ATH,Disturbed
Block time 9 hours 25mins Left hotel 3 hours prior to departure No seats blocked for crew breaks CRC used for 1 hour for crew to have a break from the cabin and recharge as per winter CRS,CRC
"This flight is very challenging in every aspect ( departure time, service load) which makes it very hard for us to stay alert till the end of flight",CRC
"Crew rest was extended by 50 minutes, due to light load in all cabins",Extended
Main deck CRC on this aircraft   Crew rest compromised due to noise from passengers talking in the cabin on seats adjacent or near to CRC; and passengers talking when standing on the aisle or waiting to use lavatories   Crew rest compromised by lavato,Disturbed
crew rest extended by 50 minutes  Captain informed  Monitoring of cabin and attending customer requests was not affected,Extended
"Due to several factors, return sector being 9 hours 25 block, using the procedure of both sectors have rest in this case, factoring in the load, flight length, and timing of the flight (night flight 20:00 take off) It was decided to give CRC break for 1 hour 10 mins as we do in the winter schedule CRS",CRC
Main deck CRC on this aircraft   Crew rest compromised due to noise from passengers talking in the cabin on seats adjacent or near to CRC; and passengers talking when standing on the aisle or waiting to use lavatories   Crew rest compromised by lavato,Disturbed
"While waking up group one, cabin supervisor Danielle Foote claimed that the crew member sent up in the CRC forgot to wake up 2 crew members (Pierre Thomas and Fathi Rusli)   When Danielle has realised that 2 crew were missing, she woke them up 10 minut",CRC
SEATS BLOCKED FOR MEAL BREAK  Last two rows were blocked off for crew meal breaks  There were no customers on those seats,Soft Blocked Seats
"Cabin crew rest disturbed Because of the separate breaks for FC and CSA, crew rest was disturbed",Disturbed
"During the flight it was decided to split FG1 team into 2 breaks rather then 3   All F class customers wanted to enjoy service after take and not sleep   All customers finished eating approximately 30 minutes before break for all crew started, therefo",Rest Strategies
During crew rest Captain operating informed purser that PVS of his bunk turns off and on automatically   Few cabin crew as well stated same occurred in their bunks while taking rest,Disturbed
"Block time for EK225 is 15 hours and 50 minutes   However actual time for today's said flight was one hour five minutes less ( 14 hours and 45 minutes )   Therefore an in flight break time of, Three hours, could only be allocated for Operating cabin crew members",Rest Strategies
"NO REST FOR 9 HOURS NIGHT FLIGHT  The flight DXB CEB was a night flight, for over 9 hours but there was no rest strategy for the crew  Crew struggled to stay awake on the flight, as some of them had some shared rest with other flights too  No softblocked seats were even assigned and crew had no seats available even to rest for 20 minutes to have their meals  It was very difficult for the crew to operate the flight and stay 100% vigilant especially at the end of the flight",Rest Strategies
"NO REST FOR 9 HOURS NIGHT FLIGHT  The flight DXB CEB was a night flight, for over 9 hours but there was no rest strategy for the crew  Crew struggled to stay awake on the flight, as some of them had some shared rest with other flights too  No softblocked seats were even assigned and crew had no seats available even to rest for 20 minutes to have their meals  It was very difficult for the crew to operate the flight and stay 100% vigilant especially at the end of the flight",Rest Strategies
I have extended the crew rest by one hour due to a very light load,Extended
"Crew unable to rest properly in Hard block seats due to high traffic of PAX and Noise         Crew had very restless rest due to the high demand of PAX whilst on their rest near the galley   Customers were seen opening the curtains to where the crew were resting, as they thought a washroom was in the curtain area   Customers would bang into the chairs and be talking very loudly not allowing the crew to rest appropriately",Disturbed
"Crew rest was extended for 20 min as per light load in all cabin Flying time was 12:19, block time 12:40 During briefing crew members stated that layover timing was short, and rooms were noisy",Extended
crew rest extended by 1 hour  captain informed  Moniroring of cabin and attending customer requests were not affected,Extended
"Even though I slept 8h before the 1st sector, rested well on the layover and 1h30 before the 2nd sector, I didn't feel 100% focus for landing I kept myself hydrated throughout the flight but the timings of the flight and GMT in Indonesia make it hard The flight deck crew informed me they had 2h20 rest so I do not understand why crew do not have any rest",Curtains/Hardblocked
crew did not follow the crew rest schedule and MISSED her Scheduled rest,Rest Strategies
Crew rest extended by 50 minutes Please be informed 50 minutes of of crew rest was added to the scheduled crew rest time so total crew rest time was 3 hours,CRC
"Crew Jose staff no 414090, on the return sector after three days, claimed to me that he had got lesser break than the rest of the crew  When I asked him to explain he said he had to go on break 1115hrs DXB time and was woken up at 1345 and returned to FC at 1400 which was effectively 2 hours and 45 min while the rest got 03 hours",Reduced
CRC CEILING BUNK FELL IN:  The ceiling in the flight deck CRC fell off into the bunk  The ceiling and overhead wires fell and could not be replaced or put back inside  Only the first group of flight crew had completed their breaks,CRC
"The crew rest was extended for 30 min, as per light load in all cabin Flying time was 13:00 Block time was  The break was given for 3 hours 30 min",Extended
"The crew rest was extended for 30 min, as per light load in all cabin Flying time was 13:00 Block time was  The break was given for 3 hours 30 min",Extended
the crew rest was extended by One hour,Extended
Break extended for one hour,Extended
"Child crying on row 88 It was reported by all crew resting on all four breaks that a continuously crying child disturbed their breaks The child was traveling with INAD family, mother was seated on 88D seat",Disturbed
"Child crying on row 88 It was reported by all crew resting on all four breaks that a continuously crying child disturbed their breaks The child was traveling with INAD family, mother was seated on 88D seat",Disturbed
CREW REST SEATS CONFUSION  437565 Maeve Sidibe after the service was observed in the vicinity of the customer sitting on 50J  Crew claimed confusion as the 49JK and 50JK were vacant,Soft Blocked Seats
"Soft blocked seats headrests not available  During cabin preparation, Crew soft blocked seats headrests were not to be found",Soft Blocked Seats
"Soft blocked seats headrests not available  During cabin preparation, Crew soft blocked seats headrests were not to be found",Soft Blocked Seats
"Rest Break  Due to miscommunication, a Y class crew, instead of taking the first break, went on the second break  This resulted in, no bunk available, for one crew, on the second break  This happened as the positions given by me, were from the older rest strategy while the CSV in the Briefing, informed the crew, according to the new rest strategy  One crew, did not recheck the paper with positions, that was put up by me, in the Galley and went on the second break, when he should have gone on the first",CRC
SEATS BLOCKED FOR THE FLIGHT   Seats at 49JK and 50JK were blocked on the tablet for the crew use,Soft Blocked Seats
crew rest was extended by half An hour,Extended
crew rest was extended by half An hour,Extended
Crew break extended Light load in JC and many DND's Only one Customer in FC had caviar after take off and all customers went to sleep,Extended
"Crew rest disturbed     It was identified during cruise, when commencing the final breaks, all bunks had been taken which resulted in one crew member not being able to take rest in a bunk",Disturbed
Crew Rest  Hard Blocked Seat   Crew Rest were extended from 40 Min to 1 Hr due to the light load 614134 in total   FC crew didn't want to have their breaks however they were informed that It is a legality and mandatory so they went for a break,Extended
Crew Rest  Hard Blocked Seat   Crew Rest were extended from 40 Min to 1 Hr due to the light load 614134 in total   FC crew didn't want to have their breaks however they were informed that It is a legality and mandatory so they went for a break,Extended
As per new crew rest strategy where FC crew have to be divided in 3 breaks and FC can start their breaks earlier than rest of the crew  As the departure timing of the flight was 0330 in the morning most customers just wanted to sleep after take off Therefore 01 FG1 was sent for his break after take off  When other cabins finished their service then they went into the CRC and FG1 crew claimed that their rest was disturbed when others (10 crew from other cabins) come to take their break  The same thing happened with the 2nd and third break as well,Disturbed
"Crew rest strategy for direct EWR was not available on Share point, used generic format for B777   Flight was 12:45 minutes long with light load in all 3 cabins which is calculated 2 3 hrs of CRC rest",Extended
flight was delayed out of Dubai for 30min  03:00am departure with 09:25 block time  crew seemed tired towards the end of the flight  more then 9 fatigue forms filled,Rest Strategies
Extended crew rest due to light load     Extended crew rest by 30 minutes  Customer load 1 First  29 Business  167 Economy,Extended
Medical Diversion     Flight diverted into SIN due to medical emergency  Second break had to be interrupted in order to prepare for landing and continued after take off from SIN  Third break was assigned three hours after take off from SIN,Disturbed
"Crew rest strategy  DXBLAX flying time 1530hrsmins, crew rest period given 315hrsmins, crew rest started at 1215hrs and ended at 2200hrs due to points to remember followed and different service timing in JC and YC  DXBLAX 20mins to top (0030), top of descent (0050), estimate time arrival (0120) DXB time and as per captain's information  LAXDXB flying time 1520hrsmins, crew rest period given 315hrsmins, crew rest started at 0700hrs and ended at 1645hrs due to points to remember followed and ensured JC 1st service not affected  LAXDXB 20mins to top (1830), top of descent (1850), estimate time arrival (1920) DXB time and as per captain's information  Some crew were unhappy about crew rest period timing given to them on this flight  Decision made based on the points to remember, service timing and capt's information on arrival timing so that customer service and operation not affected",Rest Strategies
There were no soft blocked seats for cabin crew rest meal break Economy seat configuration 310 seats   253 customers onboard in Economy Flight time 06:40 hours,Soft Blocked Seats
"REQUIRING REST FOR THIS FLIGHT   this flight has a very early report time, which makes it difficult to come fully rested   it is a multisector flight with all sectors over 8 9 hours   this flight has two services and we had 4 hours time inbetween the services which could have been utilized for the crew to take break   aircraft was equipped with CRC   we could have each 2 hours break   if it wasn't equipped with CRC then hard blocked seats with curtain could be used, each crew 1 hour break   having break on this sector would be highly beneficial towards crew performance and alertness as all crew felt tired during the flight   duty operator was asked in HQ whether we could have rest on this flight and we were advised no as it is not on crew rest strategy sheet   flight crew get rest on all sectors",Rest Strategies
"REQUIRING REST FOR THIS FLIGHT   this flight has a very early report time, which makes it difficult to come fully rested   it is a multisector flight with all sectors over 8 9 hours   this flight has two services and we had 4 hours time inbetween the services which could have been utilized for the crew to take break   aircraft was equipped with CRC   we could have each 2 hours break   if it wasn't equipped with CRC then hard blocked seats with curtain could be used, each crew 1 hour break   having break on this sector would be highly beneficial towards crew performance and alertness as all crew felt tired during the flight   duty operator was asked in HQ whether we could have rest on this flight and we were advised no as it is not on crew rest strategy sheet   flight crew get rest on all sectors",Rest Strategies
Crew rest was extended by 50 minutes All crew had 0350 break equally Note we had too many DND's in all three cabins so services took 23rd the time allocated for each service so services were not affected Cabin presence was maintained,Extended
"Extreme noise due to the proximity to the lavatories       None of the crew could rest doing their break on the curtained blocked seats due to the constant noise coming from the lavatories flushes   Crew are wearing the ear plugs but the sound is too strong and it does not help   Customers are chatting next to the crew rest area   Children and infants are seated in the same area   The size and position of the seat does not allow crew to sleep during their break   Upon landing crew were extremely tired and when doing the all call for checking the door status on arrival, multiple crew were confused while answering and took longer than normal to answer or had to correct themselves",Disturbed
"Extreme noise due to the proximity to the lavatories       None of the crew could rest doing their break on the curtained blocked seats due to the constant noise coming from the lavatories flushes   Crew are wearing the ear plugs but the sound is too strong and it does not help   Customers are chatting next to the crew rest area   Children and infants are seated in the same area   The size and position of the seat does not allow crew to sleep during their break   Upon landing crew were extremely tired and when doing the all call for checking the door status on arrival, multiple crew were confused while answering and took longer than normal to answer or had to correct themselves",Disturbed
Crew Rest Disturbed     The allocated crew rest for this flight was 2h30 min divided into 3 groups with 9 bunks available  Positions were pre allocated in order to make sure that crew were able to plan their crew rest After take off the CRS was provi,Disturbed
"Baby around crew rest  A family was allocated 48JK, baby was crying",Disturbed
Due to crew member Candelaria (435892) going on incorrect break period there was not enough crew bunks available for the last rest period,CRC
"ML1 and ML5 on the first and last break , consider moving them to the 2nd and 3rd       On the first break the service just finished and the csv needs to ensure the galley is properly fixed and the tasked are given to the crew during his break, the first break does not allow that especially if the flight time is shorter than on the rest strategy   On the last break it is inconvenient for the CSV in ML5 as he needs to supervise the preparation for the last service, especially considering all the medical meals loaded in the aft galley",Rest Strategies
(NO OTHER SUITABLE NEAREST KIS CATEGORY AVAILBLE)   There was no crew rest available on this flight   We landed in PEK at 1520 PEK time   There was delay on ground for disembarking customers due to change to remote bay and late arrival of steps and buses   The crew bus left the airport at 1740 PEK time   The crew arrived to the hotel at 1840 PEK time,Rest Strategies
I was feeling very tired during the flight due to the flight timing and duration with no rest on board Body and mind are very stressed which is bad for our health and safety to work 100% and give our customers the best inflight experience Soft blocked seats were taken away since the flight was getting full,Rest Strategies
As the flight was not full still the crew seats where not blocked for the crew rest by the station ground staff,Soft Blocked Seats
As the flight was not full still the crew seats where not blocked for the crew rest by the station ground staff,Soft Blocked Seats
Crew rest extended All crew equally had 4 hours and 10 mins break Was able to extend due to light load,Extended
BLOCKED SEATS FOR CREW REST   Very difficult to rest and or sleep due to ambient noise from customers and toilets   Also very difficult space not sufficient for rest on a sector departing at this time in the morning,Disturbed
crew rest extended by One hour  All crew received same length of break  customer experience was not affected  Captain informed,Extended
the crew were given equal rest period as the rest strategy ( 03:30) flying time was 16 hours and 15 min  the crew rest pattern was three groups as we did have the main deck CRC which is 9 bunks    the second group were woken up 10 min early by mistak,Disturbed
Captain Peter Pinheiro  388613 mentioned to me that he was not able to sleep properly in 1K seat as the crew kept on opening the overhead bin above him and the customer behind him as well,Disturbed
"CREW SUGGESTION REGARDING REST STRATEGY  on the Lay over I only slept for 3 , due to time differences, hence I feel fatigue on this sector  I suggest we as cabin crew take CRC break as per the flight deck procedure on this sector it will help us to stay alert for this sector and the next sector",Rest Strategies
"CREW SUGGESTION REGARDING REST STRATEGY  on the Lay over I only slept for 5 hours, due to time differences, hence I feel fatigue on this sector  I suggest we as cabin crew take CRC break as per the flight deck procedure on this sector it will help us to stay alert for this sector and the next sector",CRC
"CREW SUGGESTION REGARDING REST STRATEGY  on the Lay over I only slept for , due to time differences, hence I feel fatigue on this sector  I suggest we as cabin crew take CRC break as per the flight deck procedure on this sector it will help us to stay alert for this sector and the next sector",CRC
note that the previous kis report stated that the purser rested in 3K and the only customer was in 3A   it was meant to read 2 k and 2 A   I could not access the kis report agian,CRC
"after the first break crew Chalida informed the Purser Lindsey About waking in her bunk to find When she removed her blanket there were Many small insectsbugs that appeared dead, that she tried to clear away as best she could   I (Lindsey) informed the",CRC
"During the first set of crew rest, Mr Aminikhanimani was holding his son next to the FCRC His son was screaming and crying A Gr2 crew member went over to him and asked him to move further up the cabin as the crew were resting The passenger raised his voice and pointed at the crew member saying 'why are you shouting at me' 'get me your supervisor'",Disturbed
due to short flight time (9:45) and full load all cabins rest was reduced to 1:50 minutes    We started A bit earlier for the last service as customers were awake and asking for food,Reduced
Please note that the crew rest break was extended to an additional of 40 minutes to all cabin crew members equally   This was also requested by captain to give additional breaks to crew if possible,Extended
Please note The block time for this flight was 9 hours and 10 minutes   According to tablet crew should get 30 45 minutes rest in hard block seat or jump seats   ALL cabin hard block seats were sold and sub load tickets were accommodated   Crew were,Curtains/Hardblocked
"Block time for sector 840h   According to 'Policies and Procedures' manual   section 'Crew Rest'   page 2   version 42, soft block restmeal break 30 45 minutes for sector   Pax load 427 YC main deck  117 YC upper deck (Full load  minus 3 pax)",Soft Blocked Seats
Cabin crew Hannah missed the allocated break   45 minutes before the end of the first break when noticed that MR2 have not gone on her allocated break stating the she overheard another colleague in the briefing saying that she have to be on a second break   Crew was given a bunk on a second break,Rest Strategies
No pillows available for the flight deck     Captain complained that there was no pillow or blankets available for the flight deck pilots to use during their controlled rest in the flight deck,Reduced
Due to light loads in all cabins crew rest was extended up 45 minutes   Total rest period for all crew was 3hr 15mins,Extended
CREW REST  As per crew rest strategy  Up to 14HRS 2 to 3 hours rest  Flying time today is 1304HRS  Please note that crew rest timing need to be more specific,Rest Strategies
CREW REST  As per crew rest strategy  Up to 14HRS 2 to 3 hours rest  Flying time today is 1304HRS  Please note that crew rest timing need to be more specific,Rest Strategies
"Considering the load of F414 J7376 Y327426, the crew rest was extended by 50 min, as one FG1 provided assistance to JC after take off and 2 GR2's with the service clearance, once YC was completed",Extended
New LRV Rest Strategy not clear or easy to work out       Crew feedback suggests that the newly published LRV Summer Schedule is not very easy to work out for PurserCSV to work out the breaks with LD CRC  2 CSAs   do they have to rest in the reclined seat?,Rest Strategies
New LRV Rest Strategy not clear or easy to work out       Crew feedback suggests that the newly published LRV Summer Schedule is not very easy to work out for PurserCSV to work out the breaks with LD CRC  2 CSAs   do they have to rest in the reclined seat?,Rest Strategies
Extended Rest  Due to a light load in all classes the in flight crew rest was extended  Flight time was 15hrs 23mins,Extended
Crew rest was disturbed due to loud flushing noise from the lavatories and swapping of the crew meal carts at the ML5 lift       There were eight hard blocked seats with curtain for crew rest  Crew commented that they did not rest well due to the regular loud flushing noise and the meal carts swapping at ML5 lift area,Disturbed
"Captain Oliver Benedikt Staff no   276732 informed me that he will not be sleeping in the CRC as he is very tall for the CRC bunks, hence he will be occupying a FC Suite for his rest",CRC
"Shorter break   Due to turbulence during first service and full load, rest allocated was only 3 hrs including changing time for a flight time more than 15hrs  Several crew aware of the new LRV rest complained about rest time",Reduced
"Shorter break   Due to turbulence during first service and full load, rest allocated was only 3 hrs including changing time for a flight time more than 15hrs  Several crew aware of the new LRV rest complained about rest time",Reduced
We had light load on today's flight and there was available time for crew extension noting we had delay out of Dubai,Extended
"FO CREW REST IN FC SEAT   First Officer Fabio Hasler (SN 451806) used seat 3E for his rest in flight, as authorized by operating Captain Ivan De Boni ( SN 432799)   Captain Ivan informed me that due to Fabio being too tall, he does not fit in the CRC bunk",Rest Strategies
Crew rest was extended to be one hour for each crew members due to   Night flight STD 00:05 and fifty minutes delay on ground    Most of the customer in J and FC were a sleep    Service was taking a bit less than normal for YC and allows us to have mo,Extended
Inoperative emergency hatch      When crew rested in CRC the emergency hatch fell down and could not be fixed   Captain instructed crew member to take remained rest in first class   First class had nil passengers   Crew affected was Claire 418477,Disturbed
"Rest strategy with 3 FG1 complement      The rest strategy on EK 215 is reflecting that on the second break 2 FG1s and the Purser should go on the break, which will leave only one FG1 in the cabin   The option of swapping the break of one of the other grades is not practical for the following reasons : 1  the YC cabin have a full lunch service which requires all the crew 2  JC class cabin will have one crew short during a busy time, as most customers wake up and request for light bites and drinks 3  Both YC and JC cabins would be busy and there is no crew to spare to assist FC",Rest Strategies
"Rest strategy with 3 FG1 complement      In reference to my previous comments and incidents about the FC crew rest strategy, please ignore the comments and incidents as it was submitted by mistake Thank you",Rest Strategies
FC rest was divided into 3 instead of 2 breaks as it was a busy flight It was also mentioned in the Crew rest stratergy that FC break can be divided into 3 breaks,CRC
"Due to lighter load crew rest inflight was extended by 45 minutes All crew, including CSAs, had a total of 3h45m (time to change and handover included)",Extended
Feedback Generic rest strategy A380   Please allocate UL1 rest no3 and MR4A rest no 1 (SWAP rests for UL1A and MR4A) BUSINESS CLASS   Please allocate ML1 Rest no 2 instead of rest no 1   Above is due to the fact that the CSV is required to be on duty l,Rest Strategies
Feedback Generic rest strategy A380   Please allocate UL1 rest no3 and MR4A rest no 1 (SWAP rests for UL1A and MR4A) BUSINESS CLASS   Please allocate ML1 Rest no 2 instead of rest no 1   Above is due to the fact that the CSV is required to be on duty l,Rest Strategies
The cabin crew rest inflight was extended by 40 minutes due to the time available;,Extended
The crew rest was extended by 50 minutes on this flight after consultation with Captain due to the light load,Extended
Customers were waking up when only 4 crew left including the CSV when the rest of the 5 crew went on the 2nd break This resulted in heavy workload on 3 crew even though there were only 63 customers since there were continuous requests Also one crew cou,Rest Strategies
The hard blocked seats rest was extended to be one hour for each crew member due to ;   Two crew extra ( three class aircraft operating two class )   Load is about 60% 360 YC and 49 JC    Night flight STD 03:15,Extended
Crew rest was extended to be one hour for each crew members due to   Night flight STD 00:05 and fifty minutes delay on ground    Most of the customer in J and FC were a sleep    Service was taking a bit less than normal for YC and allows us to have mo,Extended
"Crew rest extended  Due to a very light load (233168), crew rest was increased by 1 hour  All services were effectively carried out without any glitches  Customer experience was not affected",Extended
"Crew Rest taken onboard Due to 4h20 delay, crew had a duty time of 11h40 With VPNC and Captain s permission, crew were given a 30 minutes break away from customers view This ensured crew were alert for landing",Extended
Crew rest extended for 1 hour on LRV   1 hour extension for CRC break   Flight block time DXB BNE 1350 HR   Dinner service took 115 minutes   Light bite 45 minutes   Breakfast is done 130 hour before Top of Decent   Rest by rest strategyB777 3 hours with 1 hour extension 4 hours,Extended
Crew rest duration on this flight 3hrs 50 mins  Crew rest was extended due to various reason A Cumulative load factor on board was around 22% approx Load 104  Seats 489 B Due to availability of extra seats many customers spread across the cabin occupying empty row and slept C As a result availability of access crew,Extended
Crew rest duration on this flight 3hrs 50 mins  Crew rest was extended due to various reason A Cumulative load factor on board was around 22% approx Load 104  Seats 489 B Due to availability of extra seats many customers spread across the cabin occupying empty row and slept C As a result availability of access crew,Extended
Captain Oliver Benedikt Staff no   276732 informed me that he will not be sleeping in the CRC as he is very tall for the CRC bunks and he will be occupying a FC Suite for his rest,CRC
Crew missed her assigned rest time   Crew member Priti Chowdhury staff no 418218 was assigned Rest 2 as per Generic Rest Strategy provided   Rest strategy was assigned by PUR myself and all crew informed A hand written note of all crew rest timings,Rest Strategies
"Crew Breaks in J class   Kindly take into consideration to revise which crew in J class is Group 1 and Group 2 for the breaks The reason I am suggesting this to you is that at one point after the group 2 went for breaks there was no J crew available to answer few callbels in time, take orders or deliver light bites service   Group 1 crew consists of CSV, Galley operator, Lounge Operator and Duty free operator, at one point during the flight I was busy with assisting customer who had seat and IFE problems, Duty Free Operator was selling and being into cabin for at least 45 minutes, Lounge was busy with 14 15 people in lounge while Galley operator was busy with assisting Lounge and preparing meals and equipment for the lunch service, so therefore there was no available crew for answering callbels immediately nor doing scheduled time for We Care schedule",Rest Strategies
Crew interrupted the cockpit crew rest and woke them up by mistake before time   Captain Ian informed me about it and asked me to checked why was their woken up   Captain was updated of the miss communication that happened between the crew,Disturbed
Crew member Amanda assumed her rest is on the 2nd break,CRC
"Hi colleagues  Please note that you will find a KIS report under crew rest extended about this sector ,however the contents are about Binoculars which does not relate here  Please disregard that report and accept my deep apology",Extended
missing Binoculars Upon arriving to the AC we found the following : Three binoculars only in their stowage The stowage door was opened (not locked ),Extended
Francisco MISSED the Assigned breaks given to All crew inflight   He claimed that its A miscommunication About Assigned break   result: Francisco was An extra crew on the third break,Disturbed
"Mr Aljabri was repeatedly using crew soft blocked seats During the flight  He kept repeating that A crew member had given him permission, even though the crew member denied having done so",Soft Blocked Seats
Crew rest extended by 45 minutes,Extended
"On this sector we did not have soft block seats, however CSV Donghak Lee (SNO 384740) by mistake had put crew rest head rest   when observed immediately asked the CSV Donghak to remove the head rest because it was not soft blocked seats",Soft Blocked Seats
CLARIFICATION OF NEW REST STRATEGIES       New information released stated that Purser may send First Class team on different break timings when compared to other cabins (as long as the customer experience is not affected)   Updated Crew rest strategy highlights this change on 777 and 380 Lower Deck crew break strategies but does not highlight this in regards to 9 bunks,Rest Strategies
